sensor_type,device_type,timestamps,x,y,z
bmi160_step_counter,smartphone,1497148431821,120.0
bmi160_step_counter,smartphone,1497148432542,121.0
bmi160_step_counter,smartphone,1497148433223,122.0
bmi160_step_counter,smartphone,1497148433823,123.0
bmi160_step_counter,smartphone,1497148434503,124.0
bmi160_step_counter,smartphone,1497148435024,125.0
bmi160_step_counter,smartphone,1497148435745,126.0
bmi160_step_counter,smartphone,1497148436264,127.0
bmi160_step_counter,smartphone,1497148436946,128.0
bmi160_step_counter,smartphone,1497148437586,129.0
bmi160_step_counter,smartphone,1497148438306,130.0
bmi160_step_counter,smartphone,1497148438946,131.0
bmi160_step_counter,smartphone,1497148439587,132.0
bmi160_step_counter,smartphone,1497148440147,133.0
bmi160_step_counter,smartphone,1497148440868,134.0
bmi160_step_counter,smartphone,1497148441669,135.0
bmi160_step_counter,smartphone,1497148442829,137.0
bmi160_step_counter,smartphone,1497148443470,138.0
bmi160_step_counter,smartphone,1497148444031,139.0
bmi160_step_counter,smartphone,1497148444671,140.0
bmi160_step_counter,smartphone,1497148445271,141.0
bmi160_step_counter,smartphone,1497148445952,142.0
bmi160_step_counter,smartphone,1497148446512,143.0
bmi160_step_counter,smartphone,1497148447232,144.0
bmi160_step_counter,smartphone,1497148448113,145.0
bmi160_step_counter,smartphone,1497148448745,146.0
bmi160_step_counter,smartphone,1497148449435,147.0
bmi160_step_counter,smartphone,1497148449954,148.0
bmi160_step_counter,smartphone,1497148450595,149.0
bmi160_step_counter,smartphone,1497148451115,150.0
bmi160_step_counter,smartphone,1497148451837,151.0
bmi160_step_counter,smartphone,1497148452477,152.0
bmi160_step_counter,smartphone,1497148453558,153.0
bmi160_step_counter,smartphone,1497148454038,155.0
bmi160_step_counter,smartphone,1497148454638,156.0
bmi160_step_counter,smartphone,1497148455718,158.0
bmi160_step_counter,smartphone,1497148456279,159.0
bmi160_step_counter,smartphone,1497148456961,160.0
bmi160_step_counter,smartphone,1497148457720,161.0
bmi160_step_counter,smartphone,1497148458401,162.0
bmi160_step_counter,smartphone,1497148458881,163.0
bmi160_step_counter,smartphone,1497148459562,164.0
bmi160_step_counter,smartphone,1497148460282,165.0
bmi160_step_counter,smartphone,1497148460923,166.0
bmi160_step_counter,smartphone,1497148461443,167.0
bmi160_step_counter,smartphone,1497148461925,168.0
bmi160_step_counter,smartphone,1497148462404,169.0
bmi160_step_counter,smartphone,1497148462965,170.0
bmi160_step_counter,smartphone,1497148463445,171.0
bmi160_step_counter,smartphone,1497148463925,172.0
bmi160_step_counter,smartphone,1497148464445,173.0
bmi160_step_counter,smartphone,1497148464966,174.0
bmi160_step_counter,smartphone,1497148465766,175.0
bmi160_step_counter,smartphone,1497148466326,176.0
bmi160_step_counter,smartphone,1497148467007,177.0
bmi160_step_counter,smartphone,1497148467488,178.0
bmi160_step_counter,smartphone,1497148468850,179.0
bmi160_step_counter,smartphone,1497148469209,180.0
