sensor_type,device_type,timestamps,x,y,z
bmi160_step_counter,smartphone,1497147990751,25.0
bmi160_step_counter,smartphone,1497147991151,26.0
bmi160_step_counter,smartphone,1497147991512,27.0
bmi160_step_counter,smartphone,1497147992111,28.0
bmi160_step_counter,smartphone,1497147992712,30.0
bmi160_step_counter,smartphone,1497147993393,31.0
bmi160_step_counter,smartphone,1497147993953,33.0
bmi160_step_counter,smartphone,1497147994954,34.0
bmi160_step_counter,smartphone,1497147995314,35.0
bmi160_step_counter,smartphone,1497147995754,36.0
bmi160_step_counter,smartphone,1497147996075,37.0
bmi160_step_counter,smartphone,1497147996555,38.0
bmi160_step_counter,smartphone,1497147996916,39.0
bmi160_step_counter,smartphone,1497147997755,40.0
bmi160_step_counter,smartphone,1497147998156,42.0
bmi160_step_counter,smartphone,1497147998556,43.0
bmi160_step_counter,smartphone,1497147999157,44.0
bmi160_step_counter,smartphone,1497147999637,45.0
bmi160_step_counter,smartphone,1497148000277,46.0
bmi160_step_counter,smartphone,1497148000757,47.0
bmi160_step_counter,smartphone,1497148001518,48.0
bmi160_step_counter,smartphone,1497148002159,49.0
bmi160_step_counter,smartphone,1497148002759,50.0
bmi160_step_counter,smartphone,1497148003605,52.0
bmi160_step_counter,smartphone,1497148005080,53.0
bmi160_step_counter,smartphone,1497148005640,54.0
bmi160_step_counter,smartphone,1497148006121,55.0
bmi160_step_counter,smartphone,1497148006602,56.0
bmi160_step_counter,smartphone,1497148006962,57.0
bmi160_step_counter,smartphone,1497148007442,58.0
bmi160_step_counter,smartphone,1497148007882,59.0
bmi160_step_counter,smartphone,1497148008562,60.0
bmi160_step_counter,smartphone,1497148008883,61.0
bmi160_step_counter,smartphone,1497148009404,62.0
bmi160_step_counter,smartphone,1497148009723,63.0
bmi160_step_counter,smartphone,1497148010524,64.0
bmi160_step_counter,smartphone,1497148011004,66.0
bmi160_step_counter,smartphone,1497148011324,67.0
bmi160_step_counter,smartphone,1497148011845,68.0
bmi160_step_counter,smartphone,1497148012245,69.0
bmi160_step_counter,smartphone,1497148012966,70.0
bmi160_step_counter,smartphone,1497148013446,72.0
bmi160_step_counter,smartphone,1497148014247,73.0
bmi160_step_counter,smartphone,1497148014648,75.0
bmi160_step_counter,smartphone,1497148015208,76.0
bmi160_step_counter,smartphone,1497148015488,77.0
bmi160_step_counter,smartphone,1497148015968,78.0
bmi160_step_counter,smartphone,1497148016328,79.0
bmi160_step_counter,smartphone,1497148016729,80.0
bmi160_step_counter,smartphone,1497148017128,81.0
bmi160_step_counter,smartphone,1497148017649,82.0
bmi160_step_counter,smartphone,1497148018049,83.0
bmi160_step_counter,smartphone,1497148018649,84.0
bmi160_step_counter,smartphone,1497148019089,85.0
bmi160_step_counter,smartphone,1497148019530,86.0
bmi160_step_counter,smartphone,1497148019890,87.0
bmi160_step_counter,smartphone,1497148020490,88.0
bmi160_step_counter,smartphone,1497148021051,89.0
bmi160_step_counter,smartphone,1497148021491,90.0
bmi160_step_counter,smartphone,1497148021813,91.0
bmi160_step_counter,smartphone,1497148022572,92.0
bmi160_step_counter,smartphone,1497148023293,94.0
bmi160_step_counter,smartphone,1497148023733,95.0
bmi160_step_counter,smartphone,1497148024133,96.0
bmi160_step_counter,smartphone,1497148024774,97.0
bmi160_step_counter,smartphone,1497148025334,98.0
bmi160_step_counter,smartphone,1497148414486,98.0
bmi160_step_counter,smartphone,1497148421694,105.0
bmi160_step_counter,smartphone,1497148422174,106.0
bmi160_step_counter,smartphone,1497148422775,107.0
bmi160_step_counter,smartphone,1497148423495,108.0
bmi160_step_counter,smartphone,1497148424416,109.0
bmi160_step_counter,smartphone,1497148425577,110.0
bmi160_step_counter,smartphone,1497148426097,111.0
bmi160_step_counter,smartphone,1497148426778,112.0
bmi160_step_counter,smartphone,1497148427298,113.0
bmi160_step_counter,smartphone,1497148427978,114.0
bmi160_step_counter,smartphone,1497148428539,115.0
bmi160_step_counter,smartphone,1497148429219,116.0
bmi160_step_counter,smartphone,1497148430059,117.0
bmi160_step_counter,smartphone,1497148430620,118.0
bmi160_step_counter,smartphone,1497148431340,119.0
