value,timestamp,
25.0,1497147990751
26.0,1497147991151
27.0,1497147991512
28.0,1497147992111
30.0,1497147992712
31.0,1497147993393
33.0,1497147993953
34.0,1497147994954
35.0,1497147995314
36.0,1497147995754
37.0,1497147996075
38.0,1497147996555
39.0,1497147996916
40.0,1497147997755
42.0,1497147998156
43.0,1497147998556
44.0,1497147999157
45.0,1497147999637
46.0,1497148000277
47.0,1497148000757
48.0,1497148001518
49.0,1497148002159
50.0,1497148002759
52.0,1497148003605
53.0,1497148005080
54.0,1497148005640
55.0,1497148006121
56.0,1497148006602
57.0,1497148006962
58.0,1497148007442
59.0,1497148007882
60.0,1497148008562
61.0,1497148008883
62.0,1497148009404
63.0,1497148009723
64.0,1497148010524
66.0,1497148011004
67.0,1497148011324
68.0,1497148011845
69.0,1497148012245
70.0,1497148012966
72.0,1497148013446
73.0,1497148014247
75.0,1497148014648
76.0,1497148015208
77.0,1497148015488
78.0,1497148015968
79.0,1497148016328
80.0,1497148016729
81.0,1497148017128
82.0,1497148017649
83.0,1497148018049
84.0,1497148018649
85.0,1497148019089
86.0,1497148019530
87.0,1497148019890
88.0,1497148020490
89.0,1497148021051
90.0,1497148021491
91.0,1497148021813
92.0,1497148022572
94.0,1497148023293
95.0,1497148023733
96.0,1497148024133
97.0,1497148024774
98.0,1497148025334
