,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelwalkdownstairs,labelwalkupstairs,pca_1,pca_2,pca_3,pca_4
2017-06-11 02:26:30.590,4.11325265808,-10.32659594,-2.81322514082,94.7314457421,109.776008488,24.5352513698,0,1,0.15924273563,-0.177836476227,0.0372064202059,-0.247902035063
2017-06-11 02:26:30.840,3.10119113703,-8.6445220453,-3.57456029777,99.7703861879,107.377932836,26.0263092469,0,1,0.154243924734,-0.216985436424,0.138995039111,-0.12197788132
2017-06-11 02:26:31.090,-0.0653762923121,-7.26659982198,-3.23277687632,95.6837597048,126.189395836,20.1741729832,0,1,0.219577801052,-0.264807126895,0.503562942967,-0.0233520293473
2017-06-11 02:26:31.340,2.01214610594,-9.94340956407,-1.62726137346,119.35847108,112.966275679,22.4300702925,0,1,0.15988191512,-0.107203312702,0.250271840187,-0.172114444084
2017-06-11 02:26:31.590,4.08602517441,-10.5581968098,-0.434643093444,154.688134956,85.6700679401,24.7621132086,0,1,0.100449899917,0.0964282345036,-0.00466562128025,-0.177241481262
2017-06-11 02:26:31.840,3.57110928785,-10.5383902178,-1.00535638208,173.65357224,88.2542105216,21.6591407001,0,1,0.0622063221717,0.104343962413,0.0829474173174,-0.197587316292
2017-06-11 02:26:32.090,1.38227848059,-7.42105023062,-1.42741782245,178.236151258,110.41629552,23.8272216668,0,1,0.0441134650583,-0.0483302900214,0.332033779896,0.0342813987141
2017-06-11 02:26:32.340,1.67440567953,-6.31767047342,-1.63831281746,180.270472633,109.437627296,25.4051953571,0,1,0.0315180451682,-0.0681451998066,0.302118866473,0.109628739139
2017-06-11 02:26:32.590,4.28915082229,-10.7692946586,-3.2675234305,184.965371847,99.4540176281,23.8814913801,0,1,-0.0492808835688,-0.0401956267127,0.051224037371,-0.266688881174
2017-06-11 02:26:32.840,2.04759789347,-8.73598851113,-3.74601161271,183.70127393,114.653925926,25.3224192759,0,1,-0.0443174992587,-0.158674354995,0.291693239243,-0.107089886138
2017-06-11 02:26:33.090,0.773436432335,-6.44416431578,-2.16413425327,192.351431499,113.417707597,24.1833215863,0,1,0.00398755142687,-0.0865771136364,0.411824870087,0.0966806760764
2017-06-11 02:26:33.340,4.79391222626,-10.3760922593,-1.3622686611,220.635675902,86.8749384307,21.3681656382,0,1,-0.07001491462,0.153270232291,-0.00634365398687,-0.20648935825
2017-06-11 02:26:33.590,4.22904849738,-9.68909779085,-1.98679569739,235.212125603,89.7712186971,22.1207712369,0,1,-0.113133845042,0.119594161007,0.0639615561128,-0.158999287676
2017-06-11 02:26:33.840,0.774823263145,-9.0211588301,-3.06662832881,233.672160278,109.53188643,21.6578075521,0,1,-0.107865372439,-0.0251847561639,0.437996062062,-0.098483982251
2017-06-11 02:26:34.090,1.61815271198,-10.1564894455,-2.8916720163,242.933427398,106.069433445,19.2492052949,0,1,-0.127999606138,0.0352001479312,0.3649868061,-0.195489184315
2017-06-11 02:26:34.340,3.35940439758,-7.16552343811,-1.31605554986,260.856209214,91.8975956418,19.3807624854,0,1,-0.125432907389,0.169653588847,0.18165031251,0.0240083150878
2017-06-11 02:26:34.590,3.10367863553,-7.5008230752,-1.74299165365,268.318652123,98.1532587415,20.6850455369,0,1,-0.166611307693,0.123980829409,0.214032321301,0.00151367392416
2017-06-11 02:26:34.840,1.87813259903,-8.77777233883,-3.50632935383,263.920826513,117.401326585,19.9578883775,0,1,-0.208761442946,-0.0304091224475,0.377628033494,-0.122307093989
2017-06-11 02:26:35.090,2.74669337348,-7.56495399305,-3.02633079247,268.53540466,110.355114668,20.2098190076,0,1,-0.205416366686,0.0192913593239,0.285596399581,-0.0376308780222
2017-06-11 02:26:35.340,4.50775573997,-9.54001117593,-2.57759845897,273.567750994,100.248876378,22.1316247155,0,1,-0.237502483983,0.091237121065,0.0789986658755,-0.167635979619
2017-06-11 02:26:35.590,2.48624523906,-8.91527092231,-3.37338536165,263.145987704,118.852608597,20.274716113,0,1,-0.218063244351,-0.0322277003553,0.318185344328,-0.138497394129
2017-06-11 02:26:35.840,2.13487458462,-7.50699850665,-2.66653732581,264.486149299,116.368207151,18.8829236546,0,1,-0.183848272693,0.0106080666814,0.354871441868,-0.0301800209784
2017-06-11 02:26:36.090,4.7075049086,-10.0302588193,-2.37146069944,273.294572479,99.2574034449,21.792570526,0,1,-0.235336172259,0.109969669769,0.0557088512381,-0.200692711189
2017-06-11 02:26:36.340,2.45544756285,-8.28699865382,-3.43265717204,265.852161148,115.789368947,21.5929004451,0,1,-0.22257131082,-0.0316412288631,0.312921667011,-0.0856794652578
2017-06-11 02:26:36.590,1.16547343741,-7.21072320941,-2.84576746073,263.380286469,119.754413594,20.3087559016,0,1,-0.181460716901,-0.0282444909467,0.445218585893,0.00847717956736
2017-06-11 02:26:36.840,4.5072472075,-10.1306138988,-2.31172495389,272.370110029,100.064518193,21.9461948414,0,1,-0.231794223001,0.106724190754,0.0731114023797,-0.202541216704
2017-06-11 02:26:37.090,3.26601227076,-8.53134617023,-3.14744503794,274.437257973,109.390246795,22.1456306289,0,1,-0.242441513598,0.0180841734447,0.222268505,-0.0989295317196
2017-06-11 02:26:37.340,0.923306334988,-7.40837774257,-2.62696601966,271.416900019,117.057136462,21.4430439214,0,1,-0.194894465757,-0.00586779810941,0.456176614627,0.0155086587475
2017-06-11 02:26:37.590,3.98891492051,-9.04663903938,-0.828458186865,285.424667488,90.9751742205,18.0462777698,0,1,-0.186990480257,0.244911133371,0.124762586639,-0.104379990242
2017-06-11 02:26:37.840,4.43286191705,-9.64122292346,-0.00179737071517,304.743070667,80.2961958834,13.9419093373,0,1,-0.189399977309,0.384387853817,0.0875563498537,-0.147186587472
2017-06-11 02:26:38.090,0.486947024216,-11.7297034565,-2.05025603574,288.354326783,101.965170849,20.1589308691,0,1,-0.210585106586,0.139781420068,0.459942328958,-0.243868965712
2017-06-11 02:26:38.340,0.5821691126,-10.3382533612,-3.18190243632,277.931092873,113.621614332,29.5266186533,0,1,-0.265257042927,-0.0494199262875,0.426238454576,-0.128871714048
2017-06-11 02:26:38.590,3.72411050001,-6.77623525097,1.36098642151,306.919291467,95.8017798055,26.6543181136,0,1,-0.229734394214,0.259520812223,0.0954003877909,0.153823166051
2017-06-11 02:26:38.840,3.92705781558,-10.0607242868,2.57557268325,330.598414756,76.6064131096,18.4458694092,0,1,-0.212802889647,0.504676835553,0.0771003968417,-0.0737348391721
2017-06-11 02:26:39.090,2.36856438737,-11.9036234142,-2.4376185119,361.445511735,89.1604828112,22.9136526033,0,1,-0.412015278348,0.249283256997,0.281509572866,-0.252151689401
2017-06-11 02:26:39.340,1.71206940927,-7.64580128632,-1.79901537618,334.718288477,112.000376349,35.8596418138,0,1,-0.403478872345,0.0186566198012,0.29807638002,0.114342389042
2017-06-11 02:26:39.590,2.51099218393,-7.75791992592,1.01770342846,166.949321406,96.4865581635,32.0760530155,0,1,0.083756289709,0.046169927161,0.114386872015,0.107631453322
2017-06-11 02:26:39.840,3.56906078716,-10.7343680285,0.292635167607,42.8321968315,67.7068910308,15.7476675131,0,1,0.46246835855,0.147606286346,0.014680933866,-0.23018404692
2017-06-11 02:26:40.090,2.60661523973,-9.70641468275,1.01841126503,64.0790624782,78.0043123838,13.4678624576,0,1,0.438138039074,0.163777020448,0.140851888576,-0.148984868771
2017-06-11 02:26:40.340,1.89719077698,-8.78885922677,-2.02522397348,74.3109904501,102.876706563,20.8200075588,0,1,0.293652668218,-0.124755179356,0.246789087835,-0.1126974352
2017-06-11 02:26:40.590,2.53188261105,-8.74836705495,-5.00101104916,58.8742584942,110.836960059,24.7761759822,0,1,0.232865303551,-0.329439207492,0.205484978395,-0.169028665693
2017-06-11 02:26:40.840,2.61492201191,-7.59520342382,0.428759584354,85.3519022915,101.209859825,22.5744478754,0,1,0.304385674332,-0.0215712236822,0.145616362859,0.0217701748934
2017-06-11 02:26:41.090,3.89884523112,-9.64638217156,1.63923227953,115.63431465,78.0274224481,13.0162421779,0,1,0.310125409247,0.254127157617,0.0374518633753,-0.146344029904
2017-06-11 02:26:41.340,3.58913345978,-11.072956907,-1.19189174305,124.855026575,86.3098067137,12.7783910208,0,1,0.217820642798,0.119722567235,0.113428124443,-0.303189194678
2017-06-11 02:26:41.590,1.16935469117,-7.08924233119,0.331563324558,117.82132422,117.763744566,23.6118028415,0,1,0.215070456407,-0.077718688811,0.318306934669,0.0773019001088
2017-06-11 02:26:41.840,3.16051831966,-6.20739746583,-1.76912394217,108.287930017,111.160176004,25.2341722655,0,1,0.178143963821,-0.158292310607,0.137659440858,0.071051258291
2017-06-11 02:26:42.090,4.41268089612,-8.93905320745,-3.97822187836,98.8547838889,110.269010227,21.841722891,0,1,0.142981301753,-0.211271720031,0.0505110227002,-0.202566472349
2017-06-11 02:26:42.340,2.600191455,-8.89732682122,-2.19165561957,86.0972182484,128.44546389,20.6165566873,0,1,0.208014610451,-0.229013778812,0.228990784382,-0.156763777127
2017-06-11 02:26:42.590,4.67745892495,-8.91074120968,-3.13162712512,94.8067262912,108.205751703,19.0677598341,0,1,0.181723138013,-0.150272698891,0.0279028245455,-0.204142729411
2017-06-11 02:26:42.840,4.61732664022,-8.69408928519,-2.94472639934,100.091599495,103.879362441,19.6791898706,0,1,0.179315465016,-0.123179065756,0.0238688187443,-0.175889150689
2017-06-11 02:26:43.090,1.99993211735,-7.40170892657,-2.29560639692,85.0870080097,126.415358345,17.6738207533,0,1,0.243297007286,-0.214092523338,0.309235886661,-0.0665349955511
2017-06-11 02:26:43.340,4.56686031106,-8.28619405355,-3.58925119826,92.4386508639,109.946112022,17.6486982031,0,1,0.187683488013,-0.173243254113,0.0579276146966,-0.181606390108
2017-06-11 02:26:43.590,5.22193312968,-8.62902105055,-2.1583428369,98.3461183606,105.25744335,22.7955742492,0,1,0.17264820479,-0.120826033988,-0.0608478029752,-0.146652152552
2017-06-11 02:26:43.840,2.47399041166,-7.93789367887,-2.43256090669,85.5278745491,124.1885766,20.8348848555,0,1,0.218516227386,-0.22837043761,0.24034571256,-0.0908761102718
2017-06-11 02:26:44.090,3.65141181785,-8.69057609589,-3.14959508468,94.4575229396,108.343914581,19.9609458673,0,1,0.19390655049,-0.162717168109,0.119776432309,-0.166585120454
2017-06-11 02:26:44.340,5.38406430735,-8.76234093057,-1.53851015147,106.104487313,100.120031654,25.1302557159,0,1,0.1604453239,-0.0794941739442,-0.104120030882,-0.123940865653
2017-06-11 02:26:44.590,4.02944674769,-7.76699517384,-3.92325962671,101.541785863,119.949187021,24.0715923404,0,1,0.122422264986,-0.274189472255,0.0937623079334,-0.110259635932
2017-06-11 02:26:44.840,2.39114991012,-7.94567770764,-3.52472209112,110.503700777,119.099726912,23.0761592361,0,1,0.137504711082,-0.239453325583,0.25031760211,-0.0892014206754
2017-06-11 02:26:45.090,4.16728955875,-10.3364597974,1.22918823364,141.036108406,97.7414925316,24.6368287265,0,1,0.14416936303,0.0955915157444,-0.0182433394141,-0.142533629695
2017-06-11 02:26:45.340,5.83742794347,-10.7738460482,-0.0137834400136,171.997968101,91.1136269486,24.3917192467,0,1,0.0325593627535,0.117686758743,-0.156805275553,-0.216409851915
2017-06-11 02:26:45.590,2.17395272878,-6.90037781506,-1.91120414705,181.545418532,111.860340979,28.2711090368,0,1,-0.00512853474951,-0.105419609956,0.24186091557,0.0730656948753
2017-06-11 02:26:45.840,2.2185194998,-6.91610616398,-1.07097604385,184.726549286,117.219841383,30.7315241633,0,1,-0.0186814246183,-0.109186818854,0.221127743017,0.101054767566
2017-06-11 02:26:46.090,6.33592522807,-9.97896550135,-2.28607172366,194.727083094,98.296162682,29.6626496612,0,1,-0.104921391938,-0.0259295102916,-0.183493501521,-0.18812744141
2017-06-11 02:26:46.340,3.15397481159,-8.12858363619,-2.79200771764,188.899331405,112.294001957,31.7433630772,0,1,-0.0778830236543,-0.151424251778,0.136603622694,-0.0208150438169
2017-06-11 02:26:46.590,1.67067448559,-7.00950085324,-2.400912319,187.710629367,125.458283845,31.9840771047,0,1,-0.0637206357507,-0.208112306461,0.294966938812,0.0774472041446
2017-06-11 02:26:46.840,6.18235102868,-8.64860491166,-1.6993503509,218.124122234,95.6697624307,30.509023311,0,1,-0.13948499703,0.0218072757186,-0.16919138564,-0.0718398558098
2017-06-11 02:26:47.090,5.1571309093,-9.09210581185,-0.943034362591,242.77293285,87.1127337078,30.4698584729,0,1,-0.156793593109,0.119783234023,-0.0873496901918,-0.0552234594037
2017-06-11 02:26:47.340,3.02853553174,-9.90236465197,-3.06923859296,244.509843933,105.267137727,29.4396899866,0,1,-0.201314746077,-0.0407413130057,0.170672882739,-0.139877032372
2017-06-11 02:26:47.590,3.71596948912,-8.54926835717,-2.99222478743,251.596786374,105.688482133,29.7134591063,0,1,-0.221119399478,-0.0399431748085,0.114048013628,-0.0571928987546
2017-06-11 02:26:47.840,3.36985279351,-7.28138129966,-0.00571117054915,269.970293838,94.3473403663,29.4071748192,0,1,-0.175382647558,0.149181483481,0.107407383054,0.108578628392
2017-06-11 02:26:48.090,4.59763747717,-9.02650353184,-1.26222702405,280.755149719,88.0883871539,28.324213637,0,1,-0.236659930036,0.159321766177,0.00110352463502,-0.0548744232508
2017-06-11 02:26:48.340,4.09972932926,-7.38017831104,-2.96922336605,276.16828611,106.815051314,30.8505263341,0,1,-0.28575373453,-0.0308708174149,0.0888071131917,0.02590751005
2017-06-11 02:26:48.590,3.16370438003,-6.86256890534,-1.77729046356,272.144900823,118.750445083,31.4067831128,0,1,-0.26048810746,-0.0493081434884,0.177608967241,0.0943064930077
2017-06-11 02:26:48.840,6.28033011161,-9.8332291252,-2.29060296428,280.544575575,95.4845277392,29.2343972669,0,1,-0.301796416632,0.0857828398926,-0.142033013056,-0.160162265815
2017-06-11 02:26:49.090,4.39378534911,-7.73872086994,-2.93237018155,277.941765657,104.111231278,29.4008891752,0,1,-0.28402775143,-0.0014260599411,0.0647533274698,-0.00888269335916
2017-06-11 02:26:49.340,1.52166267363,-6.60484279905,-1.89260344989,262.171313051,126.003705361,29.0560273327,0,1,-0.214847086552,-0.0862152375626,0.356348301171,0.113783359154
2017-06-11 02:26:49.590,6.05778936995,-9.53079898981,-2.36446219918,273.734639469,101.195755326,29.4570696038,0,1,-0.292909964879,0.0453011439081,-0.114125188708,-0.142715123896
2017-06-11 02:26:49.840,5.87213978675,-8.13843908835,-3.08066718036,280.549855218,103.503307972,31.9004687162,0,1,-0.327695384986,-0.0142658798363,-0.0897441876907,-0.0469577921579
2017-06-11 02:26:50.090,2.29366213031,-6.86662937468,-2.12506788043,254.561308101,129.136812462,31.4098450391,0,1,-0.230393622936,-0.13248546164,0.272194885669,0.0889747184595
2017-06-11 02:26:50.340,5.58614185558,-9.18221373153,-2.13227249484,269.425478725,106.272543337,30.5885437123,0,1,-0.283582092918,0.0154686650531,-0.0721982925834,-0.104427101724
2017-06-11 02:26:50.590,6.00167141908,-8.67764787535,-2.69765526951,285.985913978,98.7987696456,33.092676332,0,1,-0.335959574393,0.0236032021225,-0.122055515586,-0.0639827161272
2017-06-11 02:26:50.840,2.52926116012,-7.09241361701,-2.03403688289,259.587883977,121.743711876,34.7449951258,0,1,-0.248463461687,-0.112761524096,0.217110593836,0.100844137866
2017-06-11 02:26:51.090,4.54436497988,-8.52151790944,-1.46691335166,294.734009224,103.603068453,32.6998857756,0,1,-0.31810024974,0.0611595074,0.0136916320905,-0.00708999816243
2017-06-11 02:26:51.340,5.94954430246,-9.27391578389,-0.154077054838,327.999388084,76.8941514546,27.9049925296,0,1,-0.32846705093,0.317113510132,-0.135249816561,-0.0542314373141
2017-06-11 02:26:51.590,3.82805647352,-8.79982939417,0.0281214796193,316.332485011,85.5407814157,24.9864008337,0,1,-0.264676766269,0.286042206814,0.0908561223365,-0.0109623010773
2017-06-11 02:26:51.840,3.63738703595,-9.88862115449,-3.16827628715,369.56762504,101.420691332,30.3371460856,0,1,-0.508803192595,0.108744442824,0.157273000332,-0.116617129055
2017-06-11 02:26:52.090,3.66176394091,-8.82726932838,-2.44945315004,304.576398192,101.859181975,36.5287630334,0,1,-0.364279346918,0.0103742548159,0.0843230941586,-0.00488421428132
2017-06-11 02:26:52.340,4.18930378152,-7.01041892365,1.79385158271,76.9648188633,82.41295019,28.6578219174,0,1,0.334303157802,0.0649645744369,-0.0881601540103,0.116569185294
2017-06-11 02:26:52.590,5.20632350228,-9.77130455189,1.53318843157,16.1327924045,67.7477854066,17.8559348144,0,1,0.52131096053,0.151270856394,-0.174495714049,-0.15982327352
2017-06-11 02:26:52.840,2.98216698327,-10.2695691995,-0.0483687567116,74.6930629905,84.3480857141,24.0694037855,0,1,0.322448983614,0.028372793562,0.063121625058,-0.150574361018
2017-06-11 02:26:53.090,2.34398060752,-7.21233592364,-1.3795124485,59.4162106949,103.641128496,34.7043227358,0,1,0.276519699281,-0.230403783116,0.110844772047,0.0842082270781
2017-06-11 02:26:53.340,4.65342270247,-7.77706845365,-2.71103252579,67.8309917578,100.463091871,33.4601424266,0,1,0.205934570322,-0.243073207341,-0.0851330873677,-0.0251827904935
2017-06-11 02:26:53.590,4.92004930484,-8.51255761649,-0.502729579334,96.5676346233,90.1389312902,28.7332212624,0,1,0.211135622906,-0.0322017923159,-0.115192091109,-0.0472096461493
2017-06-11 02:26:53.840,5.19001729126,-7.60676176698,-0.724566029594,93.8684327815,93.0538612664,28.7141334312,0,1,0.209695077006,-0.0622219551139,-0.129626030074,0.000453598945467
2017-06-11 02:26:54.090,4.83877071943,-7.53421748849,-3.25600271133,96.6448298951,115.197063626,31.9574323991,0,1,0.106969503543,-0.288940268696,-0.0492354288972,-0.0404442486487
2017-06-11 02:26:54.340,3.78314592485,-7.41283690632,-1.35672949824,94.151962152,118.86803934,32.3085138273,0,1,0.156707053691,-0.235601610549,0.0288865991968,0.0249367437609
2017-06-11 02:26:54.590,5.5181474197,-8.22852798398,-1.22150983148,103.600621027,92.9330544292,28.0062238325,0,1,0.172300133451,-0.0613281908423,-0.148718042612,-0.059648484995
2017-06-11 02:26:54.840,4.93844645226,-7.91079424797,-3.22284026408,108.147630721,101.438804657,27.5322630873,0,1,0.121446099594,-0.177224362346,-0.0492687638316,-0.0807331421558
2017-06-11 02:26:55.090,3.47127082548,-7.03524797507,-2.18265046045,86.529018849,125.741389579,29.7964722652,0,1,0.166106644014,-0.293670694571,0.0939303902436,0.0140384798168
2017-06-11 02:26:55.340,6.12315411519,-8.74420089276,-2.1600171615,97.790129658,104.967012708,29.6262398093,0,1,0.128154625135,-0.16816908645,-0.190176831558,-0.12565816345
2017-06-11 02:26:55.590,5.64964211463,-8.0054184708,-2.56243759449,106.590254111,99.5507504845,30.5638054681,0,1,0.115571291979,-0.163341531165,-0.1477006422,-0.064314499825
2017-06-11 02:26:55.840,3.61946898575,-6.5541858539,-2.03265102286,85.8531791007,121.746522079,30.3812229858,0,1,0.175300631237,-0.277215009,0.0702721496343,0.0538118179439
2017-06-11 02:26:56.090,5.7250489849,-8.66285539865,-2.75723637126,95.3389037865,106.880070219,29.8918128682,0,1,0.124436277384,-0.207801241288,-0.144694130029,-0.126572980362
2017-06-11 02:26:56.340,5.6601162268,-8.44450814002,-2.55934151406,101.958505359,100.519021974,32.8263282493,0,1,0.111592258081,-0.186979832999,-0.165852946148,-0.0808372294232
2017-06-11 02:26:56.590,3.74827384018,-7.24524256711,-2.14312374104,89.4906551976,123.284158732,33.2444269499,0,1,0.142382945898,-0.301393800051,0.04182904914,0.0211460561884
2017-06-11 02:26:56.840,4.69187210042,-8.39785498952,-1.88758571949,109.205354392,112.158876407,32.0400576906,0,1,0.104773625298,-0.200083642804,-0.05687392244,-0.0604078240965
2017-06-11 02:26:57.090,6.01523865258,-7.93238209825,-0.648157453884,140.32401365,88.058834386,32.2885487619,0,1,0.0777610612893,-0.00661673821199,-0.220127526803,0.00319789147386
2017-06-11 02:26:57.340,5.61039336209,-8.0267762569,-1.42529064092,153.830549721,91.2181996616,32.8371221678,0,1,0.0280476567404,-0.0422949839195,-0.165576584256,-0.0090977070324
2017-06-11 02:26:57.590,3.56351458817,-9.72491108277,-2.27253970273,159.288979344,103.908692595,36.6189580398,0,1,-0.0209766411381,-0.151358638121,0.0265601821174,-0.0903508098374
2017-06-11 02:26:57.840,3.60793486379,-8.53736902208,-0.893731507083,171.821484057,102.697697778,37.6328778631,0,1,-0.0215745166251,-0.0892923466397,0.00807691396515,0.027520861707
2017-06-11 02:26:58.090,6.501325502,-6.58295275411,-0.495537652649,194.638442583,87.2926918003,33.9558309912,0,1,-0.0552984616366,0.0451878945859,-0.249167412817,0.110513367558
2017-06-11 02:26:58.340,5.57358992859,-7.02227003619,-1.43607801263,194.520498088,96.5550777375,34.7869837677,0,1,-0.0818048427239,-0.0414268616206,-0.143398526058,0.0744984723043
2017-06-11 02:26:58.590,3.06648053934,-7.91151664862,-2.73052795974,179.869960905,118.694178469,36.0622988177,0,1,-0.0842944717626,-0.221606762146,0.123697908756,0.0169043476214
2017-06-11 02:26:58.840,5.02582687966,-8.22966151235,-2.49804286515,191.624182313,103.591269159,36.0460912674,0,1,-0.112037640942,-0.123744203043,-0.0830086276636,-0.0176500620101
2017-06-11 02:26:59.090,6.65305460328,-8.532013894,-1.19556105762,201.283255183,93.7538998846,39.2066099301,0,1,-0.133969774119,-0.0321940157951,-0.284873611051,-0.00709342891044
2017-06-11 02:26:59.340,4.8944927584,-8.08576296031,-2.73383821374,191.720551126,114.478175407,40.142291946,0,1,-0.152401707954,-0.214055785878,-0.0760179810678,0.00615014168038
2017-06-11 02:26:59.590,3.37287382136,-7.3208487999,-2.6306057915,201.708027866,116.112999071,39.8972067243,0,1,-0.149527868935,-0.212612616126,0.0776104679469,0.0845795509306
2017-06-11 02:26:59.840,4.65007140958,-8.76431764362,0.776877508786,237.439882103,93.1148304125,37.8518956439,0,1,-0.147972301411,0.0996873385209,-0.0998008021958,0.0533866161673
2017-06-11 02:27:00.090,6.85597949427,-10.2713570926,0.334356241963,268.940543178,73.6533593367,31.8747707293,0,1,-0.210103073141,0.263879540522,-0.287355684163,-0.109567165693
2017-06-11 02:27:00.340,4.66906008645,-8.20766456949,-1.28281011139,273.700662118,87.4120382984,35.1480357791,0,1,-0.247848309214,0.0977540309579,-0.0488883055264,0.0411481064286
2017-06-11 02:27:00.590,2.48934719109,-6.51110988021,-1.05192175193,272.030852595,110.926323515,42.5354239705,0,1,-0.274143167337,-0.0712519273257,0.150097899972,0.223481586142
2017-06-11 02:27:00.840,6.3315946546,-7.53722023252,-2.36334688727,286.327080809,93.56966849,39.6742222183,0,1,-0.351016697822,0.00605959648474,-0.201526398458,0.0604797412888
2017-06-11 02:27:01.090,6.61347278109,-7.69900819457,-2.56236462455,282.510559057,93.9167528585,39.0219262193,0,1,-0.348153560902,-0.00147527669265,-0.223202025635,0.0352971669094
2017-06-11 02:27:01.340,3.05362958391,-7.3082477121,-1.97464367336,265.691820019,122.159742115,42.0827735456,0,1,-0.306481214443,-0.157356480219,0.122587218316,0.12698354691
2017-06-11 02:27:01.590,5.73288142722,-7.7961982408,-2.8329919484,277.646799271,102.436676406,38.4392887262,0,1,-0.341390280645,-0.053770402805,-0.122752650837,0.0260662953819
2017-06-11 02:27:01.840,6.90339599481,-7.67899943744,-2.01607724485,283.45714863,94.9114247917,37.2616072428,0,1,-0.337574392256,0.0315560363113,-0.243939214425,0.0312396770484
2017-06-11 02:27:02.090,3.77556176765,-7.38751876595,-1.62702796664,267.363758138,120.105740118,38.2443593569,0,1,-0.293036112475,-0.100817458467,0.0721455735563,0.094007191601
2017-06-11 02:27:02.340,5.65987258248,-7.89717710912,-2.93905903824,273.543957684,102.580588352,36.1987451592,0,1,-0.322665043211,-0.0463019569195,-0.102331667046,0.00290088468659
2017-06-11 02:27:02.590,6.72541734829,-7.65477244574,-2.48787393731,280.508400709,100.083534728,39.9213208729,0,1,-0.358332415663,-0.035012916288,-0.231333124129,0.0379193682848
