label,x,y,z,timestamp,
15,12.924999,0.0,0.0,1496906660095
15,8.112999,0.0,0.0,1496906660295
15,14.435999,0.0,0.0,1496906660495
15,10.518999,0.0,0.0,1496906660887
15,16.842,0.0,0.0,1496906661085
16,12.924999,0.0,0.0,1496906661402
16,12.029999,0.0,0.0,1496906661604
16,3.5659995,0.0,0.0,1496906661801
16,4.812,0.0,0.0,1496906662001
16,0.0,0.0,0.0,1496906662199
16,2.406,0.0,0.0,1496906663399
16,3.5659995,0.0,0.0,1496906663598
16,7.2179995,0.0,0.0,1496906663790
16,8.729,0.0,0.0,1496906663988
16,0.0,0.0,0.0,1496906664189
16,1.6099999,0.0,0.0,1496906687127
16,5.794999,0.0,0.0,1496906687294
16,16.842,0.0,0.0,1496906687487
16,14.435999,0.0,0.0,1496906687685
16,8.112999,0.0,0.0,1496906687884
16,5.794999,0.0,0.0,1496906688083
16,9.624,0.0,0.0,1496906688283
16,3.5659995,0.0,0.0,1496906688483
16,7.2179995,0.0,0.0,1496906688881
17,1.6099999,0.0,0.0,1496906689578
17,7.2179995,0.0,0.0,1496906689777
17,4.812,0.0,0.0,1496906689978
17,2.406,0.0,0.0,1496906690177
17,0.47499996,0.0,0.0,1496906690378
17,0.0,0.0,0.0,1496906690576
17,2.406,0.0,0.0,1496906709041
17,1.6099999,0.0,0.0,1496906709238
17,7.2179995,0.0,0.0,1496906709438
18,7.2179995,0.0,0.0,1496906710844
18,2.406,0.0,0.0,1496906711242
18,0.0,0.0,0.0,1496906711836
18,1.8670001,0.0,0.0,1496906741358
18,3.5659995,0.0,0.0,1496906741558
19,3.5659995,0.0,0.0,1496906744327
19,0.0,0.0,0.0,1496906744923
19,0.47499996,0.0,0.0,1496906755268
19,9.624,0.0,0.0,1496906755466
19,7.2179995,0.0,0.0,1496906755866
19,19.248,0.0,0.0,1496906756265
19,16.842,0.0,0.0,1496906756662
19,10.518999,0.0,0.0,1496906756862
20,16.842,0.0,0.0,1496906757167
20,10.518999,0.0,0.0,1496906758755
20,14.435999,0.0,0.0,1496906759948
20,10.518999,0.0,0.0,1496906760746
20,14.435999,0.0,0.0,1496906761138
20,16.842,0.0,0.0,1496906764913
