,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rotation_phone_x,rotation_phone_y,rotation_phone_z,rotation_phone_theta,rotation_phone_phi,labelstairsdown,labelstairsup,labelwalking,rotation_phone_phi_outlier,rotation_phone_phi_mixture,simple_dist_outlier,acc_phone_x_outlier,acc_phone_x_mixture,lof,acc_phone_y_outlier,acc_phone_y_mixture,lof,acc_phone_z_outlier,acc_phone_z_mixture,lof,gyr_phone_x_outlier,gyr_phone_x_mixture,lof,lof,lof,lof,lof,lof,lof,lof,lof,lof,lof
2017-06-25 00:23:34.041,6.222201015,-3.743295928,1.58053331592,-0.918939063333,-0.557151164282,2.31755013077,-0.5361110305,-0.4855894585,-0.07833283775,0.684760912,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999476511282,False,0.00177996198399,0.999924043268,False,0.00321946756395,1.00013441896,False,0.0247912813927,0.999476511282,0.999924043268,1.00013441896,0.99969047149,1.00073416644,0.986993570161,1.00014067237,1.00059995956,1.00001149916,0.994525361069,
2017-06-25 00:23:34.141,5.2258729775,-7.80596768,-0.038739461,1.01329822327,-0.970283352775,2.23315295285,-0.5874521435,-0.4201537015,0.060555766635,0.687483578,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999344780651,False,0.00177996198399,1.00012023282,False,0.00321946756395,0.999945754979,False,0.0247912813927,0.999344780651,1.00012023282,0.999945754979,1.00033832571,1.00050008947,0.971197152138,1.00002095106,0.999990147045,0.999871610247,0.999634332845,
2017-06-25 00:23:34.241,3.59043383225,-5.2570081925,0.378592743,-0.533373690675,0.7313858084,1.23803491795,-0.603816373,-0.3990893255,0.09985824205,0.6822970585,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00096429224,False,0.00177996198399,0.999865033623,False,0.00321946756395,0.999993505639,False,0.0247912813927,1.00096429224,0.999865033623,0.999993505639,0.999831485472,1.00041045173,1.00060199152,1.00003288706,1.00047695296,1.00008206227,1.00085804016,
2017-06-25 00:23:34.341,4.25475233925,-10.8878789842,0.8501122293,1.15171238225,-1.33843843425,3.2404887235,-0.625385777,-0.313930615,0.2102161155,0.680232763,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00081591684,False,0.00177996198399,0.999969761701,False,0.00321946756395,0.999985033261,False,0.0247912813927,1.00081591684,0.999969761701,0.999985033261,1.00086807634,0.999204564665,1.0209926231,1.00005908356,0.998808755422,0.999882254382,1.00074718411,
2017-06-25 00:23:34.441,0.0353265225,-15.4839217875,-3.2165712275,-1.3925264325,-0.358173291075,0.052384444,-0.6482894265,-0.3071877425,0.293634914,0.6313685335,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00002617931,False,0.00177996198399,1.00052846206,False,0.00321946756395,0.999884871021,False,0.0247912813927,1.00002617931,1.00052846206,0.999884871021,1.000207637,0.999905436043,1.00008258935,0.999993549502,1.00158731582,1.00002172164,0.999712814213,
2017-06-25 00:23:34.541,-2.51231570525,-9.6649819475,-0.5456453585,-2.1780268475,-0.1272878027,-0.983379458125,-0.690512845,-0.363266016,0.227417052,0.5815654015,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00028015665,False,0.00177996198399,1.0000559543,False,0.00321946756395,1.00008833378,False,0.0247912813927,1.00028015665,1.0000559543,1.00008833378,1.00045539111,0.999981584378,1.00008570042,1.00009276957,1.00083846236,1.00000460339,1.00028944689,
2017-06-25 00:23:34.641,0.42667274205,-7.7779459725,-1.365400702,-1.179581548,0.26455739525,0.020416090215,-0.733692889,-0.3933663035,0.193293823,0.518929445,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00016715733,False,0.00177996198399,0.999983754162,False,0.00321946756395,1.00003344061,False,0.0247912813927,1.00016715733,0.999983754162,1.00003344061,1.00037180131,0.999940765366,1.00012210922,1.00013893537,1.00163414445,1.0002027538,1.00042437014,
2017-06-25 00:23:34.741,1.585862255,-3.3372802325,-0.63414132875,0.05052117165,0.452640965925,-0.006548054885,-0.751677096,-0.384909382,0.161990366,0.5104168585,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00070744112,False,0.00177996198399,1.00106861264,False,0.00321946756395,0.999967261037,False,0.0247912813927,1.00070744112,1.00106861264,0.999967261037,1.00072234056,1.00000338923,1.00041073943,1.0000771334,0.998814951917,0.999957577582,1.0000413016,
2017-06-25 00:23:34.841,3.720782715,-5.1116903975,-2.0986958185,1.15306990775,-0.480723072275,0.206716243232,-0.736068767,-0.3792224035,0.1825509445,0.5298226575,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999811652761,False,0.00177996198399,0.999870059273,False,0.00321946756395,1.00000982832,False,0.0247912813927,0.999811652761,0.999870059273,1.00000982832,0.999123252856,0.999843533118,0.999999695403,0.999991338202,1.0006740318,0.999954346472,1.00006505825,
2017-06-25 00:23:34.941,0.37733534525,-8.375084215,-2.75050041525,1.2668090825,-0.640990708,-0.2571043264,-0.6946329245,-0.3835460735,0.218121384,0.56778631,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00009929884,False,0.00177996198399,1.00002019255,False,0.00321946756395,1.00026423711,False,0.0247912813927,1.00009929884,1.00002019255,1.00026423711,1.00040278347,1.0001257638,1.00001973732,1.00010797316,0.99846383578,1.00009368795,1.00004335047,
2017-06-25 00:23:35.041,-0.39002897625,-17.014638685,-3.0723312075,0.236315581975,0.128671949875,0.0319417341175,-0.6638294225,-0.3859915055,0.2550706375,0.5875368175,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999795073949,False,0.00177996198399,1.00206311509,False,0.00321946756395,1.00032825716,False,0.0247912813927,0.999795073949,1.00206311509,1.00032825716,1.00033189214,1.00002924837,0.999749675945,1.0000282601,1.00285895109,1.00007128274,1.00011381099,
2017-06-25 00:23:35.141,2.7768456275,-8.9888080875,1.35204847025,-0.22319285115,0.0879994735675,-0.1935935146,-0.672860726,-0.3901877565,0.229573298,0.585020383,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00087751553,False,0.00177996198399,1.00004116383,False,0.00321946756395,0.99982887777,False,0.0247912813927,1.00087751553,1.00004116383,0.99982887777,1.00001461343,1.00025433548,1.00005591109,1.00001335979,1.00117338298,1.00003679215,1.00025975306,
2017-06-25 00:23:35.241,3.3121325175,-8.3170050275,-2.9254566115,0.217496575755,-0.026644729515,0.05813395334,-0.6642121095,-0.383307865,0.2334634025,0.5978097545,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00180131647,False,0.00177996198399,0.999977239324,False,0.00321946756395,1.00002875695,False,0.0247912813927,1.00180131647,0.999977239324,1.00002875695,1.00012810258,0.999943585955,1.00011290628,0.999949007348,1.00226413921,1.00009645785,1.00035372498,
2017-06-25 00:23:35.341,0.00227526745,-6.60450619,-2.420346965,-0.6322865845,-0.214195933083,0.141422018225,-0.6708356575,-0.391656628,0.2401629685,0.5820611255,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999953791129,False,0.00177996198399,1.00001968958,False,0.00321946756395,0.999991586719,False,0.0247912813927,0.999953791129,1.00001968958,0.999991586719,0.999773746076,1.00003358436,0.999804891109,1.00009484217,0.999001609957,1.00027090836,0.9999180551,
2017-06-25 00:23:35.441,3.0125155825,-7.254095365,-1.66723302875,-0.91654138525,0.20509253925,0.08126508964,-0.6965904555,-0.3914170735,0.2237278115,0.557959182,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00231566075,False,0.00177996198399,0.99992556872,False,0.00321946756395,1.00002769174,False,0.0247912813927,1.00231566075,0.99992556872,1.00002769174,0.99976111872,0.999966357128,0.999897019277,0.99998727824,1.00083918382,0.999869886762,1.00013816299,
2017-06-25 00:23:35.541,2.3255041965,-16.9312918375,-5.33406798225,-2.2501086775,-0.91747302525,-1.25887690325,-0.722056362,-0.4352537365,0.1954330695,0.499234954,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00039020027,False,0.00177996198399,1.00329658871,False,0.00321946756395,0.999910547227,False,0.0247912813927,1.00039020027,1.00329658871,0.999910547227,1.00003153357,1.00006231416,1.00004727158,1.00012097391,0.999577250782,0.999949141437,1.00028399464,
2017-06-25 00:23:35.641,-1.33534320689,-5.6871537775,-1.24792497975,-0.761437655868,-0.56821679565,-0.12113901995,-0.7358801865,-0.501633411,0.168104814,0.4223392695,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00005112457,False,0.00177996198399,1.00020387837,False,0.00321946756395,1.00010949961,False,0.0247912813927,1.00005112457,1.00020387837,1.00010949961,0.999592223638,1.00002891312,0.999880625917,0.999868252685,1.0004067013,0.999774767519,1.00006915971,
2017-06-25 00:23:35.741,-0.267044689995,-2.8651619725,-0.6539002365,1.60794679225,1.01665211175,0.40113492125,-0.732528849,-0.4825388395,0.173543116,0.4467699375,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.99985099981,False,0.00177996198399,1.00160050644,False,0.00321946756395,1.00003491517,False,0.0247912813927,0.99985099981,1.00160050644,1.00003491517,0.999929710288,1.00013937786,0.999914267774,1.00007583144,1.00037155029,0.999739632197,0.999858676866,
2017-06-25 00:23:35.841,1.610411204,-8.69553795,-1.6790285033,2.4030297325,-0.945714833207,1.2070514505,-0.700802913,-0.42016182,0.233456887,0.525301583,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999794837381,False,0.00177996198399,1.00000143676,False,0.00321946756395,0.999947046799,False,0.0247912813927,0.999794837381,1.00000143676,0.999947046799,1.00338438282,0.999775998414,1.00065776165,1.00012281384,0.999981644022,1.00009819636,1.00027061278,
2017-06-25 00:23:35.941,0.836221099232,-9.9196922975,-4.8953003725,1.52630905575,-0.502949192087,-0.101734416703,-0.6398842985,-0.407708022,0.3226413605,0.565492447,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00006267825,False,0.00177996198399,0.999903687079,False,0.00321946756395,0.999908242532,False,0.0247912813927,1.00006267825,0.999903687079,0.999908242532,0.998812296172,1.00024029102,0.999946141646,0.999839713329,1.00037675923,1.00004973928,1.00004161882,
2017-06-25 00:23:36.041,1.235231397,-14.2334819375,-0.948188257,-0.366797558475,0.605508773225,-0.499914723025,-0.6245851455,-0.406127997,0.319482374,0.585335722,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00113861384,False,0.00177996198399,1.00004001573,False,0.00321946756395,0.999917529938,False,0.0247912813927,1.00113861384,1.00004001573,0.999917529938,1.00020157621,0.999820529691,0.999971496897,1.00000479798,1.00016799575,0.999991370353,1.00058042443,
2017-06-25 00:23:36.141,1.46641065875,-10.08333204,-0.028620526,-0.603991539475,0.006122160975,-0.2410269892,-0.6315325415,-0.421539888,0.27943171,0.5875734335,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999027519635,False,0.00177996198399,0.999986103156,False,0.00321946756395,1.0000317835,False,0.0247912813927,0.999027519635,0.999986103156,1.0000317835,0.999504003246,0.999853225494,1.00007970007,0.999914632201,1.00066418429,1.00004462605,0.999631085685,
2017-06-25 00:23:36.241,2.79349102575,-9.3719512825,-1.9874471625,0.18608720735,0.83729927885,0.14706505745,-0.6386247795,-0.4032592095,0.268230889,0.5978978715,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999993638589,False,0.00177996198399,1.00009110948,False,0.00321946756395,1.00003802268,False,0.0247912813927,0.999993638589,1.00009110948,1.00003802268,0.998426987223,0.999983319811,0.99959781299,1.00005591472,0.999720196709,0.999997356963,0.999827791596,
2017-06-25 00:23:36.341,1.30534559572,-6.56822165,-2.8788734825,-1.003875407,0.375608151475,0.2017120364,-0.6599188875,-0.388261494,0.2453991025,0.5943764345,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00108084901,False,0.00177996198399,1.00019816072,False,0.00321946756395,1.00010848285,False,0.0247912813927,1.00108084901,1.00019816072,1.00010848285,1.00003783896,0.999997291338,0.999907300124,1.00014811684,1.00373416158,0.999983514076,1.0008114171,
2017-06-25 00:23:36.441,2.221260959,-6.55271386,-1.49814467275,-0.926949067,0.4837575345,0.0712034428725,-0.69655066,-0.381131188,0.211712534,0.569691239,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00017161357,False,0.00177996198399,1.0000415192,False,0.00321946756395,1.00003262072,False,0.0247912813927,1.00017161357,1.0000415192,1.00003262072,1.00023150421,0.999931803121,0.999691524241,1.00000376652,0.999034783193,1.00052597583,0.999759580374,
2017-06-25 00:23:36.541,2.82247076025,-15.4050657125,-4.21397716435,-2.3698901975,-0.5380318606,-1.257173343,-0.733176053,-0.411498732,0.1639072995,0.51425436,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.998990410132,False,0.00177996198399,0.999933068499,False,0.00321946756395,0.999996601495,False,0.0247912813927,0.998990410132,0.999933068499,0.999996601495,0.999931830482,0.999999006903,0.999978181762,1.00008125086,0.999856624287,1.00001060167,0.999826450982,
2017-06-25 00:23:36.641,-0.053828059865,-6.3985943475,-2.79828107038,-0.573700121325,-0.093748984375,-0.3769124413,-0.7447626165,-0.4758465465,0.1304767958,0.449176499,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00016885895,False,0.00177996198399,1.00004445399,False,0.00321946756395,1.00020509792,False,0.0247912813927,1.00016885895,1.00004445399,1.00020509792,1.00036540786,0.999848815028,1.00000445324,0.999869330519,0.998980773577,0.999814687857,0.999763915533,
2017-06-25 00:23:36.741,-0.269798967622,-4.8285392,-1.30396843125,1.26401898179,0.224875252954,0.58237694659,-0.7375186535,-0.4602172355,0.1315515864,0.475901523,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999680025847,False,0.00177996198399,1.0001060743,False,0.00321946756395,1.00001085128,False,0.0247912813927,0.999680025847,1.0001060743,1.00001085128,1.00049825023,1.00001982031,0.999896846254,0.999877247184,0.999596000704,0.999994624924,1.00017251842,
2017-06-25 00:23:36.841,0.791400468487,-6.20439052821,-2.53829094538,2.0656451975,0.22899560065,1.6054180775,-0.720379613,-0.3992580475,0.194405513,0.531295038,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00008243024,False,0.00177996198399,1.00032606243,False,0.00321946756395,0.999982769586,False,0.0247912813927,1.00008243024,1.00032606243,0.999982769586,1.00054808198,1.00004314102,1.0009979348,0.999985592407,1.0002820286,0.999919243632,1.00069929439,
2017-06-25 00:23:36.941,2.27491816771,-9.97163498049,-2.92829119952,1.75775611366,-0.677891848659,0.00103875734146,-0.675317731,-0.3611071385,0.262778459,0.5861966695,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.9995652701,False,0.00177996198399,0.999973430501,False,0.00321946756395,0.999972495959,False,0.0247912813927,0.9995652701,0.999973430501,0.999972495959,1.00079072953,0.999868810217,0.999946751308,0.999867435469,0.998433375562,1.00004016746,0.999414628537,
2017-06-25 00:23:37.041,0.4276906266,-13.0714182575,-1.5097006975,-0.411995109562,0.607478509,0.380079992125,-0.6591660785,-0.345341966,0.268444317,0.611490491,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00025981291,False,0.00177996198399,0.999898089912,False,0.00321946756395,0.999977241248,False,0.0247912813927,1.00025981291,0.999898089912,0.999977241248,0.999856955831,1.00009999551,0.999739234277,1.00002493372,1.00109763721,1.00001527259,1.00092140139,
2017-06-25 00:23:37.141,0.486066176513,-11.6186086333,-0.203453817949,-0.308278669333,-0.692180070667,-0.0886724341282,-0.6697913245,-0.3467636145,0.2731726795,0.596983785,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999928940728,False,0.00177996198399,1.00005702362,False,0.00321946756395,1.00002084208,False,0.0247912813927,0.999928940728,1.00005702362,1.00002084208,0.999836031019,1.00096825793,0.999950058698,0.999939436567,1.00070214987,1.00000307908,0.999094893953,
2017-06-25 00:23:37.241,1.81267061925,-9.1599322025,-3.075504583,0.274698896717,0.179315170415,0.26103926101,-0.6571250815,-0.3384975415,0.2996183705,0.6031575285,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999582741424,False,0.00177996198399,0.999987367456,False,0.00321946756395,1.00026599361,False,0.0247912813927,0.999582741424,0.999987367456,1.00026599361,0.999835681077,1.00007094174,1.00014802857,1.00014108914,0.999462461613,0.999958373185,0.999616545971,
2017-06-25 00:23:37.341,1.1196118094,-6.270101545,-2.32753993205,-0.601350888205,-0.181194256974,0.0523079987179,-0.66579747,-0.3371958375,0.2963435035,0.5958977925,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00003964286,False,0.00177996198399,0.999727599289,False,0.00321946756395,1.0000299023,False,0.0247912813927,1.00003964286,0.999727599289,1.0000299023,0.999530227158,0.999984721342,0.999917034822,0.999979400449,1.0020789538,1.00008674557,1.00017896298,
2017-06-25 00:23:37.441,2.17683333339,-9.100775235,-3.50672789952,-1.5255105055,0.242624070875,-0.390913561925,-0.692610396,-0.3515873085,0.27313304,0.5670075355,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00134500835,False,0.00177996198399,1.00006569645,False,0.00321946756395,1.00003518235,False,0.0247912813927,1.00134500835,1.00006569645,1.00003518235,0.999922519457,0.999958814339,0.999828875545,1.00000691319,1.0006632421,0.999878853936,0.999980287699,
2017-06-25 00:23:37.541,-1.69555417025,-13.0400435,-1.16499742375,-1.5255423139,-0.629044370732,-1.34996666829,-0.719086781,-0.4204982205,0.226001557,0.504005706,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00053120143,False,0.00177996198399,0.999978190215,False,0.00321946756395,0.999985124673,False,0.0247912813927,1.00053120143,0.999978190215,0.999985124673,0.999919280111,1.00041250144,1.00016354116,0.999978800048,1.00032066462,1.00000978175,1.00018243341,
2017-06-25 00:23:37.641,-0.309436542325,-6.229146695,-0.69138229805,0.872145789821,0.425070745436,0.0501512507949,-0.7133894295,-0.449602564,0.209193471,0.494890207,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999971673878,False,0.00177996198399,1.00023551346,False,0.00321946756395,1.00006074467,False,0.0247912813927,0.999971673878,1.00023551346,1.00006074467,1.00016446684,1.00002842075,0.999441283517,0.999872440527,0.99968494348,1.00016245065,1.00020710118,
2017-06-25 00:23:37.741,-0.6602470435,-3.5589991675,-1.61975178325,2.0356199625,-0.227611456337,1.17154288225,-0.6830373955,-0.401860443,0.2484217625,0.555922557,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00010478116,False,0.00177996198399,0.999550068407,False,0.00321946756395,0.999979326875,False,0.0247912813927,1.00010478116,0.999550068407,0.999979326875,0.998778910479,1.00009892488,1.00160795029,1.00010798481,0.998998937944,0.999877298757,0.999975467605,
2017-06-25 00:23:37.841,2.75139858357,-8.8912708,-2.6166787075,1.228053125,-1.23127391595,0.7493264127,-0.642563705,-0.3722268315,0.344120871,0.574043998,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.998220301969,False,0.00177996198399,1.00000984468,False,0.00321946756395,1.0000042412,False,0.0247912813927,0.998220301969,1.00000984468,1.0000042412,0.999361750412,1.00144945701,0.999576153093,0.999970545497,1.00021870437,1.00005120099,0.999632457776,
2017-06-25 00:23:37.941,-1.83512393325,-16.2376942,-2.318558617,-0.18214772365,-0.1372163547,-0.211507503015,-0.6194973655,-0.382410044,0.366262728,0.5794677515,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999845861456,False,0.00177996198399,0.999272366368,False,0.00321946756395,1.00005073793,False,0.0247912813927,0.999845861456,0.999272366368,1.00005073793,1.00005278714,0.99994451718,0.999966193841,0.999789006949,1.00081839554,1.00000659838,1.00055345633,
2017-06-25 00:23:38.041,1.0973980076,-11.853191575,1.81291013793,0.183718199125,0.148023312275,0.32396901981,-0.6269172895,-0.384535659,0.358433168,0.574944458,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00041886688,False,0.00177996198399,0.999778392258,False,0.00321946756395,1.00009090655,False,0.0247912813927,1.00041886688,0.999778392258,1.00009090655,1.00021281562,0.999933778265,1.00040136433,0.999989750949,0.999750499122,1.00022449158,1.00029321274,
2017-06-25 00:23:38.141,1.8739232342,-7.5957448825,-0.890887427625,0.79859653425,-0.335574512,0.75646006625,-0.612011877,-0.357736708,0.3924075235,0.585889389,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999826549089,False,0.00177996198399,1.00017241357,False,0.00321946756395,1.00001896877,False,0.0247912813927,0.999826549089,1.00017241357,1.00001896877,0.999861702207,1.00011181979,1.00009811217,0.999701184432,0.998426850958,1.00001908524,1.00008009177,
2017-06-25 00:23:38.241,0.99698680514,-6.069997665,-2.3755002365,-0.25747697625,-0.3139073705,0.7646052135,-0.6072545545,-0.341670188,0.430323167,0.573728539,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,0.999980672453,False,0.00177996198399,0.999769973989,False,0.00321946756395,1.00007157476,False,0.0247912813927,0.999980672453,0.999769973989,1.00007157476,0.999609280267,0.999970216635,0.999496478525,1.00002555241,1.00262300724,1.00020556869,0.999630286545,
2017-06-25 00:23:38.341,5.02259563575,-10.088601005,-1.38054918925,-1.74707966675,-1.548029432,-0.224949646075,-0.6251463175,-0.366590562,0.446194753,0.523917633,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.00555155564,False,0.00177996198399,1.00000082337,False,0.00321946756395,0.99994118322,False,0.0247912813927,1.00555155564,1.00000082337,0.99994118322,1.00042195919,0.998723581507,1.0000014002,1.0000293611,1.00101463042,0.999872263322,0.999701698888,
2017-06-25 00:23:38.441,-1.65262340042,-19.76807295,1.8160236565,-1.880968775,-1.1630783235,-2.322696295,-0.605669068,-0.498772681,0.423126133,0.4508947255,2.0943952,1,0,0,False,415060.827932,False,False,0.0028511263105,1.0000939262,False,0.00177996198399,1.01774944768,False,0.00321946756395,1.00003698447,False,0.0247912813927,1.0000939262,1.01774944768,1.00003698447,1.0002882782,1.00109538767,0.999825086052,0.999932332737,1.0002762218,0.99931050866,0.999758451135,
