,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rotation_phone_x,rotation_phone_y,rotation_phone_z,rotation_phone_theta,rotation_phone_phi,labelstairsdown,labelstairsup,labelwalking
2017-06-25 00:23:33.041,1.2093671278688527,1.2938995409836065,9.8823222295081994,-0.0709693881552,-0.0388440835621,0.00677385012069,-0.01940101425,-0.10515761395,-0.7432729825,0.6603839705,2.0943952,1,0,0
2017-06-25 00:23:33.191,1.6137642201666664,-0.1740380979333333,8.4574928799999984,-0.34878597261,-1.58572954933,0.6491092306,-0.0586295858667,-0.1299104407,-0.731814309667,0.66521393,2.0943952,1,0,0
2017-06-25 00:23:33.341,4.6832213933333326,-2.3778952333333332,10.862212378333334,1.41996970317,-3.974261295,2.46659377833,-0.215142828,-0.243135399333,-0.619228686,0.707630148667,2.0943952,1,0,0
2017-06-25 00:23:33.491,10.715597239999997,0.57684046,-1.4271922263333334,3.7885201505,-4.94005506167,1.84594821233,-0.280297357667,-0.580146490667,-0.2453374378,0.710042305,2.0943952,1,0,0
2017-06-25 00:23:33.641,6.5536119166666671,-0.77071732359999989,-3.2357513312500004,-0.65319067891,-0.515717011717,0.31098825405,-0.287820500333,-0.701152123,-0.1246376277,0.639967913,2.0943952,1,0,0
2017-06-25 00:23:33.791,6.7178703866666671,-3.537962915283333,-0.85354508416666686,-1.1252539974,1.37949243259,2.33795734217,-0.364840943667,-0.673425936333,-0.0937436308333,0.633101222667,2.0943952,1,0,0
2017-06-25 00:23:33.941,10.476952482033898,-5.8381648049152544,1.7078519706271189,-0.622069743186,0.67153431679,1.15589368475,-0.500682603667,-0.510889024333,-0.103834491667,0.690585928,2.0943952,1,0,0
2017-06-25 00:23:34.091,5.2353532350000016,-7.1320490966666661,0.25427122983333345,0.64575535785,-0.875434152183,2.56121229523,-0.579565405333,-0.438714638,0.01997451069,0.682265582333,2.0943952,1,0,0
2017-06-25 00:23:34.241,2.685854857666667,-4.8321916061666679,1.4375706381666664,0.463740708883,0.0971738449333,2.36718402697,-0.612811958667,-0.375728316,0.121121283367,0.682250362,2.0943952,1,0,0
2017-06-25 00:23:34.391,2.5678202716666667,-16.253681036666666,-2.7628148082999999,-0.9798658695,-0.74065778955,0.653421363333,-0.638849092333,-0.304410139333,0.281351564333,0.647015208,2.0943952,1,0,0
2017-06-25 00:23:34.541,-1.7073296546333334,-9.5011226816666685,-0.9599238813333334,-1.95621813667,-0.0847698069667,-0.626980710033,-0.702085771,-0.37312264,0.218835365667,0.563759211,2.0943952,1,0,0
2017-06-25 00:23:34.691,1.3741425158333338,-4.3523494200000004,-0.73686771149999997,-0.248506679233,0.478043512617,-0.0193602384967,-0.748502782333,-0.387905161,0.169632128333,0.510181925667,2.0943952,1,0,0
2017-06-25 00:23:34.841,3.1930401449999999,-6.4946146266666664,-2.6824618890000003,1.18120524683,-0.47917922035,0.023672372655,-0.726204648,-0.379202776667,0.191246270333,0.539853909333,2.0943952,1,0,0
2017-06-25 00:23:34.991,-0.72098075566666664,-13.839660904999997,-2.5985564051666672,0.58959113465,-0.182848666583,-0.0359699386883,-0.670149428,-0.386637211667,0.245915707,0.583576614,2.0943952,1,0,0
2017-06-25 00:23:35.141,3.5623122749999996,-9.1706499116666649,-0.0015966775000000469,0.0194489659,0.085657078895,-0.120970437423,-0.670538953667,-0.387936814,0.230207157333,0.588890135667,2.0943952,1,0,0
2017-06-25 00:23:35.291,0.49852333330000004,-6.7695629583333341,-2.6609067266666662,-0.444770872497,-0.187551204915,0.124945408733,-0.668066708333,-0.388831352333,0.238592622,0.587704039667,2.0943952,1,0,0
2017-06-25 00:23:35.441,3.6740000450000005,-9.8818111183333333,-3.1134057608333334,-1.22384746183,-0.164730612167,-0.205172392407,-0.703739551333,-0.397681179667,0.218669567333,0.545945623333,2.0943952,1,0,0
2017-06-25 00:23:35.591,-1.0055489969283333,-10.033216201666667,-2.3860782330000001,-1.39487768391,-0.689000908933,-0.660661496633,-0.732611784667,-0.487854967667,0.172840896,0.440409980333,2.0943952,1,0,0
2017-06-25 00:23:35.741,0.0065064710033333143,-3.941084631666667,-0.8882728615333334,1.93662720317,0.646340960695,0.772439820833,-0.725978119333,-0.465879371333,0.183122406,0.468888074333,2.0943952,1,0,0
2017-06-25 00:23:35.891,1.4465519378216667,-10.379176848333332,-3.9305465466666667,1.75489651717,-0.934348903058,0.231861482532,-0.656165921,-0.407726416333,0.303305169667,0.556154570667,2.0943952,1,0,0
2017-06-25 00:23:36.041,1.5757233585000001,-13.239389086666666,-0.73582986799999983,-0.58524351665,0.488442321967,-0.585846858683,-0.627451279333,-0.409752397,0.305017683,0.587094787,2.0943952,1,0,0
2017-06-25 00:23:36.191,2.0876986958333332,-9.2197877533333337,-1.2403407623333331,0.0621089229167,0.4775111534,0.189929088833,-0.635710365,-0.410865666,0.273078965667,0.593443231,2.0943952,1,0,0
2017-06-25 00:23:36.341,1.4335789364833333,-6.4531808550000003,-1.8889519901666667,-0.964817765833,0.429403351817,0.165671115045,-0.669759861667,-0.386485885,0.236518790667,0.587772252333,2.0943952,1,0,0
2017-06-25 00:23:36.491,2.7991392734999994,-12.564153293333332,-3.8383782229000003,-1.9023253485,-0.215180801567,-0.821843024197,-0.723337205333,-0.400775057667,0.177493833333,0.531109103333,2.0943952,1,0,0
2017-06-25 00:23:36.641,-0.17383850694166667,-6.1698500049999998,-2.2724744639166663,-0.0135397377167,0.15259275175,-0.202333129417,-0.743786589333,-0.473705539667,0.127982579467,0.453690850667,2.0943952,1,0,0
2017-06-25 00:23:36.791,0.48050589132203381,-5.4383995288135587,-2.1480484593220339,1.86079538305,0.0851599052746,1.42360871407,-0.724653999333,-0.416509013333,0.176306684,0.517224522667,2.0943952,1,0,0
2017-06-25 00:23:36.941,1.5846647479333333,-10.621872108333333,-4.5239126996733336,1.12308904367,-0.18607833425,0.145121935683,-0.666578711667,-0.357942898333,0.26517093,0.596837742,2.0943952,1,0,0
2017-06-25 00:23:37.091,0.57093276580000007,-12.458452911666665,1.3842016000000001,-0.397000240775,-0.3220791356,0.0513374610667,-0.669604711,-0.344198914333,0.271092707,0.599609555,2.0943952,1,0,0
2017-06-25 00:23:37.241,1.853705288766667,-8.3889554433333338,-2.6263785239500002,0.0235635730393,0.0811808700984,0.21596450858,-0.658997674667,-0.336492977333,0.298223825,0.602917029667,2.0943952,1,0,0
