,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rotation_phone_x,rotation_phone_y,rotation_phone_z,rotation_phone_theta,rotation_phone_phi,labelstairsdown,labelstairsup,labelwalking,acc_phone_x_kalman,acc_phone_y_kalman,acc_phone_z_kalman,gyr_phone_x_kalman,gyr_phone_y_kalman,gyr_phone_z_kalman,rotation_phone_x_kalman,rotation_phone_y_kalman
2017-06-25 00:23:36.441,1.690045618,-6.223099265,0.0908909945,-0.8867024835,0.5369937525,0.093589272335,-0.68944181,-0.382934667,0.218758167,0.574563888,2.0943952,1,0,0,1.51469939577,-6.77811211752,-1.14202068077,-0.936497175947,0.496832625524,0.124613411399,-0.680333432257,-0.38523970764
2017-06-25 00:23:36.491,2.7524763,-6.882328455,-3.08718034,-0.9671956505,0.4305213165,0.04881761341,-0.70365951,-0.379327709,0.204666901,0.56481859,2.0943952,1,0,0,2.05384441126,-6.83057248751,-2.18104071183,-0.96072829465,0.451328510721,0.0683284931023,-0.695993001588,-0.381238059235
2017-06-25 00:23:36.541,5.598837405,-14.657160875,-6.15843374,-2.396588175,-0.0315690827,-0.781135056,-0.7257391,-0.389080411,0.180281966,0.537651531,2.0943952,1,0,0,3.59795580228,-10.7703146487,-4.30559183155,-2.09409119713,0.119954790715,-0.562471478124,-0.715962537097,-0.386546304748
2017-06-25 00:23:36.591,0.0461041155,-16.15297055,-2.2695205887,-2.34319222,-1.0444946385,-1.73321163,-0.740613006,-0.433917053,0.147532633,0.490857189,2.0943952,1,0,0,2.05085692072,-13.4798323192,-3.21801075464,-2.29071345411,-0.67911304794,-1.4318470225,-0.732511181805,-0.418610118631
2017-06-25 00:23:36.641,-1.02195487475,-6.518165775,-3.07364844575,-1.179022556,-0.56387804625,-0.787683118,-0.743208851,-0.472422704,0.135453342,0.453884983,2.0943952,1,0,0,0.712415977858,-9.97547371741,-3.14089866778,-1.41322580822,-0.600036557636,-0.953499772445,-0.739692857213,-0.455034211151
2017-06-25 00:23:36.691,0.91429875502,-6.27902292,-2.522913695,0.03162231335,0.3763800775,0.0338582354,-0.746316382,-0.479270389,0.1255002496,0.444468015,2.0943952,1,0,0,0.800351137807,-8.11475696061,-2.8107978705,-0.272768175167,0.0699995331259,-0.220301291255,-0.744139438526,-0.471438949398
2017-06-25 00:23:36.741,-0.413859401095,-5.71236132,-1.220861251,1.1067810295,0.645276224,0.14682549435,-0.741834535,-0.469423526,0.1229941468,0.462719554,2.0943952,1,0,0,0.271471013924,-6.90544084445,-1.96152258663,0.816147241345,0.464765603511,0.0523220104094,-0.742592072794,-0.470074774981
2017-06-25 00:23:36.791,-0.12573853415,-3.94471708,-1.3870756115,1.42953261579,-0.217652084989,1.04085215947,-0.733202772,-0.451010945,0.140109026,0.489083492,2.0943952,1,0,0,0.0984563451656,-5.4150739709,-1.65467792895,1.30030890358,-0.00352268465912,0.786390929135,-0.736288719381,-0.457171046499
2017-06-25 00:23:36.841,-0.55049526645,-3.54774261,-2.76073915,2.11626650476,0.290973969524,1.51337899048,-0.72635629,-0.422850092,0.178199907,0.51135431,2.0943952,1,0,0,-0.184210951076,-4.47509810207,-2.2454878777,1.94436625669,0.198566641382,1.32624225823,-0.729620742416,-0.43394024303
2017-06-25 00:23:36.891,2.20392229474,-9.00086202105,-2.30413494053,2.00969533158,0.160493192947,1.70714548947,-0.714402936,-0.375666003,0.210611119,0.551235766,2.0943952,1,0,0,0.856000905385,-6.75327381556,-2.27681454702,1.99593222777,0.172439902039,1.60909573301,-0.719404520417,-0.394496175027
2017-06-25 00:23:36.941,4.3260897619,-8.7624643381,-2.12050475621,1.97156538571,-1.13601023333,0.406978231952,-0.6928858,-0.357232302,0.248091026,0.574883824,2.0943952,1,0,0,2.36748595909,-7.76465873409,-2.19332068258,1.9766988057,-0.725444066708,0.716419796355,-0.701601653682,-0.369273392899
2017-06-25 00:23:36.991,0.1211879938,-11.241264155,-3.776466965,1.533256378,-0.19686754475,-0.425197691,-0.657749662,-0.364981975,0.277465892,0.597509515,2.0943952,1,0,0,1.38905403754,-9.51470987021,-3.03896877017,1.62667775102,-0.362724574336,-0.131329652711,-0.672162382545,-0.366368665426
2017-06-25 00:23:37.041,0.0951705263158,-12.0250153842,-7.96709593684,-0.246455686316,0.87520346,0.456038267895,-0.649100673,-0.351614418,0.269955872,0.618119887,2.0943952,1,0,0,0.825470333348,-10.7783458107,-5.67136073569,0.148162955781,0.486765698653,0.304841687933,-0.656680300711,-0.356381962442
2017-06-25 00:23:37.091,0.728542145905,-14.0181637143,4.33270451905,-0.561768873452,0.365251172381,0.311355837857,-0.669231484,-0.339069514,0.266932762,0.604861095,2.0943952,1,0,0,0.783250809934,-12.4092029116,-0.327622510553,-0.412205417853,0.403380075075,0.3096789997,-0.665106310891,-0.344663693574
