,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rotation_phone_x,rotation_phone_y,rotation_phone_z,rotation_phone_theta,rotation_phone_phi,labelstairsdown,labelstairsup,labelwalking
2017-06-25 00:23:33.041,1.24026967805,1.30248177561,9.85807615854,-0.0948445282895,0.0192771154211,-0.0246287562895,-0.0191802468,-0.1062626619,-0.743604571,0.659841073,2.0943952,1,0,0
2017-06-25 00:23:33.141,1.05746104475,1.162243152,9.73168325,-0.013016255965,-0.384871254815,0.0946539988,-0.02323684525,-0.10720028455,-0.74212607,0.6611969245,2.0943952,1,0,0
2017-06-25 00:23:33.241,1.9361937355,-0.7851473189,7.9205694075,-0.5229660139,-2.06836025,0.91222924825,-0.0745184244,-0.1396916595,-0.7270660915,0.6670874045,2.0943952,1,0,0
2017-06-25 00:23:33.341,5.18964831,-2.3185586175,10.2800829075,0.41066420225,-3.037738575,2.09617616,-0.1920343205,-0.205669365,-0.65846924,0.6956923595,2.0943952,1,0,0
2017-06-25 00:23:33.441,5.9088127675,-2.5278234625,8.02648913625,4.3667542225,,3.421864545,-0.2775578485,-0.3959844415,-0.459494621,0.7335811165,2.0943952,1,0,0
2017-06-25 00:23:33.541,11.9997668725,2.14479992,-4.15404181575,3.03531635575,-3.933251665,0.950772281,-0.2735681095,-0.6332690285,-0.1788853247,0.6972352045,2.0943952,1,0,0
2017-06-25 00:23:33.641,6.7606613525,-1.096020869,-3.01532969438,-1.06863726921,-0.351013017575,0.241426259825,-0.2805165875,-0.698146358,-0.124795613,0.646523078,2.0943952,1,0,0
2017-06-25 00:23:33.741,5.7472088575,-0.038978947825,-1.308219587,0.0593051485,-0.331608417332,0.9576929845,-0.31009379,-0.706746684,-0.11512345755,0.6251952225,2.0943952,1,0,0
2017-06-25 00:23:33.841,7.399353245,-5.3280205415,-1.81039534175,-1.65833489375,1.97828456623,2.77429915,-0.3883817885,-0.656974047,-0.08765281725,0.637885403,2.0943952,1,0,0
2017-06-25 00:23:33.941,12.1625238677,-7.95908012744,1.39353297077,-0.06625247095,1.19086762694,1.0539972975,-0.4968088395,-0.5186623335,-0.10801290035,0.6870327755,2.0943952,1,0,0
2017-06-25 00:23:34.041,6.222201015,-3.743295928,1.58053331592,-0.918939063333,-0.557151164282,2.31755013077,-0.5361110305,-0.4855894585,-0.07833283775,0.684760912,2.0943952,1,0,0
2017-06-25 00:23:34.141,5.2258729775,-7.80596768,-0.038739461,1.01329822327,-0.970283352775,2.23315295285,-0.5874521435,-0.4201537015,0.060555766635,0.687483578,2.0943952,1,0,0
2017-06-25 00:23:34.241,3.59043383225,-5.2570081925,0.378592743,-0.533373690675,0.7313858084,1.23803491795,-0.603816373,-0.3990893255,0.09985824205,0.6822970585,2.0943952,1,0,0
2017-06-25 00:23:34.341,4.25475233925,-10.8878789842,0.8501122293,1.15171238225,-1.33843843425,3.2404887235,-0.625385777,-0.313930615,0.2102161155,0.680232763,2.0943952,1,0,0
2017-06-25 00:23:34.441,0.0353265225,-15.4839217875,-3.2165712275,-1.3925264325,-0.358173291075,0.052384444,-0.6482894265,-0.3071877425,0.293634914,0.6313685335,2.0943952,1,0,0
2017-06-25 00:23:34.541,-2.51231570525,-9.6649819475,-0.5456453585,-2.1780268475,-0.1272878027,-0.983379458125,-0.690512845,-0.363266016,0.227417052,0.5815654015,2.0943952,1,0,0
2017-06-25 00:23:34.641,0.42667274205,-7.7779459725,-1.365400702,-1.179581548,0.26455739525,0.020416090215,-0.733692889,-0.3933663035,0.193293823,0.518929445,2.0943952,1,0,0
2017-06-25 00:23:34.741,1.585862255,-3.3372802325,-0.63414132875,0.05052117165,0.452640965925,-0.006548054885,-0.751677096,-0.384909382,0.161990366,0.5104168585,2.0943952,1,0,0
2017-06-25 00:23:34.841,3.720782715,-5.1116903975,-2.0986958185,1.15306990775,-0.480723072275,0.206716243232,-0.736068767,-0.3792224035,0.1825509445,0.5298226575,2.0943952,1,0,0
2017-06-25 00:23:34.941,0.37733534525,-8.375084215,-2.75050041525,1.2668090825,-0.640990708,-0.2571043264,-0.6946329245,-0.3835460735,0.218121384,0.56778631,2.0943952,1,0,0
2017-06-25 00:23:35.041,-0.39002897625,-17.014638685,-3.0723312075,0.236315581975,0.128671949875,0.0319417341175,-0.6638294225,-0.3859915055,0.2550706375,0.5875368175,2.0943952,1,0,0
2017-06-25 00:23:35.141,2.7768456275,-8.9888080875,1.35204847025,-0.22319285115,0.0879994735675,-0.1935935146,-0.672860726,-0.3901877565,0.229573298,0.585020383,2.0943952,1,0,0
2017-06-25 00:23:35.241,3.3121325175,-8.3170050275,-2.9254566115,0.217496575755,-0.026644729515,0.05813395334,-0.6642121095,-0.383307865,0.2334634025,0.5978097545,2.0943952,1,0,0
2017-06-25 00:23:35.341,0.00227526745,-6.60450619,-2.420346965,-0.6322865845,-0.214195933083,0.141422018225,-0.6708356575,-0.391656628,0.2401629685,0.5820611255,2.0943952,1,0,0
2017-06-25 00:23:35.441,3.0125155825,-7.254095365,-1.66723302875,-0.91654138525,0.20509253925,0.08126508964,-0.6965904555,-0.3914170735,0.2237278115,0.557959182,2.0943952,1,0,0
2017-06-25 00:23:35.541,2.3255041965,-16.9312918375,-5.33406798225,-2.2501086775,-0.91747302525,-1.25887690325,-0.722056362,-0.4352537365,0.1954330695,0.499234954,2.0943952,1,0,0
2017-06-25 00:23:35.641,-1.33534320689,-5.6871537775,-1.24792497975,-0.761437655868,-0.56821679565,-0.12113901995,-0.7358801865,-0.501633411,0.168104814,0.4223392695,2.0943952,1,0,0
2017-06-25 00:23:35.741,-0.267044689995,-2.8651619725,-0.6539002365,1.60794679225,1.01665211175,0.40113492125,-0.732528849,-0.4825388395,0.173543116,0.4467699375,2.0943952,1,0,0
2017-06-25 00:23:35.841,1.610411204,-8.69553795,-1.6790285033,2.4030297325,-0.945714833207,1.2070514505,-0.700802913,-0.42016182,0.233456887,0.525301583,2.0943952,1,0,0
2017-06-25 00:23:35.941,0.836221099232,-9.9196922975,-4.8953003725,1.52630905575,-0.502949192087,-0.101734416703,-0.6398842985,-0.407708022,0.3226413605,0.565492447,2.0943952,1,0,0
2017-06-25 00:23:36.041,1.235231397,-14.2334819375,-0.948188257,-0.366797558475,0.605508773225,-0.499914723025,-0.6245851455,-0.406127997,0.319482374,0.585335722,2.0943952,1,0,0
2017-06-25 00:23:36.141,1.46641065875,-10.08333204,-0.028620526,-0.603991539475,0.006122160975,-0.2410269892,-0.6315325415,-0.421539888,0.27943171,0.5875734335,2.0943952,1,0,0
2017-06-25 00:23:36.241,2.79349102575,-9.3719512825,-1.9874471625,0.18608720735,0.83729927885,0.14706505745,-0.6386247795,-0.4032592095,0.268230889,0.5978978715,2.0943952,1,0,0
2017-06-25 00:23:36.341,1.30534559572,-6.56822165,-2.8788734825,-1.003875407,0.375608151475,0.2017120364,-0.6599188875,-0.388261494,0.2453991025,0.5943764345,2.0943952,1,0,0
