,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rotation_phone_x,rotation_phone_y,rotation_phone_z,rotation_phone_theta,rotation_phone_phi,labelstairsdown,labelstairsup,labelwalking
2017-06-25 00:23:33.041,1.0734667698019802,1.0229816526138613,,-0.0808647320367,-0.487556858231,0.130200583704,-0.028441626125,-0.111544296,-0.74099793825,0.66136743,2.0943952,1,0,0
2017-06-25 00:23:33.291,5.0611554735999995,-2.2869084398999999,8.7104469004999991,1.7397809786,,2.4730140814,-0.20802172392,-0.2714353958,-0.5907849726,0.7058973926,2.0943952,1,0,0
2017-06-25 00:23:33.541,8.7320738989999995,0.39548957384000005,-3.6030675250500006,0.822212134954,-1.88273087303,0.56690186483,-0.282119544,-0.6739988852,-0.1463367065,0.6628748296,2.0943952,1,0,0
2017-06-25 00:23:33.791,8.8627338791919197,-5.2796151503737372,0.031667482929292903,-0.70165338682,1.30404251033,1.8243733243,-0.417628102,-0.6115204952,-0.09945133864,0.6546738438,2.0943952,1,0,0
2017-06-25 00:23:34.041,5.5152032805999989,-5.4775775162000002,0.72073324777000014,0.0136048146566,-0.45515355099,1.99432560204,-0.568053993,-0.44560541,0.013449193474,0.6851212926,2.0943952,1,0,0
2017-06-25 00:23:34.291,2.2162313940000002,-11.7936515127,-0.89916220788000001,-0.27621080827,-0.54089064647,1.6350866203,-0.6323679072,-0.3247749272,0.2209236867,0.6613358454,2.0943952,1,0,0
2017-06-25 00:23:34.541,-0.51557587028000007,-7.8303729630000012,-0.89525834829999995,-1.38807055344,0.19775126452,-0.388422109318,-0.719896053,-0.3802789406,0.201599529,0.5416816536,2.0943952,1,0,0
2017-06-25 00:23:34.791,1.9549108111000004,-5.8764201429999989,-2.0624951009000001,1.03318726,-0.41047255324,-0.019537693067,-0.7227377556,-0.3814451308,0.1917498988,0.5417266154,2.0943952,1,0,0
2017-06-25 00:23:35.041,1.9813757745,-12.308245421000002,-1.2298904894999998,0.10619561233,0.102863027287,-0.059805568807,-0.6678551412,-0.3871586906,0.2401525494,0.5883488084,2.0943952,1,0,0
2017-06-25 00:23:35.291,1.5041202329800001,-6.963375920999999,-2.2634372475000002,-0.633479077598,-0.030493707249,0.107473281096,-0.6794762072,-0.3898656408,0.2326466978,0.5758060966,2.0943952,1,0,0
2017-06-25 00:23:35.541,0.3472299453990001,-9.8411835520000004,-2.7445008994000002,-0.970794410447,-0.41850057566,-0.49469225388,-0.7306832286,-0.473784094,0.1797003126,0.4538012166,2.0943952,1,0,0
2017-06-25 00:23:35.791,0.92066949573900003,-7.7983515819999987,-2.77958793032,1.9810901093,-0.348580118118,0.545266666619,-0.681777815,-0.4251342376,0.2575713862,0.5298540598,2.0943952,1,0,0
2017-06-25 00:23:36.041,1.7809845152999997,-11.889140910000002,-0.72128411549999982,-0.31826742098,0.40247647612,-0.2548843751,-0.6300087294,-0.4128226504,0.29406623,0.5877911138,2.0943952,1,0,0
2017-06-25 00:23:36.291,1.8277113391900002,-6.834739398,-2.2152255248000001,-0.76794312486,0.52084188349,0.126499904899,-0.6704760762,-0.3873052602,0.2356364138,0.5861587664,2.0943952,1,0,0
2017-06-25 00:23:36.541,1.0246851999349997,-9.8639362879999997,-3.0490755440900004,-0.95607992163,-0.12365709319,-0.62426921485,-0.7395423748,-0.4488228166,0.14235246748,0.4779162544,2.0943952,1,0,0
2017-06-25 00:23:36.791,1.21621492464,-7.2970260640000015,-2.4679479828040001,1.8185492826,-0.227691313838,0.84035503181,-0.704919492,-0.3943482634,0.210895394,0.5448133814,2.0943952,1,0,0
2017-06-25 00:23:37.041,0.73967399846464654,-12.063350919191919,-1.3897887840404042,-0.183132599157,-0.000570005848485,0.222118716909,-0.6630858984,-0.3452714666,0.2766263884,0.6034968808,2.0943952,1,0,0
2017-06-25 00:23:37.291,1.6720111058159999,-7.6294308529999997,-2.8712453376270002,-0.835829952646,0.07350856983,-0.131386990456,-0.6747102418,-0.3424830406,0.2876583758,0.5863179722,2.0943952,1,0,0
2017-06-25 00:23:37.541,-0.99784581527722738,-8.3687913673267325,-1.114774935960396,0.153647109238,-0.0444021683317,-0.365421847812,-0.7113397748,-0.4314256038,0.2195739434,0.5083053132,2.0943952,1,0,0
2017-06-25 00:23:37.791,0.31135255669696965,-10.838770165656564,-2.2612372186868686,0.800091994485,-0.692651618242,0.524134784721,-0.6396900958,-0.3792136374,0.3380262124,0.5750267746,2.0943952,1,0,0
2017-06-25 00:23:38.041,1.2560920007759999,-8.9788806749999992,-0.25602759087999999,0.39625848105,-0.16558593759,0.582201949624,-0.616196891,-0.3657640922,0.3851688086,0.5805679094,2.0943952,1,0,0
2017-06-25 00:23:38.291,1.6792201121300001,-13.171362556000002,-0.15117363269999998,-1.5575427549,-1.1194405927,-0.86324660623,-0.6146027516,-0.413958227,0.4350250892,0.5031819884,2.0943952,1,0,0
2017-06-25 00:23:38.541,-1.1322934371,-7.8428989830000004,2.3945645676000002,0.58119046405,-3.19564256,-1.3608987889,-0.405332627,-0.687189027,0.451148228,0.3736670416,2.0943952,1,0,0
2017-06-25 00:23:38.791,0.98466441514999981,-11.682642322,-4.1821593575599998,0.098795774351,-0.735170906412,-0.276572812344,-0.1886488724,-0.7684349232,0.5744905048,0.2036392888,2.0943952,1,0,0
2017-06-25 00:23:39.041,-0.49418834399999995,-8.0496850069400008,2.4504643391999998,0.60004673208,-0.95947640229,0.863267906,-0.1893166974,-0.755410093,0.6005532196,0.17099698442,2.0943952,1,0,0
2017-06-25 00:23:39.291,0.39503453402999994,-9.596484413999999,0.20029549186300002,0.625089056365,-0.37702955725,0.6761425843,-0.1727506348,-0.6837526196,0.7054811828,0.06350672012,2.0943952,1,0,0
2017-06-25 00:23:39.541,-0.15773599119999998,-12.599096569999999,0.096160043490999991,-2.0155658906,-1.21914137789,-1.06960084454,-0.021309628098,0.3077138068,-0.1981485722,0.027463898714,2.0943952,1,0,0
2017-06-25 00:23:39.791,-1.4022839905200002,-6.7865276550000013,0.59168960397999981,-0.191884633405,-1.5399747973,-1.5401557912,-0.17586041092,0.7632882602,-0.474621504,0.030566638245,2.0943952,1,0,0
2017-06-25 00:23:40.041,-0.18115057972727272,-7.3769991898989904,-1.7742498945353533,0.913748636768,-0.725077324646,0.31244821712,-0.3091077764,0.775192002,-0.5267515222,0.15265807866,2.0943952,1,0,0
2017-06-25 00:23:40.291,0.70036540136633652,-12.047446703960395,-1.6899353131386137,0.05172431809,-0.15592888982,-0.217491255355,-0.2999509584,0.7270152682,-0.5822323968,0.2044149568,2.0943952,1,0,0
