,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rotation_phone_x,rotation_phone_y,rotation_phone_z,rotation_phone_theta,rotation_phone_phi,labelstairsdown,labelstairsup,labelwalking,acc_phone_x_kalman,acc_phone_y_kalman,acc_phone_z_kalman,gyr_phone_x_kalman,gyr_phone_y_kalman,gyr_phone_z_kalman,rotation_phone_x_kalman,rotation_phone_y_kalman,rotation_phone_z_kalman,rotation_phone_theta_kalman,rotation_phone_phi_kalman
2017-06-25 00:23:34.341,4.25475233925,-10.8878789842,0.8501122293,1.15171238225,-1.33843843425,3.2404887235,-0.625385777,-0.313930615,0.2102161155,0.680232763,2.0943952,1,0,0,4.97163097623,-8.10363275701,0.602078469853,0.801818754366,-0.785454263403,2.75305728731,-0.613921299255,-0.345814031359,0.167243483307,0.681213971854,2.09439514505
2017-06-25 00:23:34.441,0.0353265225,-15.4839217875,-3.2165712275,-1.3925264325,-0.358173291075,0.052384444,-0.6482894265,-0.3071877425,0.293634914,0.6313685335,2.0943952,1,0,0,2.93671481591,-11.5467635567,-1.19748180664,-0.848730160169,-0.505711983928,0.810162097687,-0.6371054443,-0.319396230255,0.254036500547,0.647761993285,2.09439515548
2017-06-25 00:23:34.541,-2.51231570525,-9.6649819475,-0.5456453585,-2.1780268475,-0.1272878027,-0.983379458125,-0.690512845,-0.363266016,0.227417052,0.5815654015,2.0943952,1,0,0,0.690434471826,-10.6688547773,-0.890300194306,-1.84860446097,-0.25795641633,-0.48013239986,-0.673133131979,-0.349400231337,0.235756921557,0.60333652398,2.09439515895
2017-06-25 00:23:34.641,0.42667274205,-7.7779459725,-1.365400702,-1.179581548,0.26455739525,0.020416090215,-0.733692889,-0.3933663035,0.193293823,0.518929445,2.0943952,1,0,0,0.581702687297,-9.32015731863,-1.11419398136,-1.34537684069,0.0841351101608,-0.120032043427,-0.713985676527,-0.379470084864,0.206597507377,0.546689741888,2.0943951601
2017-06-25 00:23:34.741,1.585862255,-3.3372802325,-0.63414132875,0.05052117165,0.452640965925,-0.006548054885,-0.751677096,-0.384909382,0.161990366,0.5104168585,2.0943952,1,0,0,0.995652331881,-6.52896199231,-0.887966452232,-0.295406211206,0.325397128182,-0.0383903533714,-0.739411645523,-0.383190206535,0.175965772963,0.52234650912,2.09439516048
2017-06-25 00:23:34.841,3.720782715,-5.1116903975,-2.0986958185,1.15306990775,-0.480723072275,0.206716243232,-0.736068767,-0.3792224035,0.1825509445,0.5298226575,2.0943952,1,0,0,2.11904625663,-5.86776145646,-1.45852948448,0.79411273021,-0.202372453214,0.137942156228,-0.737156610701,-0.38047648763,0.18048781617,0.527363849786,2.09439516061
2017-06-25 00:23:34.941,0.37733534525,-8.375084215,-2.75050041525,1.2668090825,-0.640990708,-0.2571043264,-0.6946329245,-0.3835460735,0.218121384,0.56778631,2.0943952,1,0,0,1.4010521918,-7.03750415766,-2.06737810546,1.14966686553,-0.489537299449,-0.146258847078,-0.708470894911,-0.382575886241,0.206330789178,0.554491943379,2.09439516065
2017-06-25 00:23:35.041,-0.39002897625,-17.014638685,-3.0723312075,0.236315581975,0.128671949875,0.0319417341175,-0.6638294225,-0.3859915055,0.2550706375,0.5875368175,2.0943952,1,0,0,0.662705981278,-11.6921430002,-2.54096793104,0.462659636525,-0.0847936530655,-0.0180592937472,-0.678356558035,-0.384911946867,0.239800442093,0.576668814948,2.09439516067
2017-06-25 00:23:35.141,2.7768456275,-8.9888080875,1.35204847025,-0.22319285115,0.0879994735675,-0.1935935146,-0.672860726,-0.3901877565,0.229573298,0.585020383,2.0943952,1,0,0,1.53422820347,-10.4309543004,-0.706361909692,-0.053226886819,0.0283345792279,-0.144340638286,-0.674649176879,-0.388520256916,0.232777458498,0.582273655414,2.09439516067
2017-06-25 00:23:35.241,3.3121325175,-8.3170050275,-2.9254566115,0.217496575755,-0.026644729515,0.05813395334,-0.6642121095,-0.383307865,0.2334634025,0.5978097545,2.0943952,1,0,0,2.26714248492,-9.44473229927,-1.75212279878,0.150406673649,-0.00766055664237,0.00132191725883,-0.667608513436,-0.384955335956,0.233248499125,0.59270013282,2.09439516067
2017-06-25 00:23:35.341,0.00227526745,-6.60450619,-2.420346965,-0.6322865845,-0.214195933083,0.141422018225,-0.6708356575,-0.391656628,0.2401629685,0.5820611255,2.0943952,1,0,0,1.33348512095,-8.11967977454,-2.06702722174,-0.438321836629,-0.142879956525,0.102111545748,-0.6697854991,-0.389538577546,0.237996666255,0.585560137685,2.09439516067
2017-06-25 00:23:35.441,3.0125155825,-7.254095365,-1.66723302875,-0.91654138525,0.20509253925,0.08126508964,-0.6965904555,-0.3914170735,0.2237278115,0.557959182,2.0943952,1,0,0,2.02564009919,-7.71585823293,-1.87862192875,-0.798030417528,0.0849387897776,0.0871143664326,-0.687867670212,-0.390823351702,0.228198238989,0.567036763189,2.09439516067
2017-06-25 00:23:35.541,2.3255041965,-16.9312918375,-5.33406798225,-2.2501086775,-0.91747302525,-1.25887690325,-0.722056362,-0.4352537365,0.1954330695,0.499234954,2.0943952,1,0,0,2.14925459628,-12.0151400522,-3.50702035118,-1.89025889957,-0.571343552379,-0.881207287656,-0.71093077887,-0.421210763546,0.205698389868,0.521534018165,2.09439516068
2017-06-25 00:23:35.641,-1.33534320689,-5.6871537775,-1.24792497975,-0.761437655868,-0.56821679565,-0.12113901995,-0.7358801865,-0.501633411,0.168104814,0.4223392695,2.0943952,1,0,0,0.712781673362,-9.06294071965,-2.44240885267,-1.04117885074,-0.569296457656,-0.334405410127,-0.727761217191,-0.47621446883,0.179882875306,0.454963034453,2.09439516068
2017-06-25 00:23:35.741,-0.267044689995,-2.8651619725,-0.6539002365,1.60794679225,1.01665211175,0.40113492125,-0.732528849,-0.4825388395,0.173543116,0.4467699375,2.0943952,1,0,0,0.308863026155,-6.17148713158,-1.59956406449,0.951448154825,0.469029338646,0.194750777587,-0.730977388829,-0.480539921713,0.175529357966,0.449464523198,2.09439516068
2017-06-25 00:23:35.841,1.610411204,-8.69553795,-1.6790285033,2.4030297325,-0.945714833207,1.2070514505,-0.700802913,-0.42016182,0.233456887,0.525301583,2.0943952,1,0,0,0.845406624396,-7.34903394242,-1.63701213442,2.04330297051,-0.457208371323,0.923011517221,-0.710622224054,-0.439245336239,0.215308194929,0.500359825602,2.09439516068
2017-06-25 00:23:35.941,0.836221099232,-9.9196922975,-4.8953003725,1.52630905575,-0.502949192087,-0.101734416703,-0.6398842985,-0.407708022,0.3226413605,0.565492447,2.0943952,1,0,0,0.841620029996,-8.54832465441,-3.17249890434,1.65442895145,-0.487155029616,0.18579747579,-0.662903659187,-0.417675921759,0.289013902325,0.544071238006,2.09439516068
2017-06-25 00:23:36.041,1.235231397,-14.2334819375,-0.948188257,-0.366797558475,0.605508773225,-0.499914723025,-0.6245851455,-0.406127997,0.319482374,0.585335722,2.0943952,1,0,0,1.00388038278,-11.2006247955,-2.12427992462,0.13409690777,0.228215574883,-0.307511797113,-0.637054667546,-0.409777908747,0.309936614182,0.571764414456,2.09439516068
2017-06-25 00:23:36.141,1.46641065875,-10.08333204,-0.028620526,-0.603991539475,0.006122160975,-0.2410269892,-0.6315325415,-0.421539888,0.27943171,0.5875734335,2.0943952,1,0,0,1.19455150667,-10.6793735254,-1.13668857917,-0.421080629731,0.0828102788018,-0.259681854855,-0.633329544017,-0.417822325481,0.288988886053,0.582374050986,2.09439516068
2017-06-25 00:23:36.241,2.79349102575,-9.3719512825,-1.9874471625,0.18608720735,0.83729927885,0.14706505745,-0.6386247795,-0.4032592095,0.268230889,0.5978978715,2.0943952,1,0,0,1.85369025785,-10.0694209341,-1.53761336444,0.0356206397233,0.576776740206,0.0329365653642,-0.636901622081,-0.407862134359,0.274734364161,0.592792313754,2.09439516068
2017-06-25 00:23:36.341,1.30534559572,-6.56822165,-2.8788734825,-1.003875407,0.375608151475,0.2017120364,-0.6599188875,-0.388261494,0.2453991025,0.5943764345,2.0943952,1,0,0,1.62764346227,-8.43600422883,-2.1696898309,-0.746270497258,0.445070993125,0.154355589747,-0.652428676092,-0.394456610108,0.254589836135,0.593855446179,2.09439516068
2017-06-25 00:23:36.441,2.221260959,-6.55271386,-1.49814467275,-0.926949067,0.4837575345,0.0712034428725,-0.69655066,-0.381131188,0.211712534,0.569691239,2.0943952,1,0,0,1.87235335257,-7.55739161337,-1.85322035483,-0.882173842235,0.470399194564,0.0945349745644,-0.682192595814,-0.385342922696,0.225145990641,0.577638511306,2.09439516068
2017-06-25 00:23:36.541,2.82247076025,-15.4050657125,-4.21397716435,-2.3698901975,-0.5380318606,-1.257173343,-0.733176053,-0.411498732,0.1639072995,0.51425436,2.0943952,1,0,0,2.2640248901,-11.2185717826,-2.96574043607,-2.00120867104,-0.18982397889,-0.877899546749,-0.7165851396,-0.403231741391,0.183093376682,0.535100505284,2.09439516068
