,lin_acc_x,lin_acc_y,lin_acc_z,gyr_x,gyr_y,gyr_z,rotation_x,rotation_y,rotation_z,rotation_theta
2017-06-11 02:26:25.891,0.29186733166666656,-2.4418120380952382,0.91159681047619046,-0.47686669539,0.766965143707,0.273270608024,0.0666647291905,0.143518837619,0.881969283333,0.443692981905
2017-06-11 02:26:25.991,0.77144108740350004,-2.0511279549999997,0.32724458549999991,0.407230471,-0.51338349425,-0.488069667,0.05280970955,0.1457890045,0.8760013135,0.456460924
2017-06-11 02:26:26.091,2.0475434216999999,-2.7874614050000002,0.037766474450000032,-0.53529019654,0.36807522275,-0.105993309525,0.03442099495,0.1462636225,0.873711738,0.4622746155
2017-06-11 02:26:26.191,-0.61064756144999999,-3.4808953850000002,-0.67355517699999989,-0.284308037083,-1.8172183885,-0.056004501275,0.0729257569,0.1123667907,0.8659747245,0.481179958
2017-06-11 02:26:26.291,-5.1103919950000005,-6.2197161300000001,0.55563636535000005,1.98815989125,-7.5363587975,2.832353235,0.2814153505,0.0200983968085,0.848197247,0.431625724
2017-06-11 02:26:26.391,3.3527580035,-4.3517095159999997,0.23864855979999994,3.79880362,-5.9644796025,3.9543863975,0.633058893,-0.08260385795,0.7387935515,0.1808245869
2017-06-11 02:26:26.491,6.3481602631578946,2.2104001157894739,-0.29544955947368412,0.97062938505,0.982394585,0.776370414375,0.3606348135,-0.0482886276,0.3429793795,0.00981763506
2017-06-11 02:26:26.591,-0.37393060949999996,1.1771028200000002,-2.543788852,-0.293225107625,0.593983129232,-0.104209901155,-0.253484915263,0.0259146494737,-0.266175073158,0.00865352099211
2017-06-11 02:26:26.691,0.51786460238095244,-0.62024942714285713,0.99121142380952354,0.60984752515,-0.58362867885,-0.39671631491,0.3267400065,-0.0513012458,0.3752364035,0.0059141739075
2017-06-11 02:26:26.791,-2.4021050168421056,-0.59950287631578947,0.51232862789473688,-0.99519790125,3.02080948925,-0.76532390825,0.445827647143,-0.048649391381,0.554428487143,0.0293178054524
2017-06-11 02:26:26.891,-2.9920002155000005,-0.44494093099999993,1.6131503734999999,0.867313582872,-1.46031047295,0.458295601026,0.588038421053,-0.057461966,0.8044364,0.051444283
2017-06-11 02:26:26.991,-0.2212739925714286,-0.47835034704761897,1.8110464892857141,0.71240710235,-1.549573285,1.105503349,-0.212114676,0.016020166,-0.21222203,0.02102377423
2017-06-11 02:26:27.091,-0.70180590631578954,-0.20905168836842106,2.0011224084210526,0.38247562725,-0.86644609925,1.608372675,-0.695574045714,0.0775022166667,-0.708672935714,0.0843212207143
2017-06-11 02:26:27.191,-1.25768719535,-0.37722572254999998,1.3612008515,-0.014134216675,-0.68160994525,1.920736205,-0.7082707655,0.13159776255,-0.674619997,0.158278356
2017-06-11 02:26:27.291,-1.5154499429999999,0.94916141919999997,0.16854743225000002,-0.785506920634,0.170589627,1.79416450976,-0.713089131579,0.20012327,-0.636241213158,0.214272422105
2017-06-11 02:26:27.391,0.34083133650000008,-1.2751561815000001,0.0095486950000001347,-1.67508451538,0.143328285513,1.2365545459,-0.6940474065,0.3072640855,-0.615950073,0.208466328
2017-06-11 02:26:27.491,0.26108058952380953,-5.5633113019047613,0.67432738428571415,-1.628788786,-0.3556711869,-0.357986963005,-0.7059161105,0.371549875,-0.5790119275,0.166058392
2017-06-11 02:26:27.591,-2.0059037473684209,0.18050219105263174,1.8692923326315789,-1.58340901603,-0.786339926103,-0.402356623231,-0.7494477315,0.392940062,-0.52247265,0.097403296
2017-06-11 02:26:27.691,-2.0188112250000003,-0.010968941779999972,1.2933984424999998,-0.156176891844,-0.465440381439,0.329181623512,-0.7628099665,0.4132034485,-0.489310375,0.0886803324
2017-06-11 02:26:27.791,-2.7984892750000006,2.5441826184999998,1.2411469895,-0.247575042375,0.612456093675,0.732423923157,-0.755387406,0.432387101,-0.4840444365,0.08898067975
2017-06-11 02:26:27.891,-3.6385999649999996,3.1879461800000009,1.9120358289500001,1.16101371128,-0.511941332154,1.69891794359,-0.719164486,0.476930491,-0.4854583475,0.1361468468
2017-06-11 02:26:27.991,-0.32528729999999995,-3.7703109084999999,-0.16937789575000037,0.580170930537,-0.288644185171,2.45231998024,-0.661677677,0.523182952,-0.4844593205,0.227222039
2017-06-11 02:26:28.091,-2.5339375455000002,-2.0988101730000004,1.2811799805999999,0.42847172,-0.303393217275,-0.2053054848,-0.628383536,0.5437824105,-0.4737345745,
2017-06-11 02:26:28.191,-2.1040845666666672,1.7026178347619054,0.32609703923809519,0.65805291575,0.4173985835,-0.207035659725,-0.626070007,0.525302381,-0.490473556,0.302344912
2017-06-11 02:26:28.291,1.6939008340000001,-6.0268581499999998,-0.46464690149999965,-0.60409801675,0.282471383367,-0.44792956025,-0.61933445,0.5161411135,-0.510710137,0.298556499
2017-06-11 02:26:28.391,-1.9916224894736838,0.33538333684210525,3.3774999000000001,-0.32612507885,0.10005748075,0.00620202047,-0.638682128095,0.526340633333,-0.498990287619,0.256834427619
2017-06-11 02:26:28.491,1.2282820160000001,1.9919345065000003,0.42059937470000008,0.32899984075,0.0035402083875,0.040246582755,-0.6301597065,0.5262226005,-0.509865685,0.2568907785
2017-06-11 02:26:28.591,-1.6259378679000001,1.6772707999999998,-1.0647401349999999,-0.661593129325,-0.027602980725,0.187231785035,-0.6272990985,0.534952417,-0.503400118,0.258370043
2017-06-11 02:26:28.691,1.0056303815238095,-2.0511880580952382,1.5342853589047618,-2.45671847,-1.84176027275,-0.286011591615,-0.66196671,0.564617717895,-0.436410323158,0.225349248421
2017-06-11 02:26:28.791,-3.3428143763157894,-3.7137453526315798,2.8166208210526311,-1.06584235915,-1.080828377,-0.75696580875,-0.7389418485,0.555724129,-0.32027152,0.204696571
2017-06-11 02:26:28.891,-3.6791621599999997,2.66766405,4.9779831300000001,1.26446670035,1.6422309135,-0.02033623626,-0.743799321,0.54537245,-0.3324086065,0.19477146
2017-06-11 02:26:28.991,-0.66389190199999981,1.3286031614999998,1.8176793929999999,2.355516425,0.265914925025,1.0267403625,-0.682063339,0.5361835905,-0.4323964875,0.242429844
2017-06-11 02:26:29.091,-1.1703437650000001,-0.70101795809999989,-0.42479223648500009,1.1346768025,0.83051166297,-0.49155664506,-0.64591831,0.503505031905,-0.486052861429,0.30411465619
2017-06-11 02:26:29.191,3.1228423469499997,-5.1726750179999996,-0.55577075080000016,-0.93898045289,-0.17014296085,-0.222314452525,-0.646440171053,0.502129712632,-0.496415432105,0.288622232632
2017-06-11 02:26:29.291,-0.034627127142857157,0.49649848823809511,2.4993277487142853,0.28457421375,-0.7873104697,0.04953630354,-0.661958501,0.4922181655,-0.489625492,
2017-06-11 02:26:29.391,-1.7165808649473686,1.5781144705263155,-2.5355572526315786,-0.80477194515,-0.29647250985,-0.0352157597525,-0.6720460265,0.490159627,-0.47177753,0.2919206285
2017-06-11 02:26:29.491,-0.082729997999999999,-3.1738617544999999,2.9789232029999999,-2.67346973,-1.1956588929,-0.61852503375,-0.715137948,0.52276242,-0.39783231,0.2346960935
