,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rot_phone_x,rot_phone_y,rot_phone_z,rot_phone_theta,rot_phone_phi,labelstairsdown,labelstairsup,labelstanding,labelwalking,labelsitting,labelondesk,pca_1,pca_2,pca_3,pca_4
2017-06-21 01:57:00.795,-9.48047071254e+15,-2.87973352342e+14,9.7060049209e+13,5.82755466997e+13,-8.20638067885e+14,-5.79216349922e+15,-6.71428809927e+13,-1.28567435572e+15,5.01216078867e+13,2.50382623589e+14,2.06282257686e+14,1,0,0,0,0,0,1.15333139189,-0.0625015310148,-0.00293598385608,-0.000849920782651
2017-06-21 01:57:01.795,9.17152615799e+15,2.74257740855e+14,-9.14801543811e+13,-5.64395663285e+13,7.9236083556e+14,5.60142660771e+15,6.5010620546e+13,1.23690289252e+15,-4.83683437746e+13,-2.40170461297e+14,-1.9974096261e+14,1,0,0,0,0,0,-1.11465530783,0.059984672951,0.010577441559,0.000964300429113
2017-06-21 01:57:02.795,-8.87259963748e+15,-2.61761663655e+14,8.6164159504e+13,5.46606250313e+13,-7.64995720014e+14,-5.41635447378e+15,-6.29431144771e+13,-1.18983573691e+15,4.66727068556e+13,2.30341122026e+14,1.9340346151e+14,1,0,0,0,0,0,1.07072926633,-0.0568367971889,-0.0179896425219,-0.00106231127386
2017-06-21 01:57:03.795,8.58336675535e+15,2.50397927008e+14,-8.11016732318e+13,-5.29370080116e+13,7.38515568481e+14,5.23680313768e+15,6.09385783256e+13,1.14442096798e+15,-4.50329699423e+13,-2.20881904485e+14,-1.87263189107e+14,1,0,0,0,0,0,-1.03530064466,0.053486725723,0.0240571276222,0.00112265302059
2017-06-21 01:57:04.795,-8.30351341159e+15,-2.4008419982e+14,7.6282645971e+13,5.12670492349e+13,-7.12893978448e+14,-5.06263154782e+15,-5.89952673554e+13,-1.10060792576e+15,4.34474541478e+13,2.11780470593e+14,1.81313818346e+14,1,0,0,0,0,0,0.994491211077,-0.0496074882593,-0.0299975654914,-0.00117199208362
2017-06-21 01:57:05.795,8.03273549986e+15,2.30742795592e+14,-7.16973606e+13,-4.96491300701e+13,6.88105277477e+14,4.89370151392e+15,5.71114760569e+13,1.05834719177e+15,-4.19145274135e+13,-2.03024836586e+14,-1.75549250523e+14,1,0,0,0,0,0,-0.962053479643,0.0456211302027,0.0346903494902,0.00118868108763
2017-06-21 01:57:06.795,-7.77073861274e+15,-2.22300462184e+14,6.73364233897e+13,4.80816779827e+13,-6.6412450361e+14,-4.72987766181e+15,-5.52855376473e+13,-1.01759056954e+15,4.04326031006e+13,1.94603364344e+14,1.6996360582e+14,1,0,0,0,0,0,0.924114166648,-0.0411942348689,-0.0393482125949,-0.00119905491085
2017-06-21 01:57:07.795,7.51723775436e+15,2.14688179188e+14,-6.31907551237e+13,-4.6563165275e+13,6.40927386337e+14,4.57102738987e+15,5.35158235691e+13,9.78291065202e+14,-3.90001386408e+13,-1.86504752915e+14,-1.64551214236e+14,1,0,0,0,0,0,-0.894430551749,0.0367427191209,0.0428458173529,0.00118114983479
2017-06-21 01:57:08.795,-7.2719570601e+15,-2.07840962691e+14,5.92515824129e+13,4.50921078715e+13,-6.18490328108e+14,-4.41702082686e+15,-5.18007429856e+13,-9.40402868156e+14,3.76156342427e+13,1.78718030229e+14,1.59306606887e+14,1,0,0,0,0,0,0.85913394054,-0.0319273435674,-0.0463913639179,-0.00116099922175
2017-06-21 01:57:09.795,7.03462952326e+15,2.01697677233e+14,-5.55104292035e+13,-4.36670641445e+13,5.96790386381e+14,4.26773079097e+15,5.01387422733e+13,9.03881331717e+14,-3.62776316522e+13,-1.71232545005e+14,-1.54224507692e+14,1,0,0,0,0,0,-0.831986031643,0.0271584965186,0.0488551733214,0.00111635228557
2017-06-21 01:57:10.795,-6.80499672874e+15,-1.96200854761e+14,5.19591084729e+13,4.22866337806e+13,-5.75805256171e+14,-4.12303274988e+15,-4.85283045106e+13,-8.6868295383e+14,3.49847129617e+13,1.64037958834e+14,1.49299825389e+14,1,0,0,0,0,0,0.79912238505,-0.0220916928313,-0.0514412889895,-0.00107296937891
2017-06-21 01:57:11.795,6.58280859334e+15,1.9129652037e+14,-4.85897141128e+13,-4.09494566818e+13,5.55513253106e+14,3.98280478187e+15,4.69679489628e+13,8.34765357803e+14,-3.37354994674e+13,-1.57124238441e+14,-1.44527645918e+14,1,0,0,0,0,0,-0.774308794797,0.0171323468319,0.0530160536593,0.00100834036436
2017-06-21 01:57:12.795,-6.36782311285e+15,-1.86934024649e+14,4.53946129941e+13,3.9654211902e+13,-5.3589329696e+14,-3.84692753762e+15,-4.54562305628e+13,-8.02087273084e+14,3.25286505702e+13,1.50481648117e+14,1.39903225113e+14,1,0,0,0,0,0,0.743684762727,-0.0119312604471,-0.0547797047029,-0.00094797949467
2017-06-21 01:57:13.795,6.15980611559e+15,1.83065882443e+14,-4.23664372122e+13,-3.8399616615e+13,5.16924895648e+14,3.71528420283e+15,4.39917393881e+13,7.70608516068e+14,-3.13628627194e+13,-1.4410074231e+14,-1.35421981731e+14,1,0,0,0,0,0,-0.721019876412,0.00688938572212,0.0555949450098,0.000869143371185
2017-06-21 01:57:14.795,-5.95853102239e+15,-1.79647617829e+14,3.94980765086e+13,3.71844251127e+13,-4.98588129676e+14,-3.58776046136e+15,-4.25731001332e+13,-7.40289970946e+14,3.02368683956e+13,1.37972358389e+14,1.31079490771e+14,1,0,0,0,0,0,0.692457287998,-0.00165330285238,-0.0566585324356,-0.000797125407389
2017-06-21 01:57:15.795,5.76377861288e+15,1.76637615151e+14,-3.67826708661e+13,-3.60074278319e+13,4.80863637019e+14,3.46424445891e+15,4.11989715778e+13,7.11093570589e+14,-2.91494351308e+13,-1.32087609551e+14,-1.26871477105e+14,1,0,0,0,0,0,-0.671770097061,-0.00338002709671,0.0568298449639,0.00070897336821
2017-06-21 01:57:16.795,-5.57533679796e+15,-1.73996975897e+14,3.42136032749e+13,3.48674504074e+13,-4.63732598427e+14,-3.34462676724e+15,-3.9868046051e+13,-6.82982277486e+14,2.80993645641e+13,1.26437877887e+14,1.22793809378e+14,1,0,0,0,0,0,0.645104834221,0.00856779366275,-0.0573024645881,-0.000629783413625
2017-06-21 01:57:17.795,5.39300039832e+15,1.71689381283e+14,-3.17844926653e+13,-3.37633527502e+13,4.47176723129e+14,3.2288003486e+15,3.85790488917e+13,6.55920064723e+14,-2.70854915305e+13,-1.21014807597e+14,-1.18842494197e+14,1,0,0,0,0,0,-0.626237848624,-0.0135165934812,0.0569327370582,0.000536417218577
2017-06-21 01:57:18.795,-5.2165709289e+15,-1.69680960338e+14,2.94891870063e+13,3.26940281502e+13,-4.31178234936e+14,-3.11666052072e+15,-3.73307379049e+13,-6.2987189702e+14,2.61066831816e+13,1.15810298342e+14,1.15013670567e+14,1,0,0,0,0,0,0.601318796037,0.0185869706901,-0.0569113504947,-0.000453795598957
2017-06-21 01:57:19.795,5.0458563892e+15,1.67940163339e+14,-2.73217565646e+13,-3.16584024004e+13,4.15719858722e+14,3.00810492187e+15,3.6121902815e+13,6.04803711831e+14,-2.51618381354e+13,-1.10816498746e+14,-1.11303604597e+14,1,0,0,0,0,0,-0.584127030667,-0.0233886820782,0.0560918900159,0.000358615217069
2017-06-21 01:57:20.795,-4.88067105927e+15,-1.66437640426e+14,2.52764873231e+13,3.06554329437e+13,-4.00784807271e+14,-2.90303347632e+15,-3.49513647152e+13,-5.80682400504e+14,2.42498856549e+13,1.0602580003e+14,1.07708684433e+14,1,0,0,0,0,0,0.560815097467,0.02828524587,-0.0556624113754,-0.000275641797331
2017-06-21 01:57:21.795,4.72083530132e+15,1.65146125233e+14,-2.33478745551e+13,-2.96841080386e+13,3.86356768479e+14,2.80134835996e+15,3.38179755151e+13,5.5747578952e+14,-2.33697848532e+13,-1.01430829777e+14,-1.0422541543e+14,1,0,0,0,0,0,-0.54516512802,-0.0328892149873,0.0544739907553,0.000181426426631
2017-06-21 01:57:22.795,-4.56617536677e+15,-1.64040323378e+14,2.15306165518e+13,2.8743445946e+13,-3.72419892899e+14,-2.70295396615e+15,-3.27206173847e+13,-5.35152621808e+14,2.25205239233e+13,9.7024445839e+13,1.00850415551e+14,1,0,0,0,0,0,0.523332336791,0.0375667336859,-0.053712293709,-0.000100598371113
2017-06-21 01:57:23.795,4.41652320871e+15,1.63096805659e+14,-1.98196084992e+13,-2.78324941335e+13,3.58958781624e+14,2.60775687168e+15,3.16582021971e+13,5.13682538144e+14,-2.17011193931e+13,-9.27997303603e+13,-9.7580410967e+13,1,0,0,0,0,0,-0.509101420833,-0.0419328184116,0.0522261203967,9.58098439309e-06
2017-06-21 01:57:24.795,-4.27171629953e+15,-1.62293905798e+14,1.82099365039e+13,2.69503284976e+13,-3.45958474478e+14,-2.51566580297e+15,-3.06296709696e+13,-4.93036058651e+14,2.09106154018e+13,8.8749983935e+13,9.44122318752e+13,1,0,0,0,0,0,0.48863005974,0.0463559217809,-0.0511989701061,6.71158601109e-05
2017-06-21 01:57:25.795,4.13159745378e+15,1.61611622585e+14,-1.66968717627e+13,-2.60960526043e+13,3.33404438532e+14,2.4265916024e+15,2.9633993303e+13,4.73184564396e+14,-2.01480829986e+13,-8.4868719884e+13,-9.13428085004e+13,1,0,0,0,0,0,-0.47570531893,-0.0504532205348,0.0494775821973,-0.00015318023725
2017-06-21 01:57:26.795,-3.99601465598e+15,-1.61031526284e+14,1.52758648745e+13,2.52687969447e+13,-3.21282556914e+14,-2.34044719476e+15,-2.8670166821e+13,-4.54100279094e+14,1.94126194621e+13,8.11496586536e+13,8.83691672886e+13,1,0,0,0,0,0,0.456487153069,0.0545951863773,-0.0482434964634,0.000224206105381
2017-06-21 01:57:27.795,3.86482089338e+15,1.60536669151e+14,-1.39425402923e+13,-2.44677182082e+13,3.09579117909e+14,2.25714755389e+15,2.77372166093e+13,4.35756250936e+14,-1.87033476381e+13,-7.75867223321e+13,-8.54884272769e+13,1,0,0,0,0,0,-0.444764812719,-0.0584008805519,0.0463415900429,-0.000303978132891
2017-06-21 01:57:28.795,-3.73787399356e+15,-1.60111499927e+14,1.26926909115e+13,2.36919985706e+13,-2.98280804342e+14,-2.17660966946e+15,-2.68341946545e+13,-4.18126334533e+14,1.80194152975e+13,7.41740292833e+13,8.2697796632e+13,1,0,0,0,0,0,0.426700351007,0.0622425310719,-0.0449516338731,0.000368179982425
2017-06-21 01:57:29.795,3.61503646672e+15,1.5974178217e+14,-1.15222727923e+13,-2.29408449979e+13,2.87374683239e+14,2.09875251386e+15,2.59601792845e+13,4.01185173003e+14,-1.73599945108e+13,-7.09058888928e+13,-7.99945693512e+13,1,0,0,0,0,0,-0.416085033423,-0.0657408334652,0.0429168258181,-0.000440679476665
2017-06-21 01:57:30.795,-3.49617535254e+15,-1.59414516291e+14,1.04274000147e+13,2.22134885644e+13,-2.76848195745e+14,-2.02349700932e+15,-2.511427461e+13,-3.84908180189e+14,1.67242810393e+13,6.77767964274e+13,7.73761221168e+13,1,1,0,0,0,0,0.399082847541,0.0692695339525,-0.0414153434572,0.000497237212014
2017-06-21 01:57:31.795,3.38116207162e+15,1.59117865174e+14,-9.40433966225e+12,-2.15091837863e+13,2.66689147304e+14,1.95076599507e+15,2.42956099683e+13,3.69271523035e+14,-1.61114937434e+13,-6.47814280029e+13,-7.48399112972e+13,0,1,0,0,0,0,-0.38948691576,-0.072450735926,0.0392888736673,-0.000561792043743
2017-06-21 01:57:32.795,-3.26987228129e+15,-1.58841083237e+14,8.44950693232e+12,2.08272079688e+13,-2.56885698085e+14,-1.88048419484e+15,-2.35033393687e+13,-3.5425210411e+14,1.55208740053e+13,6.19146356607e+13,7.23834700872e+13,0,1,0,0,0,0,0.373463007884,0.0756594886523,-0.03771416198,0.000610170008983
2017-06-21 01:57:33.795,3.16218573571e+15,1.5857444883e+14,-7.55946037152e+12,-2.01668605672e+13,2.47426353652e+14,1.81257818435e+15,2.27366409417e+13,3.39827544309e+14,-1.49516851671e+13,-5.91714425503e+13,-7.00044057811e+13,0,1,0,0,0,0,-0.364805956626,-0.0785190990708,0.0355315388451,-0.000666370111027
2017-06-21 01:57:34.795,-3.05798615026e+15,-1.58309199828e+14,6.73089723239e+12,1.95274625628e+13,-2.38299955868e+14,-1.7469763591e+15,-2.19947163913e+13,-3.25976165717e+14,1.4403211982e+13,5.65470382147e+13,6.77003971716e+13,0,1,0,0,0,0,0.349683172856,0.0814057256178,-0.033916465781,0.000706273531257
2017-06-21 01:57:35.795,2.95716106996e+15,1.58037472323e+14,-5.96064895013e+12,-1.89083558508e+13,2.29495674023e+14,1.68360890232e+15,2.1276790451e+13,3.12676974659e+14,-1.38747600805e+13,-5.40367739795e+13,-6.54691920691e+13,0,1,0,0,0,0,-0.341891063696,-0.0839436949517,0.0317080585377,-0.000753929692322
2017-06-21 01:57:36.795,-2.85960174199e+15,-1.57752242284e+14,5.24567673641e+12,1.8308902643e+13,-2.21002996188e+14,-1.6224077531e+15,-2.05821103447e+13,-2.99909644942e+14,1.33656554481e+13,5.16361584413e+13,6.3308604934e+13,0,1,0,0,0,0,0.327598550265,0.0865101005139,-0.0300806302526,0.000785265738773
2017-06-21 01:57:37.795,2.76520299206e+15,1.57447270084e+14,-4.58306728828e+12,-1.77284848824e+13,2.12811720781e+14,1.56330657478e+15,1.99099452517e+13,2.87654501285e+14,-1.2875243916e+13,-4.93408530554e+13,-6.12165146177e+13,0,1,0,0,0,0,-0.320603488196,-0.0887301238072,0.0278722117229,-0.000824372858907
2017-06-21 01:57:38.795,-2.67386310473e+15,-1.5711704778e+14,3.97002860976e+12,1.71665036718e+13,-2.04911948343e+14,-1.50624072345e+15,-1.92595857779e+13,-2.75892502963e+14,1.24028906646e+13,4.71466678201e+13,5.91908622055e+13,0,1,0,0,0,0,0.307076187716,0.0909816373303,-0.0262560917699,0.000847216014083
2017-06-21 01:57:39.795,2.58548370736e+15,1.5675674904e+14,-3.40388594402e+12,-1.66223787149e+13,1.97294073516e+14,1.45114721685e+15,1.86303434318e+13,2.64605227655e+14,-1.19479797369e+13,-4.50495570567e+13,-5.72296489572e+13,0,1,0,0,0,0,-0.300815836425,-0.0928905300544,0.024069334819,-0.000877920499367
2017-06-21 01:57:40.795,-2.49996965781e+15,-1.56362181621e+14,2.88207781368e+12,1.60955477699e+13,-1.89948777219e+14,-1.3979647033e+15,-1.80215501069e+13,-2.53774855515e+14,1.15099135647e+13,4.30456152832e+13,5.53309343397e+13,0,1,0,0,0,0,0.287994021567,0.0948353143867,-0.0224843186672,0.000892481901915
2017-06-21 01:57:41.795,2.41722893564e+15,1.55929742292e+14,-2.40215216751e+12,-1.55854661162e+13,1.82867019013e+14,1.34663343105e+15,1.74325575708e+13,2.43384153461e+14,-1.10881125044e+13,-4.11310731798e+13,-5.34928341469e+13,0,1,0,0,0,0,-0.282411154915,-0.0964424555102,0.0203372495585,-0.000915052880925
2017-06-21 01:57:42.795,-2.33717253682e+15,-1.554563741e+14,1.96176263088e+12,1.5091606033e+13,-1.76040029658e+14,-1.29709521776e+15,-1.68627369605e+13,-2.33416459701e+14,1.06820143837e+13,3.93022936452e+13,5.17135187021e+13,0,1,0,0,0,0,0.270239997082,0.09809098205,-0.0187996975395,0.000921653335935
2017-06-21 01:57:43.795,2.25971437186e+15,1.54939525899e+14,-1.55866485821e+12,-1.4613456291e+13,1.69459303847e+14,1.24929342033e+15,1.63114782852e+13,2.23855668494e+14,-1.02910740587e+13,-3.75557679427e+13,-4.99912111392e+13,0,1,0,0,0,0,-0.265282084386,-0.0994078189606,0.0167071092098,-0.00093645738726
2017-06-21 01:57:44.795,-2.18477116712e+15,-1.5437711404e+14,1.19071298519e+12,1.41505216557e+13,-1.63116593117e+14,-1.2031729049e+15,-1.57781899359e+13,-2.1468621514e+14,9.91476297974e+12,3.58881119326e+13,4.83241857575e+13,0,1,0,0,0,0,0.253711255057,0.100772401588,-0.0152303408389,0.000935503735634
2017-06-21 01:57:45.795,2.1122623695e+15,1.53767486131e+14,-8.55856178747e+11,-1.37023224031e+13,1.57003898931e+14,1.15868001719e+15,1.52622982031e+13,2.05893061237e+14,-9.55256876809e+12,-3.42960623918e+13,-4.67107664471e+13,0,1,0,0,0,0,-0.249330077943,-0.101812011804,0.0132041689623,-0.000942982824948
2017-06-21 01:57:46.795,-2.04211005412e+15,-1.53109386792e+14,5.52135282651e+11,1.32683938479e+13,-1.51113465933e+14,-1.11576255309e+15,-1.4763246802e+13,-1.97461680167e+14,9.20399480067e+12,3.27764734184e+13,4.514932518e+13,0,1,0,0,0,0,0.238313380493,0.102906395179,-0.0117988214251,0.00093494737544
2017-06-21 01:57:47.795,1.97423883507e+15,1.52401925308e+14,-2.77679556965e+11,-1.28482858828e+13,1.45437775358e+14,1.07436972957e+15,1.42804964058e+13,1.89378042847e+14,-8.86855980438e+12,-3.13263129183e+13,-4.36382805644e+13,0,1,0,0,0,0,-0.234464679177,-0.103683100079,0.0098484859836,-0.000935599711453
2017-06-21 01:57:48.795,-1.9085757792e+15,-1.5164454511e+14,30703509062.5,1.24415625304e+13,-1.39969538609e+14,-1.03445215576e+15,-1.38135241868e+13,-1.81628603735e+14,8.54579745903e+12,2.99426591754e+13,4.21760964579e+13,0,1,0,0,0,0,0.223959709119,0.104522097679,-0.00852283943107,0.000921002451205
2017-06-21 01:57:49.795,1.84505032266e+15,1.50836994999e+14,1.90496185412e+11,-1.20478015063e+13,1.3470169098e+14,9.9596180451e+14,1.33618233664e+13,1.74200287092e+14,-8.23525600869e+12,-2.86226975018e+13,-4.07612806365e+13,0,1,0,0,0,0,-0.220602856113,-0.105051123764,0.00665555435701,-0.000915365983182
2017-06-21 01:57:50.795,-1.78359419034e+15,-1.49979302038e+14,-3.87543673855e+11,1.16665937943e+13,-1.29627385543e+14,-9.58851984026e+14,-1.29249027732e+13,-1.67080473507e+14,7.93649788144e+12,2.73637169671e+13,3.93923835168e+13,0,1,0,0,0,0,0.210570687797,0.10565030132,-0.005415826502,0.000894759296595
2017-06-21 01:57:51.795,1.72414131794e+15,1.49071746044e+14,5.61986831904e+11,-1.12975432321e+13,1.24739987168e+14,9.23077309979e+14,1.25022864093e+13,1.6025698669e+14,-7.64909931719e+12,-2.61631072063e+13,-3.80679969275e+13,0,1,0,0,0,0,-0.207668387147,-0.105947484801,0.00363687981634,-0.000883397590945
2017-06-21 01:57:52.795,-1.66662777676e+15,-1.48114835596e+14,-7.15300084659e+11,1.09402661096e+13,-1.20033066702e+14,-8.88593677814e+14,-1.20935130262e+13,-1.53718080517e+14,7.3726500034e+12,2.50183553043e+13,3.67867529282e+13,0,1,0,0,0,0,0.198073285084,0.106322885057,-0.00248749218252,0.000857353232303
2017-06-21 01:57:53.795,1.61099170099e+15,1.47109285507e+14,8.48887145503e+11,-1.05943907774e+13,1.15500395275e+14,8.55358235393e+14,1.16981357081e+13,1.47452426356e+14,-7.10675271864e+12,-2.39270427558e+13,-3.55473226726e+13,0,1,0,0,0,0,-0.195591295344,-0.106404415835,0.000800498907295,-0.000840843481588
2017-06-21 01:57:54.795,-1.55717321753e+15,-1.46055995684e+14,-9.640836746e+11,1.02595572667e+13,-1.11135938757e+14,-8.23329355935e+14,-1.13157214648e+13,-1.41449100643e+14,6.85102298359e+12,2.28868424998e+13,3.43484153133e+13,0,1,0,0,0,0,0.186400448413,0.106572320828,0.0002556830586,0.000809941562839
2017-06-21 01:57:55.795,1.50511437821e+15,1.44956031303e+14,1.06215985857e+12,-9.9354169198e+12,1.06933852342e+14,7.92466611262e+14,1.09458508334e+13,1.35697572733e+14,-6.60508871962e+12,-2.18955160271e+13,-3.3188776946e+13,0,1,0,0,0,0,-0.184307327679,-0.106454522189,-0.00184855306931,-0.000788864496867
2017-06-21 01:57:56.795,-1.45475909434e+15,-1.43810604265e+14,-1.14432291339e+12,9.62163203183e+12,-1.02888475263e+14,-7.62730745353e+14,-1.05881174879e+13,-1.30187693013e+14,6.36858991451e+12,2.09509105593e+13,3.2067189591e+13,0,1,0,0,0,0,0.175490604593,0.106431249498,0.00281000394522,0.000753684268714
2017-06-21 01:57:57.795,1.40605307358e+15,1.42621055837e+14,1.21171951202e+12,-9.3178755025e+12,9.8994325644e+13,7.34083648208e+14,1.02421278587e+13,1.24909681273e+14,-6.14117829539e+12,-2.00509562993e+13,-3.098247021e+13,0,1,0,0,0,0,-0.173757476007,-0.106130390093,-0.00430782124492,-0.000728615754417
2017-06-21 01:57:58.795,-1.35894375896e+15,-1.41388840451e+14,-1.26543813864e+12,9.02383049839e+12,-9.52460954691e+13,-7.06488330018e+14,-9.90750075979e+12,-1.19854115346e+14,5.92251700862e+12,1.91936637502e+13,2.99334697555e+13,0,1,0,0,0,0,0.16528720048,0.10593211976,0.00517416169381,0.000689727975908
2017-06-21 01:57:59.795,1.31338027015e+15,1.40115510591e+14,1.30651137099e+12,-8.73919012542e+12,9.16386456819e+13,6.79908895657e+14,9.58386702516e+12,1.15011920003e+14,-5.71228030661e+12,-1.83771211034e+13,-2.89190722517e+13,0,1,0,0,0,0,-0.163887536711,-0.105464254695,-0.00657705366895,-0.000661232109719
2017-06-21 01:58:00.795,-1.26931334663e+15,-1.38802702709e+14,-1.33591809274e+12,8.46365711129e+12,-8.81670014033e+13,-6.54310519482e+14,-9.27086915399e+12,-1.10374356112e+14,5.51015324125e+12,1.75994916935e+13,2.7938193905e+13,0,1,0,0,0,0,0.155738280907,0.105106883738,0.00734887678841,0.000619192818637
2017-06-21 01:58:01.795,1.2266952931e+15,1.37452124138e+14,1.3545856372e+12,-8.19694349763e+12,8.48263472681e+13,6.29659420459e+14,8.96816096402e+12,1.05933010046e+14,-5.31583136407e+12,-1.6859011519e+13,-2.69897822422e+13,0,1,0,0,0,0,-0.154647706223,-0.104487721804,-0.00865786350616,-0.000587816332206
2017-06-21 01:58:02.795,-1.18547992662e+15,-1.36065540932e+14,-1.36339186429e+12,7.93877034183e+12,-8.16120228781e+13,-6.05922837604e+14,-8.67540725374e+12,-1.01679783346e+14,5.12902043289e+12,1.61539868282e+13,2.60728152748e+13,0,1,0,0,0,0,0.146796101112,0.103986743489,0.00933657976253,0.000543161845368
2017-06-21 01:58:03.795,1.14562252582e+15,1.34644766597e+14,1.36316717206e+12,-7.68886742817e+12,7.85195183691e+13,5.83069005747e+14,8.3922834729e+12,9.76068826448e+13,-4.94943612478e+12,-1.54827917681e+13,-2.51863006892e+13,0,1,0,0,0,0,-0.145992209709,-0.10323153781,-0.0105534275933,-0.000509429661596
2017-06-21 01:58:04.795,-1.10707978184e+15,-1.33191651661e+14,-1.35469644465e+12,7.44697298813e+12,-7.55444700888e+13,-5.6106713163e+14,-8.11847540146e+12,-9.37068098221e+13,4.7768037554e+12,1.48438660969e+13,2.43292750591e+13,0,1,0,0,0,0,0.138416771075,0.102601943041,0.0111411267487,0.000462672649781
2017-06-21 01:58:05.795,1.06980975108e+15,1.31708074047e+14,1.33872093784e+12,-7.21283342969e+12,7.2682656384e+13,5.39887370322e+14,7.8536788367e+12,8.99723524205e+13,-4.61085800446e+12,-1.42357129563e+13,-2.35008030817e+13,0,1,0,0,0,0,-0.137878960455,-0.101725402603,-0.0122682182269,-0.000427084441587
2017-06-21 01:58:06.795,-1.03377180965e+15,-1.30195930197e+14,-1.31594010402e+12,6.98620307535e+12,-6.99299934943e+13,-5.19500801974e+14,-7.59759928864e+12,-8.63965742945e+13,4.45134264731e+12,1.36568967055e+13,2.26999768341e+13,0,1,0,0,0,0,0.130559929355,0.100981601001,0.012767546775,0.000378710938661
2017-06-21 01:58:07.795,9.98926609472e+14,1.2865712691e+14,1.28701335789e+12,-6.76684390866e+12,6.72825315508e+13,4.99879408909e+14,7.3499516834e+12,8.29728065016e+13,-4.2980102925e+12,-1.31060408133e+13,-2.19259150512e+13,0,1,0,0,0,0,-0.130269247597,-0.0999978207313,-0.0138077652644,-0.000341738556628
