sensor_type,device_type,timestamps,x,y,z
rpr0521_proximity_sensor,smartphone,1497147986546,0.0,0.0,0.0
rpr0521_proximity_sensor,smartphone,1497148025914,5.0,0.0,0.0
rpr0521_proximity_sensor,smartphone,1497148414497,5.0,0.0,0.0
rpr0521_proximity_sensor,smartphone,1497148415155,0.0,0.0,0.0
rpr0521_proximity_sensor,smartphone,1497148468409,5.0,0.0,0.0
