acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rot_phone_x,rot_phone_y,rot_phone_z,rot_phone_theta,rot_phone_phi,labelstairsdown,labelstairsup,labelstanding,labelwalking,labelsitting,labelondesk,pca_1,pca_2,pca_3,pca_4,acc_phone_x_temp_mean_ws_30,acc_phone_y_temp_mean_ws_30,acc_phone_z_temp_mean_ws_30,gyr_phone_x_temp_mean_ws_30,gyr_phone_y_temp_mean_ws_30,gyr_phone_z_temp_mean_ws_30,rot_phone_x_temp_mean_ws_30,rot_phone_y_temp_mean_ws_30,rot_phone_z_temp_mean_ws_30,rot_phone_theta_temp_mean_ws_30,rot_phone_phi_temp_mean_ws_30,pca_1_temp_mean_ws_30,pca_2_temp_mean_ws_30,pca_3_temp_mean_ws_30,pca_4_temp_mean_ws_30,acc_phone_x_temp_std_ws_30,acc_phone_y_temp_std_ws_30,acc_phone_z_temp_std_ws_30,gyr_phone_x_temp_std_ws_30,gyr_phone_y_temp_std_ws_30,gyr_phone_z_temp_std_ws_30,rot_phone_x_temp_std_ws_30,rot_phone_y_temp_std_ws_30,rot_phone_z_temp_std_ws_30,rot_phone_theta_temp_std_ws_30,rot_phone_phi_temp_std_ws_30,pca_1_temp_std_ws_30,pca_2_temp_std_ws_30,pca_3_temp_std_ws_30,pca_4_temp_std_ws_30,temp_pattern_labelstairsdown,temp_pattern_labelstairsup,temp_pattern_labelstanding,temp_pattern_labelwalking,temp_pattern_labelsitting,temp_pattern_labelondesk,temp_pattern_labelstairsdown(b)labelstairsdown,temp_pattern_labelstairsdown(b)labelstairsup,temp_pattern_labelstairsdown(b)labelstanding,temp_pattern_labelstairsdown(b)labelwalking,temp_pattern_labelstairsdown(b)labelsitting,temp_pattern_labelstairsdown(b)labelondesk,temp_pattern_labelstairsup(b)labelstairsdown,temp_pattern_labelstairsup(b)labelstairsup,temp_pattern_labelstairsup(b)labelstanding,temp_pattern_labelstairsup(b)labelwalking,temp_pattern_labelstairsup(b)labelsitting,temp_pattern_labelstairsup(b)labelondesk,temp_pattern_labelstanding(b)labelstairsdown,temp_pattern_labelstanding(b)labelstairsup,temp_pattern_labelstanding(b)labelstanding,temp_pattern_labelstanding(b)labelwalking,temp_pattern_labelstanding(b)labelsitting,temp_pattern_labelstanding(b)labelondesk,temp_pattern_labelwalking(b)labelstanding,temp_pattern_labelwalking(b)labelwalking,temp_pattern_labelwalking(b)labelsitting,temp_pattern_labelwalking(b)labelondesk,temp_pattern_labelsitting(b)labelstanding,temp_pattern_labelsitting(b)labelwalking,temp_pattern_labelsitting(b)labelsitting,temp_pattern_labelsitting(b)labelondesk,temp_pattern_labelondesk(b)labelondesk,acc_phone_x_max_freq,acc_phone_x_freq_weighted,acc_phone_x_pse,acc_phone_x_freq_0.0_Hz_ws_10,acc_phone_x_freq_0.1_Hz_ws_10,acc_phone_x_freq_0.2_Hz_ws_10,acc_phone_x_freq_0.3_Hz_ws_10,acc_phone_x_freq_0.4_Hz_ws_10,acc_phone_x_freq_0.5_Hz_ws_10,acc_phone_y_max_freq,acc_phone_y_freq_weighted,acc_phone_y_pse,acc_phone_y_freq_0.0_Hz_ws_10,acc_phone_y_freq_0.1_Hz_ws_10,acc_phone_y_freq_0.2_Hz_ws_10,acc_phone_y_freq_0.3_Hz_ws_10,acc_phone_y_freq_0.4_Hz_ws_10,acc_phone_y_freq_0.5_Hz_ws_10,acc_phone_z_max_freq,acc_phone_z_freq_weighted,acc_phone_z_pse,acc_phone_z_freq_0.0_Hz_ws_10,acc_phone_z_freq_0.1_Hz_ws_10,acc_phone_z_freq_0.2_Hz_ws_10,acc_phone_z_freq_0.3_Hz_ws_10,acc_phone_z_freq_0.4_Hz_ws_10,acc_phone_z_freq_0.5_Hz_ws_10,gyr_phone_x_max_freq,gyr_phone_x_freq_weighted,gyr_phone_x_pse,gyr_phone_x_freq_0.0_Hz_ws_10,gyr_phone_x_freq_0.1_Hz_ws_10,gyr_phone_x_freq_0.2_Hz_ws_10,gyr_phone_x_freq_0.3_Hz_ws_10,gyr_phone_x_freq_0.4_Hz_ws_10,gyr_phone_x_freq_0.5_Hz_ws_10,gyr_phone_y_max_freq,gyr_phone_y_freq_weighted,gyr_phone_y_pse,gyr_phone_y_freq_0.0_Hz_ws_10,gyr_phone_y_freq_0.1_Hz_ws_10,gyr_phone_y_freq_0.2_Hz_ws_10,gyr_phone_y_freq_0.3_Hz_ws_10,gyr_phone_y_freq_0.4_Hz_ws_10,gyr_phone_y_freq_0.5_Hz_ws_10,gyr_phone_z_max_freq,gyr_phone_z_freq_weighted,gyr_phone_z_pse,gyr_phone_z_freq_0.0_Hz_ws_10,gyr_phone_z_freq_0.1_Hz_ws_10,gyr_phone_z_freq_0.2_Hz_ws_10,gyr_phone_z_freq_0.3_Hz_ws_10,gyr_phone_z_freq_0.4_Hz_ws_10,gyr_phone_z_freq_0.5_Hz_ws_10,rot_phone_x_max_freq,rot_phone_x_freq_weighted,rot_phone_x_pse,rot_phone_x_freq_0.0_Hz_ws_10,rot_phone_x_freq_0.1_Hz_ws_10,rot_phone_x_freq_0.2_Hz_ws_10,rot_phone_x_freq_0.3_Hz_ws_10,rot_phone_x_freq_0.4_Hz_ws_10,rot_phone_x_freq_0.5_Hz_ws_10,rot_phone_y_max_freq,rot_phone_y_freq_weighted,rot_phone_y_pse,rot_phone_y_freq_0.0_Hz_ws_10,rot_phone_y_freq_0.1_Hz_ws_10,rot_phone_y_freq_0.2_Hz_ws_10,rot_phone_y_freq_0.3_Hz_ws_10,rot_phone_y_freq_0.4_Hz_ws_10,rot_phone_y_freq_0.5_Hz_ws_10,rot_phone_z_max_freq,rot_phone_z_freq_weighted,rot_phone_z_pse,rot_phone_z_freq_0.0_Hz_ws_10,rot_phone_z_freq_0.1_Hz_ws_10,rot_phone_z_freq_0.2_Hz_ws_10,rot_phone_z_freq_0.3_Hz_ws_10,rot_phone_z_freq_0.4_Hz_ws_10,rot_phone_z_freq_0.5_Hz_ws_10,rot_phone_theta_max_freq,rot_phone_theta_freq_weighted,rot_phone_theta_pse,rot_phone_theta_freq_0.0_Hz_ws_10,rot_phone_theta_freq_0.1_Hz_ws_10,rot_phone_theta_freq_0.2_Hz_ws_10,rot_phone_theta_freq_0.3_Hz_ws_10,rot_phone_theta_freq_0.4_Hz_ws_10,rot_phone_theta_freq_0.5_Hz_ws_10,rot_phone_phi_max_freq,rot_phone_phi_freq_weighted,rot_phone_phi_pse,rot_phone_phi_freq_0.0_Hz_ws_10,rot_phone_phi_freq_0.1_Hz_ws_10,rot_phone_phi_freq_0.2_Hz_ws_10,rot_phone_phi_freq_0.3_Hz_ws_10,rot_phone_phi_freq_0.4_Hz_ws_10,rot_phone_phi_freq_0.5_Hz_ws_10,cluster
2017-06-21 02:00:16.795,-13762446722900,-5868188010020,313559701734,154085939115,-1120542399440,-6274927766960,-120026031286,-1318969282540,126035991215,474701505220,273487372423,0,1,0,0,0,0,0.0019192234,0.0043481168,0.002521256,-0.0003875659,-806019801426,-323843537828,15549094387,8387049333.84,-59802938082.3,-355552246090,-6987453441.81,-73628026633.5,6673833859.26,24258456374.5,16263235982.6,-0.0015265302,0.0002874468,-4.15627719419E-06,-2.15215976435E-05,24425160157300,9925646627550,487580589671,257035251320,1834054040610,10811594319600,212482159453,2249676443760,205997795403,753457449260,491234869404,0.00613829,0.0073518507,0.0043807742,0.0005833814,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2791315052,1.6714611417,-16394718337000,-16416949817600,-16501207534400,-16738037320300,-17629595226600,-28716999452600,0,0.2775932452,1.6835950702,-6906201367030,-6914972692740,-6948217322620,-7041670314940,-7393607020720,-11786933366600,0.5,0.2748949754,1.703450607,361512447470,361918164373,363456001607,367779901476,384075687313,589119370651,0.5,0.2769673469,1.6883904737,180498427230,180721788638,181568361178,183948132675,192910127924,304788566833,0,0.2761273229,1.6946670177,-1304553938030,-1306111289540,-1312013890240,-1328606574210,-1391094185040,-2171363769610,0,0.2780034213,1.6804421171,-7410083597920,-7419678533680,-7456043882790,-7558261943660,-7943108481370,-12734726562000,0,0.2792513331,1.6704641606,-143078184768,-143272873369,-144010755065,-146084847619,-153893807448,-251127830192,0,0.277811261,1.6819173595,-1555000421730,-1556995003320,-1564554695080,-1585804934990,-1665823981290,-2663752922020,0.5,0.2764294358,1.6923949314,147009643517,147187025760,147859345984,149749413849,156868965817,245974502551,0.5,0.2753901427,1.6999679809,549416026843,550048369401,552445141770,559183485018,584570792021,902992557672,0.5,0.2794688188,1.6687318384,326699775488,327149197628,328852497226,333639938085,351660425362,575487470057,0
2017-06-21 02:00:18.795,-12907132759200,-5522237158940,296715043997,145230570436,-1058398467820,-5901309070360,-112483303787,-1240705815490,118899730512,448844466816,256316307252,0,1,0,0,0,0,0.0017058112,0.004091494,0.0023689219,-0.0003675441,-756020192568,-305694753517,14855205365.8,7923478611.94,-56581358889.4,-334451567688,-6560279199.77,-69399428208.7,6325691051.97,23079025975,15229460642.2,-0.0015376938,0.0002736718,-1.15505160774E-05,-2.0745753201E-05,22914666662100,9366725171130,465132115099,242842718765,1735808118960,10173669592300,199502819769,2120430274100,195187776976,716437088369,460148551822,0.0057951059,0.0069291087,0.0041495818,0.000558161,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27916058,1.6712236499,-15378983988400,-15399860313200,-15478982020300,-15701376087500,-16538596172200,-26951063572700,0,0.2777091428,1.6826976494,-6504700061050,-6513001548690,-6544465397330,-6632912275840,-6965993537240,-11123573881700,0.5,0.2752066829,1.7012454303,342867059170,343257453381,344737204266,348897725334,364576995270,561759328623,0.5,0.2770847892,1.6874975666,170270289997,170482024777,171284530977,173540431461,182035971712,288095223024,0,0.276242415,1.6938152758,-1233205070360,-1234684359290,-1240291097780,-1256052148380,-1315408626920,-2056679008050,0,0.2780532459,1.6800489054,-6971309693500,-6980353536160,-7014630253910,-7110977816200,-7473726942520,-11990826095000,0,0.2793417559,1.6697258895,-134178470664,-134361689341,-135056099518,-137008000770,-144356932220,-235865650641,0,0.2779037147,1.6811957667,-1463735820820,-1465620439040,-1472763356910,-1492842046910,-1568449529750,-2511354717420,0.5,0.2766180385,1.690987153,138877875490,139046813753,139687128726,141487216474,148267762644,233121056048,0.5,0.2756302239,1.6982386319,520390847546,520996254673,523290929869,529742204017,554047545029,858842399911,0.5,0.2794675409,1.6687401864,306176571696,306597692387,308193731750,312679711397,329565644475,539325163414,0
2017-06-21 02:00:20.795,-12103675986100,-5195090713840,280574687601,136838998298,-999367023546,-5548976258580,-105386165693,-1166784970820,112113630670,424144993394,240213275819,0,1,0,0,0,0,0.0015038335,0.003849195,0.0022242407,-0.0003482597,-709137000187,-288480606436,14178249773.5,7484277745.68,-53529457862.1,-314617608325,-6158444478.45,-65403760769,5993292913.74,21944733902.8,14262738747.6,-0.0015482797,0.0002606361,-0.000018625,-1.99845186532E-05,21497779147400,8836789911860,443302238610,229389636293,1642626319250,9573521967510,187289725618,1998269112260,184865831323,680843060467,431070879726,0.0054696809,0.0065291913,0.0039286292,0.0005334784,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2791941789,1.6709492333,-14425140926000,-14444746823900,-14519053636800,-14727914489900,-15514193222500,-25293822533900,0,0.2778262238,1.6817876346,-6124729425430,-6132584151940,-6162354687480,-6246041357760,-6561193587350,-10494638227200,0.5,0.2755085991,1.6990855516,324931823591,325306956934,326728856644,330726667155,345792031663,535158245537,0.5,0.2772068785,1.6865657882,160574810487,160775502161,161536153559,163674399047,171726882779,272257680996,0,0.2763644024,1.692909151,-1165432366060,-1166837526060,-1172163309920,-1187134620080,-1243517556580,-1947733301320,0,0.2781097132,1.6796029952,-6557721911070,-6566247638530,-6598560704890,-6689389001570,-7031362184400,-11290277585800,0,0.2794368398,1.6689475513,-125803185288,-125975600445,-126629064753,-128465873515,-135381497388,-221496805458,0,0.2779991542,1.6804487292,-1377505169850,-1379285677140,-1386034002200,-1405003490100,-1476434145160,-2367238530350,0.5,0.2768071286,1.6895668001,131134120927,131294938203,131904472161,133618021461,140072526671,220836004142,0.5,0.2758688944,1.6965048257,492606950242,493186144472,495381461293,501553367626,524805776392,816340602719,0.5,0.2794726415,1.6686962037,286944624401,287339325499,288835236658,293039799535,308866608785,505492880336,0
2017-06-21 02:00:22.795,-11348882012300,-4885808126770,265127451568,128888378701,-943298853985,-5216694198990,-98709013785.1,-1096976421930,105663888450,400568734686,225108412720,0,0,0,1,0,0,0.001312727,0.0036204633,0.0020869036,-0.0003297124,-665167785732,-272157992752,13519208429.2,7068130398.29,-50637161463.1,-295967236123,-5780424186.07,-61628085851,5676020470.61,20854498165.6,13358516021.8,-0.0015583163,0.0002483029,-2.53884013006E-05,-1.92391787368E-05,20168453584900,8334483382360,422114457618,216636776813,1554218604870,9008718198670,175797088341,1882806241020,175013492576,646642914350,403865168245,0.0051611484,0.0061509498,0.0037176181,0.0005093703,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2792322834,1.6706379368,-13529323671100,-13547738211800,-13617529796200,-13813699658900,-14552206688000,-23738290551300,0,0.277944597,1.680864083,-5765230443260,-5772660482050,-5800821368540,-5879983040050,-6178092331500,-9898503275870,0.5,0.275801354,1.696968794,307703144678,308063141893,309427664084,313264102156,327720689817,509346805928,0.5,0.2773334014,1.6855963582,151385292992,151575492535,152296377336,154322837197,161954358896,257231344889,0,0.2764927996,1.6919516282,-1101056283560,-1102390992380,-1107449759530,-1121670498010,-1175227246040,-1844208053410,0,0.2781726062,1.6791058153,-6167816485580,-6175854808040,-6206320609180,-6291956725940,-6614384634070,-10630336008900,0,0.279536508,1.6681294625,-117921884049,-118084121228,-118699010455,-120427390306,-126934789470,-207968285055,0,0.2780975431,1.6796763161,-1296040627610,-1297722558400,-1304097266510,-1322016513180,-1389492332250,-2230961181740,0.5,0.2769965414,1.6881350763,123763502039,123916512040,124496454025,126126807722,132267865451,209099423853,0.5,0.2761060363,1.6947677441,466030748453,466584457890,468683176269,474583475679,496812212777,775457022825,0.5,0.2794843296,1.6685981632,268918174133,269288203689,270690611547,274632376778,289470128184,473830889316,0
2017-06-21 02:00:24.795,-10639765669400,-4593491262220,250360258272,121357070526,-890053457853,-4903308705460,-92427777796.8,-1031062023910,99537073312.4,378081218158,210936814650,0,0,0,1,0,0,0.0011319548,0.0034045799,0.0019566078,-0.0003118987,-623924098861,-256685396347,12878878324.1,6673802550.68,-47895174417.7,-278423626603,-5424790990.62,-58060268359,5373282924.66,19807249420.8,12512557374.8,-0.0015678305,0.0002366373,-3.18494460029E-05,-1.85108565137E-05,18921063070300,7858500628360,401586890211,204547338775,1470317095100,8477007682380,164982045574,1773678008930,165613026876,613804139717,378404374652,0.004868684,0.005793286,0.0035162439,0.0004858682,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2792748721,1.6702898109,-12687924586500,-12705221589100,-12770777712900,-12955042887300,-13648737445500,-22277965437900,0,0.278064367,1.6799260698,-5425190285410,-5432216738320,-5458847957320,-5533709485190,-5815622904150,-9333610562270,0.5,0.2760855402,1.6948929778,291174597447,291519638429,292827465665,296504456360,310359601492,484348526324,0.5,0.2774641487,1.6845904759,142676524590,142856752784,143539844749,145460066793,152691511194,242974393801,0,0.2766271399,1.6909455809,-1039908874060,-1041176577730,-1045981387840,-1059488256390,-1110356898810,-1745809422820,0,0.2782417125,1.6785587413,-5800192708590,-5807772254700,-5836499288690,-5917248146440,-6221278102190,-10008460983200,0,0.2796406803,1.6672719652,-110505985880,-110658632542,-111237173172,-112863382114,-118986113132,-195230480740,0,0.2781988594,1.6788784849,-1219088876680,-1220677467290,-1226698404470,-1243623195370,-1307354221460,-2102104806610,0.5,0.2771861349,1.6866930446,116751566585,116897074189,117448579772,118998986668,124838836946,197892044121,0.5,0.2763415518,1.6930284477,440628409394,441157366679,443162263741,448798765588,470033276071,736160612007,0.5,0.279502785,1.6684445443,252017558641,252364540464,253679599060,257375862382,271289641213,444190859256,0
2017-06-21 02:00:26.795,-9973536034400,-4317282850480,236258419016,114224552542,-839498251055,-4607740134720,-86519817505.3,-968835111026,93720117848.3,356647918352,197638177337,0,0,0,1,0,0,0.0009610047,0.0032008622,0.0018330571,-0.0002948126,-585230463768,-242022873237,12257887833.1,6300136425.35,-45294908009.8,-261915727308,-5090208602.25,-54688913228.2,5084514921.96,18801926539.5,11720924832.5,-0.001576848,0.0002256057,-3.80172173755E-05,-1.7800520718E-05,17750367408400,7407588344170,381732752731,193086763752,1390673963910,7976306785240,154804458864,1670542096350,156647364193,582294096065,354570433012,0.0045915032,0.0054551507,0.0033241982,0.0004629987,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2793219231,1.6699049006,-11897575244500,-11913823656100,-11975405624000,-12148500522200,-12800146594700,-20906792956700,0,0.2781856352,1.6789726832,-5103640819390,-5110283849130,-5135461823000,-5206238054210,-5472764946790,-8798464972290,0.5,0.2763617164,1.6928559257,275337282423,275667595013,276919591386,280439569960,293702523419,460180438547,0.5,0.2775989165,1.6835493151,134424668327,134595417913,135242584537,137061817912,143912946236,229447564370,0,0.2767669783,1.6898937605,-981832690343,-983036624772,-987599741433,-1000427205130,-1048737420680,-1652265859740,0,0.2783168246,1.6779630939,-5453544487320,-5460691973320,-5487781490890,-5563927646290,-5850630393820,-9422298970300,0,0.2797492733,1.6663754184,-103528646381,-103672254493,-104216538496,-105746456461,-111506653116,-183236946317,0,0.2783030931,1.6780550916,-1146410220790,-1147910427580,-1153596378940,-1169579517700,-1229764572540,-1980275046810,0.5,0.2773757885,1.6852416308,110084267909,110222569521,110746762203,112220380936,117770924758,187195180310,0.5,0.2765753616,1.6912878766,416365903926,416870845036,418784710556,424165259899,444435124530,698419386726,0.5,0.2795281582,1.6682340335,236168776248,236494218850,237727645260,241194474276,254244743756,416435078059,0
2017-06-21 02:00:28.795,-9347582596750,-4056364955320,222805895227,107471347622,-791507859960,-4328977567400,-80963827351.4,-910099846989,88200310308.7,336234328237,185156456738,0,0,0,1,0,0,0.0007993885,0.0030086619,0.0017159622,-0.0002784458,-548923439167,-228132030200,11656711349.2,5946044865.32,-42828414859.7,-246377768537,-4775425522.45,-51503308444.3,4809174181.86,17837473305.1,10979956939.8,-0.0015853931,0.0002151758,-4.39009091752E-05,-0.000017109,16651484927100,6980543862280,362560816437,182222568288,1315059534950,7504684569460,145226725515,1573075954600,148100040235,552079968828,332253632093,0.0043288592,0.0051355425,0.0031411705,0.000440784,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2793734141,1.6694832354,-11155129197300,-11170393443000,-11228245421700,-11390856292800,-12003036640400,-19619133779000,0,0.2783084999,1.678003021,-4799657100620,-4805935963560,-4829733678970,-4896629800960,-5148543108900,-8291633271470,0.5,0.2766304105,1.6908554671,260180153548,260496006849,261693192926,265059033917,277740696245,436853735273,0.5,0.2777375071,1.6824740187,126607165457,126768903102,127381913072,129105129250,135594658052,216613951193,0,0.2769118925,1.6887987854,-926679808440,-927823018823,-932155982940,-944336476689,-990210315267,-1563325875070,0,0.278397741,1.6773201383,-5126652678370,-5133393061680,-5158939648290,-5230748929090,-5501124781790,-8869667126940,0,0.2798622026,1.6654401895,-96964640163.1,-97099728596.8,-97611722496.3,-99050876863,-104469346156,-171944176635,0,0.2784102458,1.6772059007,-1077777758380,-1079194274470,-1084563027340,-1099654513560,-1156481865190,-1865099425430,0.5,0.2775654021,1.6837816261,103747948838,103879332694,104377304978,105777207128,111050018048,176990680549,0.5,0.2768074045,1.6895468505,393209063474,393690726403,395516357831,400648821322,419983703211,662200426984,0.5,0.2795605701,1.6679655213,221303077741,221608382693,222765488690,226017811896,238260748282,390435719454,0
2017-06-21 02:00:30.795,-8759462487600,-3809957463010,209985536416,101078953582,-745963493879,-4066073517180,-75739748089.3,-854670622379,82965288810.3,316806031297,173439553191,0,0,0,1,0,0,0.0006466408,0.0028273637,0.0016050414,-0.0002627877,-514850746948,-214975998517,11075683291.9,5610506138.94,-40488329665.9,-231748816492,-4479269229.58,-48493373735.8,4546739449.54,16912836080.2,10286249535.9,-0.001593489,0.000205317,-4.95098078797E-05,-0.000016437,15619866364800,6576214022780,344075841961,171924189041,1243260556770,7060349801080,136213603722,1480975398240,139955147237,523128748398,311352033634,0.0040800411,0.0048335062,0.0029668494,0.0004192416,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2794293246,1.6690248203,-10457646050800,-10471986357200,-10526336601200,-10679104975000,-11254234092800,-18409732872000,0,0.2784330571,1.6770161869,-4512355857590,-4518288936410,-4540776068030,-4603987956410,-4842025530410,-7811742506070,0.5,0.2768921223,1.6888894405,245690320434,245992018689,247135548305,250350500452,262463176820,414374377322,0.5,0.2778797297,1.6813656941,119202646058,119355814154,119936344164,121568256097,127713929346,204438823848,0,0.2770614847,1.6876631323,-874310952442,-875396310576,-879510005952,-891074118662,-934626693824,-1478756024270,0,0.2784842658,1.6766310847,-4818378123960,-4824734742750,-4848826847420,-4916547838230,-5171532263390,-8348538668430,0,0.2799793829,1.6644666456,-90790251764.1,-90917308514.6,-91398861799.4,-92752451035.6,-97848762176.9,-161311401903,0,0.2785203282,1.6763305946,-1012976623730,-1014313894340,-1019382296620,-1033629489190,-1087277466800,-1756225880690,0.5,0.2777548952,1.6823136897,97729328801.7,97854075196,98326889485.7,99656062051.2,104662395350,167260882201,0.5,0.2770376363,1.6878060683,371123642021,371582765385,373322962525,378215213511,396644801471,627469899764,0.5,0.2796001128,1.6676380974,207356585142,207643054873,208728776492,211780466376,223268271830,366074154863,0
2017-06-21 02:00:32.795,-8206888692900,-3577316598470,197779296167,95029780047.7,-702752389007,-3818139116560,-70828684969.2,-802371494037,78003036831.1,298328773285,162439017309,0,0,0,1,0,0,0.0005023176,0.0026563838,0.0015000207,-0.000247826,-482870464765,-202519403638,10515011454.6,5292559143.17,-38267815415.5,-217972365523,-4200640772.14,-45649614301.4,4296708737,16026962290.7,9636637811.87,-0.0016011577,0.000196,-5.48532435535E-05,-0.000015785,14651270687600,6193493945970,326278990688,162162840361,1175078643580,6641639133040,127732050139,1393953332750,132197292496,495407228216,291770928299,0.0038443719,0.0045481315,0.0028009241,0.0003983851,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2794896364,1.6685296276,-9802376747700,-9815849441470,-9866911425630,-10010437294000,-10550773382200,-17273691150500,0,0.2785594008,1.6760112874,-4240893980950,-4246498816980,-4267741850430,-4327456414490,-4552322317610,-7357478307250,0.5,0.2771473262,1.6869556961,231853326001,232141203023,233232342004,236299968654,247857144430,392743662513,0.5,0.2780254008,1.680225408,112190847349,112335865661,112885506643,114430586269,120249241178,192889459431,0,0.2772153824,1.6864891291,-824594713119,-825624932830,-829529644632,-840506283508,-881846389503,-1398339089880,0,0.2785762094,1.6758970889,-4527655324760,-4533650024760,-4556370440680,-4620235833300,-4860704527920,-7857029605410,0,0.2801007305,1.6634551429,-84983174528.3,-85102658767.9,-85555511702.2,-86828427280.2,-91620994136.8,-151300396667,0,0.27863336,1.675428782,-951803287834,-953065524479,-957849538308,-971297306656,-1021934868260,-1653321439000,0.5,0.2779442055,1.6808383507,92015493566,92133875035.3,92582564345,93843911683.9,98594711647.1,157988576981,0.5,0.2772660297,1.6860661074,350075381544,350512703131,352170262654,356830165687,374384115645,594193102883,0.5,0.2796468505,1.6672510418,194269935834,194538780910,195557706039,198421656609,209202851083,343240307401,0
2017-06-21 02:00:34.795,-7687719175980,-3357733472780,186168427381,89307090830.9,-661767316659,-3584339732810,-66212832009.4,-753035662172,73301879669.3,280768532738,152109776422,0,0,0,1,0,0,0.0003659954,0.0024951681,0.0014006341,-0.0002335467,-452850278130,-190728331498,9974789662.58,4991298979.19,-36160514617.6,-204995966238,-3938509743.77,-42963079013.6,4058597819.05,15178799595,9028179563.23,-0.0016084202,0.0001871969,-5.99405460619E-05,-1.51534473297E-05,13741742700200,5831325728720,309168212489,152911383428,1110328867920,6247006362020,119751069027,1311738602140,124811563663,468882018538,273422326891,0.0036212069,0.0042785515,0.0026430858,0.0003782242,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.2795543343,1.6679975902,-9186749972430,-9199407756260,-9247381220740,-9382225976690,-9889881996670,-16206439245100,0,0.2786876233,1.6749874298,-3984467025150,-3989760350320,-4009822703530,-4066218227420,-4278584022670,-6927583125690,0.5,0.2773964731,1.6850520965,218653400383,218927814457,219967921312,222892046010,233908182076,371958756450,0.5,0.2781743454,1.6790541825,105552539052,105689806213,106210069029,107672563268,113180190421,181934989437,0,0.2773732391,1.6852789487,-777406851829,-778384502688,-782089969475,-792506506056,-831737166516,-1321872447540,0,0.2786733882,1.6751192533,-4253486688620,-4259139938480,-4280566240030,-4340794061350,-4567567567650,-7393386728220,0,0.2802261635,1.6624060174,-79522416914.7,-79634760897.9,-80060551739.9,-81257398429.9,-85763555923.3,-141875302434,0,0.2787493679,1.6745000071,-894064912481,-895256106117,-899770857643,-912461721475,-960248979950,-1556071010080,0.5,0.278133289,1.6793560099,86593887111.7,86706168580.5,87131737070.7,88328082469.6,92833988133.2,149156983408,0.5,0.2774925731,1.6843274237,330030079488,330446334788,332024044656,336459439781,353167315289,562334525611,0.5,0.2797008208,1.6668038157,181987950607,182240296515,183196690606,185884889676,196004582978,321832045497,0
