acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rot_phone_x,rot_phone_y,rot_phone_z,rot_phone_theta,rot_phone_phi,labelstairsdown,labelstairsup,labelstanding,labelwalking,labelsitting,labelondesk,pca_1,pca_2,pca_3,pca_4,acc_phone_x_temp_mean_ws_30,acc_phone_y_temp_mean_ws_30,acc_phone_z_temp_mean_ws_30,gyr_phone_x_temp_mean_ws_30,gyr_phone_y_temp_mean_ws_30,gyr_phone_z_temp_mean_ws_30,rot_phone_x_temp_mean_ws_30,rot_phone_y_temp_mean_ws_30,rot_phone_z_temp_mean_ws_30,rot_phone_theta_temp_mean_ws_30,rot_phone_phi_temp_mean_ws_30,pca_1_temp_mean_ws_30,pca_2_temp_mean_ws_30,pca_3_temp_mean_ws_30,pca_4_temp_mean_ws_30,acc_phone_x_temp_std_ws_30,acc_phone_y_temp_std_ws_30,acc_phone_z_temp_std_ws_30,gyr_phone_x_temp_std_ws_30,gyr_phone_y_temp_std_ws_30,gyr_phone_z_temp_std_ws_30,rot_phone_x_temp_std_ws_30,rot_phone_y_temp_std_ws_30,rot_phone_z_temp_std_ws_30,rot_phone_theta_temp_std_ws_30,rot_phone_phi_temp_std_ws_30,pca_1_temp_std_ws_30,pca_2_temp_std_ws_30,pca_3_temp_std_ws_30,pca_4_temp_std_ws_30,temp_pattern_labelstairsdown,temp_pattern_labelstairsup,temp_pattern_labelstanding,temp_pattern_labelwalking,temp_pattern_labelsitting,temp_pattern_labelondesk,temp_pattern_labelstairsdown(b)labelstairsdown,temp_pattern_labelstairsdown(b)labelstairsup,temp_pattern_labelstairsdown(b)labelstanding,temp_pattern_labelstairsdown(b)labelwalking,temp_pattern_labelstairsdown(b)labelsitting,temp_pattern_labelstairsdown(b)labelondesk,temp_pattern_labelstairsup(b)labelstairsdown,temp_pattern_labelstairsup(b)labelstairsup,temp_pattern_labelstairsup(b)labelstanding,temp_pattern_labelstairsup(b)labelwalking,temp_pattern_labelstairsup(b)labelsitting,temp_pattern_labelstairsup(b)labelondesk,temp_pattern_labelstanding(b)labelstairsdown,temp_pattern_labelstanding(b)labelstairsup,temp_pattern_labelstanding(b)labelstanding,temp_pattern_labelstanding(b)labelwalking,temp_pattern_labelstanding(b)labelsitting,temp_pattern_labelstanding(b)labelondesk,temp_pattern_labelwalking(b)labelstanding,temp_pattern_labelwalking(b)labelwalking,temp_pattern_labelwalking(b)labelsitting,temp_pattern_labelwalking(b)labelondesk,temp_pattern_labelsitting(b)labelstanding,temp_pattern_labelsitting(b)labelwalking,temp_pattern_labelsitting(b)labelsitting,temp_pattern_labelsitting(b)labelondesk,temp_pattern_labelondesk(b)labelondesk,acc_phone_x_max_freq,acc_phone_x_freq_weighted,acc_phone_x_pse,acc_phone_x_freq_0.0_Hz_ws_10,acc_phone_x_freq_0.1_Hz_ws_10,acc_phone_x_freq_0.2_Hz_ws_10,acc_phone_x_freq_0.3_Hz_ws_10,acc_phone_x_freq_0.4_Hz_ws_10,acc_phone_x_freq_0.5_Hz_ws_10,acc_phone_y_max_freq,acc_phone_y_freq_weighted,acc_phone_y_pse,acc_phone_y_freq_0.0_Hz_ws_10,acc_phone_y_freq_0.1_Hz_ws_10,acc_phone_y_freq_0.2_Hz_ws_10,acc_phone_y_freq_0.3_Hz_ws_10,acc_phone_y_freq_0.4_Hz_ws_10,acc_phone_y_freq_0.5_Hz_ws_10,acc_phone_z_max_freq,acc_phone_z_freq_weighted,acc_phone_z_pse,acc_phone_z_freq_0.0_Hz_ws_10,acc_phone_z_freq_0.1_Hz_ws_10,acc_phone_z_freq_0.2_Hz_ws_10,acc_phone_z_freq_0.3_Hz_ws_10,acc_phone_z_freq_0.4_Hz_ws_10,acc_phone_z_freq_0.5_Hz_ws_10,gyr_phone_x_max_freq,gyr_phone_x_freq_weighted,gyr_phone_x_pse,gyr_phone_x_freq_0.0_Hz_ws_10,gyr_phone_x_freq_0.1_Hz_ws_10,gyr_phone_x_freq_0.2_Hz_ws_10,gyr_phone_x_freq_0.3_Hz_ws_10,gyr_phone_x_freq_0.4_Hz_ws_10,gyr_phone_x_freq_0.5_Hz_ws_10,gyr_phone_y_max_freq,gyr_phone_y_freq_weighted,gyr_phone_y_pse,gyr_phone_y_freq_0.0_Hz_ws_10,gyr_phone_y_freq_0.1_Hz_ws_10,gyr_phone_y_freq_0.2_Hz_ws_10,gyr_phone_y_freq_0.3_Hz_ws_10,gyr_phone_y_freq_0.4_Hz_ws_10,gyr_phone_y_freq_0.5_Hz_ws_10,gyr_phone_z_max_freq,gyr_phone_z_freq_weighted,gyr_phone_z_pse,gyr_phone_z_freq_0.0_Hz_ws_10,gyr_phone_z_freq_0.1_Hz_ws_10,gyr_phone_z_freq_0.2_Hz_ws_10,gyr_phone_z_freq_0.3_Hz_ws_10,gyr_phone_z_freq_0.4_Hz_ws_10,gyr_phone_z_freq_0.5_Hz_ws_10,rot_phone_x_max_freq,rot_phone_x_freq_weighted,rot_phone_x_pse,rot_phone_x_freq_0.0_Hz_ws_10,rot_phone_x_freq_0.1_Hz_ws_10,rot_phone_x_freq_0.2_Hz_ws_10,rot_phone_x_freq_0.3_Hz_ws_10,rot_phone_x_freq_0.4_Hz_ws_10,rot_phone_x_freq_0.5_Hz_ws_10,rot_phone_y_max_freq,rot_phone_y_freq_weighted,rot_phone_y_pse,rot_phone_y_freq_0.0_Hz_ws_10,rot_phone_y_freq_0.1_Hz_ws_10,rot_phone_y_freq_0.2_Hz_ws_10,rot_phone_y_freq_0.3_Hz_ws_10,rot_phone_y_freq_0.4_Hz_ws_10,rot_phone_y_freq_0.5_Hz_ws_10,rot_phone_z_max_freq,rot_phone_z_freq_weighted,rot_phone_z_pse,rot_phone_z_freq_0.0_Hz_ws_10,rot_phone_z_freq_0.1_Hz_ws_10,rot_phone_z_freq_0.2_Hz_ws_10,rot_phone_z_freq_0.3_Hz_ws_10,rot_phone_z_freq_0.4_Hz_ws_10,rot_phone_z_freq_0.5_Hz_ws_10,rot_phone_theta_max_freq,rot_phone_theta_freq_weighted,rot_phone_theta_pse,rot_phone_theta_freq_0.0_Hz_ws_10,rot_phone_theta_freq_0.1_Hz_ws_10,rot_phone_theta_freq_0.2_Hz_ws_10,rot_phone_theta_freq_0.3_Hz_ws_10,rot_phone_theta_freq_0.4_Hz_ws_10,rot_phone_theta_freq_0.5_Hz_ws_10,rot_phone_phi_max_freq,rot_phone_phi_freq_weighted,rot_phone_phi_pse,rot_phone_phi_freq_0.0_Hz_ws_10,rot_phone_phi_freq_0.1_Hz_ws_10,rot_phone_phi_freq_0.2_Hz_ws_10,rot_phone_phi_freq_0.3_Hz_ws_10,rot_phone_phi_freq_0.4_Hz_ws_10,rot_phone_phi_freq_0.5_Hz_ws_10,cluster
2017-06-21 01:59:12.795,-108398228304000,-35116886808500,1024707428870,940186471557,-6753810479650,-45985111212800,-895944306884,-8680823956440,660911620667,2126441385470,2284466002780,1,0,0,0,0,0,0.0202889616,0.0271389447,0.0130045695,-0.0011610071,-6627184673060,-1714611797080,26020436152.8,52087673734.7,-405057657086,-2901168402360,-52439672052.1,-505428810815,33857527392.8,100871814904,142251974142,-0.000575154,0.0013961799,0.0003910577,-3.69152349284E-05,199369292863000,53451566075700,942503542922,1579772657570,12088418577000,86478500727600,1585444367820,15159603924400,1029840622300,3076517892310,4276299705690,0.0352844002,0.0420342136,0.0172832813,0.0011444358,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280226222,1.6624809501,-130298046537000,-130482834472000,-131183168151000,-133151515595000,-140559664982000,-232445460036000,0,0.2734574995,1.713344886,-40100947841200,-40143149758500,-40303109694400,-40752839421100,-42447427084400,-63725416219000,0.5,0.2500420687,1.7917583033,1019800564150,1019781335690,1019709153300,1019512154030,1018848826300,1021429157810,0.5,0.2765739277,1.6914145136,1099046795000,1100389730540,1105479472870,1119785544440,1173640584420,1843243726180,0,0.2784457887,1.6770721054,-8012839486380,-8023476036050,-8063786600370,-8177072424490,-8603301470820,-13872221734300,0,0.2806115089,1.6593015963,-55475208558800,-55555300521000,-55858834410200,-56711864436100,-59921333953200,-99596375110600,0,0.2788068337,1.6741002602,-1064938548680,-1066365584940,-1071774034530,-1086975615540,-1144197793910,-1855135558660,0,0.2777449795,1.682542584,-10239849576200,-10253035092500,-10303006642300,-10443450381400,-10971957484000,-17519079051700,0.5,0.2731804134,1.7152932253,754119533677,754910159870,757906645391,766329084833,798035592234,1192362141610,0.5,0.2696977769,1.7365856447,2370247759890,2372325142760,2380198431310,2402328250640,2485634080870,3521650159680,0.5,0.2809761323,1.656134097,2762245881890,2766275735610,2781548592300,2824474135860,2986028805140,4989652432490,0
2017-06-21 01:59:14.795,-101439215592000,-33375680121800,1014965618740,888255072234,-6357659299060,-43023282715900,-841400058867,-8179957594550,629598449567,2041791531920,2133204586430,1,0,0,0,0,0,0.0191404258,0.0257389815,0.012504061,-0.0011486448,-6191229132680,-1638880139340,27028500836.4,49079581190.7,-378423666490,-2700032584120,-49180314940.8,-473375218686,32100313514.2,96236858887.1,132703220815,-0.0006352388,0.0013345697,0.0003776846,-3.73856600919E-05,186266527515000,51044095963400,964889719261,1489032899330,11302264795600,80518886995200,1487147324170,14215414129800,977642958814,2942424225470,3989239975770,0.033450349,0.0400680426,0.0168121293,0.001155499,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2801589796,1.6630433638,-121868390701000,-122040779048000,-122694119218000,-124530388141000,-131441451664000,-217163356612000,0,0.273641701,1.7121152119,-38162430523100,-38202956537400,-38356563762500,-38788428883800,-40415651291200,-60840938693500,0.5,0.2519733114,1.7912071265,1019761500320,1019822715010,1020055432860,1020715602480,1023281242790,1066254816860,0.5,0.2764877916,1.692056161,1037665130530,1038928295540,1043715710940,1057172049640,1107828773090,1737733188670,0,0.2781919992,1.6790755913,-7528007274510,-7537896444000,-7575374654250,-7680701312000,-8076993531880,-12977055531800,0,0.2804297085,1.6608337589,-51826357165200,-51900659661200,-52182252876000,-52973625312800,-55951150967400,-92764233589600,0,0.2787641406,1.6744422023,-999769573354,-1001106946960,-1006175578510,-1020422049610,-1074049243090,-1740358286820,0,0.2776009133,1.6836522482,-9637986509060,-9650318555330,-9697055739030,-9828410942640,-10322737485700,-16449161778600,0.5,0.2730955042,1.7158459704,717917545620,718666788803,721506444628,729488178018,759537046313,1133436087840,0.5,0.2696501405,1.7368447273,2274919382910,2276905858820,2284434682230,2305596911760,2385268457840,3377154118180,0.5,0.280932154,1.6565101591,2578456758000,2582212340990,2596445730540,2636449765060,2787008954850,4654256869290,0
2017-06-21 01:59:16.795,-94943996911200,-31707959316900,1002412556130,839348473418,-5988343771530,-40270984954000,-790252778626,-7710130259480,599819782730,1960357518670,1992219489540,1,0,0,0,0,0,0.0180501573,0.0244016774,0.0120108428,-0.0011340641,-5784647494910,-1565551242440,27875635118.8,46256251761.7,-353769800527,-2513905321770,-46128972862.5,-443638025573,30451114709.5,91898247912.6,123803674373,-0.0006921582,0.0012749277,0.0003638429,-3.77499264732E-05,174049341087000,48717299488400,982851883396,1403863306810,10574597095900,75004472240400,1395120542440,13338297828000,928576604792,2816312782130,3721731314730,0.0317121158,0.0381695517,0.0163304631,0.0011632871,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2800913356,1.6636079044,-114004103899000,-114164948438000,-114774538478000,-116487844940000,-122936135552000,-202920156634000,0,0.2738189838,1.7109232595,-36301275223200,-36340158957500,-36487540968900,-36901900400500,-38463115996600,-58053575365500,0.5,0.2537173179,1.7898212546,1016071848210,1016206474450,1016717435120,1018159782320,1023671245480,1103408278970,0.5,0.2764059177,1.6926641275,979924301744,981112887625,985617651399,998279557975,1045946119920,1638736461150,0,0.2779447503,1.6810117995,-7077154337070,-7086356213310,-7121229783170,-7219237183830,-7587999646990,-12148881825200,0,0.2802496765,1.6623430682,-48440864416500,-48509830459900,-48771199822800,-49505739366600,-52269471882400,-86444697732700,0,0.2787233751,1.6747681883,-938692620936,-939946193189,-944697220855,-958051018353,-1008318235130,-1632916087160,0,0.277470126,1.6846547114,-9074959610960,-9086503926430,-9130255862290,-9253222451010,-9715999409770,-15453930189500,0.5,0.2730293185,1.7162743549,683601326305,684312142105,687006168697,694578665995,723088205809,1078009708020,0.5,0.2696341953,1.7369259065,2183719839480,2185623094580,2192836573700,2213112982930,2289456975560,3240882519490,0.5,0.2808862742,1.6569019416,2407174637980,2410674757480,2423939958350,2461222821050,2601540567710,4341770155070,0
2017-06-21 01:59:18.795,-88880498384900,-30111772381200,987351602846,793271636767,-5643727886780,-37711913719800,-742281474873,-7269067936850,571474109437,1881913258830,1860804210510,1,0,0,0,0,0,0.0170151131,0.0231252373,0.0115260083,-0.0011174491,-5405455979090,-1494635183310,28568350450.3,43605679304.2,-330938460808,-2341623216820,-43272025179.3,-416023914788,28901474569.1,87826104233.9,115509351091,-0.0007460916,0.0012172798,0.0003496286,-3.80117100177E-05,162657453883000,46471044192500,996512536738,1323899253210,9900702978750,69900465057400,1308952378580,12522662519400,882394348574,2697364836010,3472444449240,0.0300643396,0.0363389742,0.0158410304,0.0011679148,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2800236119,1.6641718771,-106666160419000,-106816258372000,-107385119727000,-108983955936000,-115001437759000,-189644328143000,0,0.2739897571,1.709767236,-34515888074600,-34553166090800,-34694461520600,-35091705455200,-36588390124700,-55363313077000,0.5,0.2553017504,1.787818222,1009055745910,1009256930930,1010020155720,1012171604290,1020353054150,1133327881360,0.5,0.2763287203,1.6932356119,925587526790,926706373250,930946827689,942865856121,987736304751,1545821582000,0,0.2777051328,1.6828734255,-6657550738420,-6666120415490,-6698598136340,-6789873009370,-7133312675640,-11382217110300,0,0.2800721604,1.6638235012,-45298131076500,-45362177545200,-45604902929400,-46287049385500,-48853691151900,-80597232961800,0,0.2786847662,1.6750764447,-881440287519,-882615528429,-887069683350,-899589075215,-946715632292,-1532324797810,0,0.2773524414,1.6855526353,-8547787690330,-8558604068290,-8599597342170,-8714811929280,-9148432305140,-14527160682500,0.5,0.2729814379,1.7165821211,651036899994,651711971756,654270537728,661462369305,688539985119,1025799584350,0.5,0.2696476034,1.7368427058,2096304050430,2098130774260,2105054253540,2124516004650,2197799336350,3111952173270,0.5,0.2808385586,1.6573088241,2247541729870,2250803917780,2263167374910,2297915817330,2428695017030,4050628251420,0
2017-06-21 01:59:20.795,-83218877591100,-28585095038000,970072581154,749842926281,-5321856376190,-35331083019900,-697279982180,-6854698007530,544469331985,1806263353890,1738300441700,1,0,0,0,0,0,0.0160324257,0.0219077954,0.0110505023,-0.0010989817,-5051799724390,-1426131992870,29113886063,41116635397.4,-309784351369,-2182111487850,-40596745515.6,-390356958634,27443665096.8,83993887354.8,107779177158,-0.0007972069,0.0011616396,0.0003351299,-0.000038175,152034540086000,44304901019100,1006039231780,1248799958990,9276243427210,65174752855900,1228258309870,11763428457000,838871025098,2584859673930,3240138626490,0.0285019994,0.0345762032,0.0153463515,0.0011695096,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2799561261,1.6647326416,-99818208120200,-99958301882400,-100489248192000,-101981522257000,-107597960250000,-177269092700000,0,0.2741544211,1.7086452969,-32804544496200,-32840255808800,-32975612582100,-33356157305900,-34789884853800,-52769736576500,0.5,0.2567489426,1.7853618645,999028579456,999289688794,1000280027230,1003069835810,1013654318610,1156463969530,0.5,0.2762565911,1.6937679993,874434081378,875487698835,879480938227,890705134468,932960310577,1458585127870,0,0.2774741752,1.6846538793,-6266693670030,-6274681639190,-6304954858540,-6390034909300,-6710174273200,-10672021288600,0,0.2798978922,1.6652692934,-42379202595400,-42438712980500,-42664247727100,-43298085294100,-45683000590300,-75184470890500,0,0.2786485389,1.6753652377,-827763026987,-828865040863,-833041668145,-844781026563,-888971575967,-1438132307260,0,0.2772476117,1.6863490785,-8053758831090,-8063901688360,-8102342512180,-8210384469210,-8617026102040,-13663211228000,0.5,0.2729513538,1.7167733015,620102638051,620744401482,623176736960,630013836035,655757014024,976548274248,0.5,0.2696880498,1.7366077951,2012371801000,2014127805200,2020783302810,2039492214740,2109946693920,2989589717970,0.5,0.2807890813,1.6577301147,2098758434900,2101799032040,2113322676270,2145710762070,2267606551150,3779372104370,0
2017-06-21 01:59:22.795,-77931376348400,-27125848252900,950850933121,708893226761,-5020940114370,-33114722316200,-655055977862,-6465129605280,518721865613,1733239108450,1624094842240,1,0,0,0,0,0,0.0150993916,0.0207474333,0.0105851324,-0.0010788402,-4721945083670,-1360032592770,29520034149.6,38778622528.6,-290173601334,-2034377690090,-38091244466.5,-366477086978,26070628781.5,80378062693.5,100574805239,-0.0008456612,0.0011080102,0.0003204277,-3.82441522539E-05,142127992098000,42218175066200,1011632458920,1178247059290,8697226006410,60797709664300,1152679200260,11055982109900,797801701711,2478164077110,3023655972120,0.0270203893,0.03288083,0.0148487287,0.0011682085,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2798891906,1.6652876244,-93426397721900,-93557178389600,-94052828869200,-95445902400200,-100689004026000,-165732143126000,0,0.2743133667,1.7075555567,-31165411306300,-31199596934400,-31329170570700,-31693453695100,-33065877875400,-50272072717900,0.5,0.2580771332,1.782576248,986295238260,986609887721,987803138519,991163240455,1003893956170,1173273016790,0.5,0.2761898965,1.6942588717,826258272948,827250863723,831012814674,841586942486,881395329919,1376650506290,0,0.2772528348,1.6863473117,-5902289663540,-5909742176520,-5937986174720,-6017363953910,-6316055611930,-10013664889200,0,0.2797275808,1.6666749873,-39666643778600,-39721970743200,-39931651359200,-40520935883900,-42738253473300,-70171978321500,0,0.2786149126,1.6756328798,-777427982151,-778461531606,-782378681331,-793388738534,-834834230447,-1349916514870,0,0.2771553272,1.6870474203,-7590404566900,-7599923461620,-7635999635490,-7737396605490,-8119042907290,-12856966867100,0.5,0.2729384805,1.7168521561,590688137487,591298803430,593613286375,600119191596,624616412650,930022150874,0.5,0.2697532718,1.7362330079,1931662366980,1933352692400,1939759305860,1957768994890,2025595633020,2873119810430,0.5,0.2807379264,1.6581650382,1960079498490,1962913733630,1973655281190,2003845228020,2117468152670,3526640870540,0
2017-06-21 01:59:24.795,-72992181833200,-25731914080100,929947128118,670265111909,-4739342573960,-31050181062900,-615430059957,-6098635847000,494155810502,1662694964560,1517616018220,1,0,0,0,0,0,0.0142134607,0.0196421976,0.0101305802,-0.001057199,-4414272340440,-1296319699860,29794985451,36581829857.2,-271982941685,-1897505823280,-35744415869.5,-344238677019,24775924503.7,76957797696.1,93860441518.4,-0.0008916017,0.001056385,0.000305596,-3.82236261687E-05,132888697113000,40209934940600,1013516144550,1111943247020,8159979616410,56742016159300,1081879672320,10396133410000,758999984959,2376722737710,2821916176560,0.0256150959,0.0312521806,0.0143502547,0.0011641571,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2798231106,1.6658343305,-87459221267500,-87581331975900,-88044124069200,-89344847741100,-94240396903000,-154975374433000,0,0.2744669759,1.7064960988,-29596567062800,-29629269620100,-29753221679200,-30101697767400,-31414535825500,-47869232246200,0.5,0.259301371,1.7795557959,971148710932,971510791772,972883798378,976749069166,991380372643,1184212515650,0.5,0.2761289758,1.6947060162,780868470983,781803949330,785349446644,795315200957,832833730122,1299666334740,0,0.2770419909,1.6879486274,-5562238031990,-5569197438860,-5595572709620,-5669699212730,-5948639412540,-9402898355080,0,0.279561906,1.6680354755,-37144422142300,-37195889901400,-37390945081000,-37939129414000,-40001837977000,-65528041492900,0,0.2785841009,1.6758777342,-730217887816,-731187416296,-734861928920,-745190017231,-784068603697,-1267283413720,0,0.2770752257,1.6876512915,-7155476413190,-7164416514760,-7198299208030,-7293532110220,-7651990883710,-12103789846700,0.5,0.2729421668,1.7168231175,562693184693,563274760147,565478996008,571675075363,595006657762,886009390991,0.5,0.2698410819,1.7357293724,1853949670500,1855578683580,1861752955030,1879109860560,1944482729910,2761954361240,0.5,0.2806851896,1.6586127231,1830810401610,1833452465540,1843465698680,1871608667100,1977527653560,3291165539690,0
2017-06-21 01:59:26.795,-68377295713500,-24401149926900,907606289002,633812059862,-4475567270430,-29125840077400,-578234882942,-5753637777390,470702191358,1594505319650,1418331698600,1,0,0,0,0,0,0.0133722261,0.0185901147,0.0096874111,-0.0010342274,-4127268822900,-1234968693750,29947193594.9,34517091400.2,-255098933353,-1770650810040,-33545886415.7,-323509256362,23553677085.6,73714683583.9,87602682780.3,-0.0009351666,0.001006749,0.0002907018,-3.81181503461E-05,124270825254000,38279040618500,1011930099580,1049610987480,7661130815490,52982491301100,1015546579250,9780076538040,722296442909,2280049552990,2633911494130,0.0242819773,0.029689349,0.0138528231,0.0011575069,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2797581831,1.6663703529,-81887359427100,-82001398502600,-82433599826400,-83648346968100,-88220330523800,-144944627477000,0,0.2746156208,1.7054649843,-28096020675300,-28127283995900,-28245780660800,-28578917245400,-29833934918700,-45559849084500,0.5,0.2604341901,1.7763726864,953868986122,954272684205,955803407293,960111868277,976410028593,1189736577290,0.5,0.276074139,1.6951074307,738086190860,738968201873,742311060227,751707268601,787082075200,1227304902470,0,0.2768424386,1.6894534849,-5244615470930,-5251120534050,-5275773974360,-5345061986080,-5605803215650,-8835823297810,0,0.2794015124,1.6693460367,-34797799423200,-34845705956600,-35027264967100,-35537522533200,-37457559385900,-61223464692600,0,0.2785563108,1.6760982196,-685930041576,-686839694499,-690287280964,-699977557944,-736455440597,-1189865287650,0,0.2770069014,1.6881645093,-6746924570840,-6755327086040,-6787172451810,-6876680018130,-7213600514830,-11399474070900,0.5,0.2729617082,1.7166907426,536026799319,536581106806,538682001945,544587659094,566826535049,844318102461,0.5,0.2699493853,1.7351071518,1779037922850,1780609402110,1786565646180,1803309952210,1866379648370,2655582742400,0.5,0.2806309793,1.6590721896,1710303979570,1712767094450,1722102124290,1748338956600,1847084092840,3071762934500,0
2017-06-21 01:59:28.795,-64064410987400,-23131401319500,884058009855,599397714074,-4228246136090,-27331029304900,-543314347966,-5428689879670,448298260266,1528561695010,1325746095880,1,0,0,0,0,0,0.0125734152,0.0175892039,0.0092560846,-0.0010100895,-3859522391680,-1175948443950,29985256630.5,32575846496.5,-239417243931,-1653033327140,-31485968395.4,-304168311944,22398530291.2,70632481023.9,81770363048.4,-0.0009764853,0.0009590799,0.000275806,-3.79325720381E-05,116231628679000,36424169743000,1007123959240,990991300751,7197581635630,49495934964500,953387570540,9204354017370,687537137597,2187719738820,2458702039690,0.023017144,0.0281912292,0.0133581382,0.0011484143,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2796946957,1.6668933804,-76683537305300,-76790061240500,-77193780860200,-78328479145700,-82599206272500,-135589444945000,0,0.2747596643,1.7044602618,-26661728351300,-26691597150700,-26804807942000,-27123081912200,-28322079835400,-43342317080700,0.5,0.2614861197,1.7730822909,934722225445,935162035058,936829604811,941522569480,959266314982,1190292178600,0.5,0.2760256659,1.6954613272,697745228927,698577166382,701730247963,710593060686,743960201640,1159260711080,0,0.2766548846,1.6908582862,-4947661753490,-4953747938910,-4976813953590,-5041641152060,-5285603824350,-8308865631630,0,0.279247004,1.6706023664,-32613230732500,-32657849840900,-32826950314400,-33302197013400,-35090530531900,-57231382392100,0,0.2785317415,1.6762928129,-644375338471,-645228983049,-648464299882,-657557959493,-691790184462,-1117319015680,0,0.2769499137,1.6885910194,-6362878626080,-6370781184740,-6400731821700,-6484914704120,-6801803066110,-10740203563000,0.5,0.2729963575,1.7164596698,510606353434,511135048820,513138878068,518771742210,539984172324,804774583764,0.5,0.2700761925,1.7343758875,1706757715030,1708274928580,1714025526030,1730191985810,1791088728450,2553562897180,0.5,0.2805754191,1.6595423375,1597957255870,1600253740120,1608957252700,1633419164410,1725484303580,2867330069050,0
2017-06-21 01:59:30.795,-60032796205900,-21920513255500,859516340126,566895187548,-3996128764810,-25655951567200,-510522844638,-5122467014230,426886858783,1464770223570,1239397440970,1,0,0,0,0,0,0.011814881,0.0166374892,0.0088369632,-0.0009849436,-3609715279540,-1119222094120,29917814283.4,30750102423,-224841970573,-1543934972040,-29555615384,-286106197636,21305603096.2,67696888079,76334409339.7,-0.0010156794,0.0009133486,0.0002609634,-3.76718372869E-05,108731251117000,34643842316800,999352289032,935842608566,6766488815570,46260980968500,895129745687,8665823889020,654582262282,2099362703960,2295411368090,0.0218169412,0.0267565435,0.0128677253,0.0011370389,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2796329253,1.6674012048,-71822388422500,-71921914679400,-72299113733200,-73359275052900,-77349489741000,-126862839333000,0,0.274899459,1.7034799751,-25291608941100,-25320128510500,-25428225127300,-25732119473200,-26876920922900,-41214824204500,0.5,0.2624660747,1.7697271969,913960177694,914430910623,916215661070,921237831175,940218705080,1186315999550,0.5,0.2759838047,1.6957661323,659690846526,660475869705,663451147962,671814217293,703300345762,1095249090560,0,0.2764799439,1.6921601556,-4669766455400,-4675466203120,-4697067728840,-4757779564270,-4986262851230,-7818750493890,0,0.2790989396,1.6718005982,-30578270873400,-30619854087200,-30777449256000,-31220363795500,-32887069949800,-53527084084400,0,0.2785105845,1.676460052,-605377365880,-606178609694,-609215329425,-617750799903,-649882002901,-1049324477130,0,0.2769037951,1.6889348435,-6001630081600,-6009067085430,-6037253359640,-6116477843960,-6414711065750,-10122514645800,0.5,0.2730453364,1.7161345825,486356761358,486861350230,488773818941,494149919201,514396148750,767221708117,0.5,0.2702196277,1.7335444438,1636962518670,1638428293410,1643983953350,1659602626410,1718439028250,2455513285640,0.5,0.2805186482,1.6600219345,1493208479320,1495349808350,1503465294770,1526274521410,1612119716720,2676838848430,0
