,lin_acc_x,lin_acc_y,lin_acc_z,gyr_x,gyr_y,gyr_z,step_count_value,light_light_intensity,rotation_x,rotation_y,rotation_z,rotation_theta,rotation_phi,proximity_x,proximity_y,proximity_z,step_detect_value,labelwalkupstairs
2017-06-11 02:33:34.588,1.9105382772249999,-1.0575986431169999,-1.4988212480844998,0.162027097698,-1.45222288019,2.06170838328,,16.8564995,-0.373372141773,0.051310555296,-0.0645686386,0.33131062523,0.5235988,0.0,0.0,0.0,1.0,0
2017-06-11 02:33:35.588,1.245905799565,-0.38628296170000015,-0.30520048391849997,-0.382729732409,0.143468276598,-0.11165997146,,,-0.6026483402,0.28530323075,-0.487465728,0.55865548265,0.5235988,,,,1.0,0
2017-06-11 02:33:36.588,0.16928497195999995,-0.075847198093000043,0.24326803564999991,0.140982819416,-0.123747597093,0.068437824049,,,-0.73077413455,0.178558758545,-0.4322898701,0.47765762005,0.5235988,,,,1.0,0
2017-06-11 02:33:37.588,-0.53983122824000007,0.014364560315000005,0.65283027329999999,0.043270398971,0.128781076,0.0818080976775,,,-0.7412053645,0.149955892465,-0.4281934093,0.47370004185,0.5235988,,,,1.0,0
2017-06-11 02:33:38.588,-0.3132898902759999,0.15403410238000001,1.062283704615,0.0542290767475,0.136521624388,0.0456607064925,,,-0.7399976117,0.181341439105,-0.43212911885,0.4602152058,0.5235988,,,,1.0,0
2017-06-11 02:33:39.588,-0.41228198017000006,0.10077244888500005,0.6699989823975,-0.083048502,0.0800304520431,-0.139668360534,,,-0.73704687515,0.178480563235,-0.45049275785,0.4488017447,0.5235988,,,,1.0,0
2017-06-11 02:33:40.588,0.15751755024999986,-0.14109779005499995,1.2302956245450003,0.253441676582,-1.05280747571,-0.999110766203,,,-0.7132686639,0.086334129102,-0.39587662015,0.5031287779,0.5235988,,,,1.0,0
2017-06-11 02:33:41.588,-0.52529421656499997,-1.2018836856574999,0.49956729668249994,0.179642966455,-0.436462474515,-0.059065585255,105.5,,-0.6719056688,-0.3335906119,-0.0730974693225,0.64127664715,0.5235988,,,,1.0,0
2017-06-11 02:33:42.588,-0.25513221612000009,-0.19253365358999996,0.23527257407100002,0.434615697931,0.415247858132,0.695083580163,107.5,,-0.61950573405,-0.37078952005,0.0095441841387,0.67523678065,0.5235988,,,,1.0,0
2017-06-11 02:33:43.588,-0.79098324009099996,-0.76344481158849997,2.0241328589999998,0.484132850733,-0.807132967095,-0.91649613816,109.0,,-0.4646404646,-0.61783060425,0.0976274918124,0.561083999,0.5235988,,,,1.0,0
2017-06-11 02:33:44.588,-0.35538911488750008,-0.27713588005800005,0.94370254337499981,0.0426422101475,-0.321695828683,-0.13924199536,110.0,,-0.241226755545,-0.7417153132,0.39724662685,0.4576186333,0.5235988,,,,1.0,0
2017-06-11 02:33:45.588,-0.057725591788499953,-0.13674094005150003,0.51616673275499991,-0.197764572004,-0.23164410679,-0.175360108659,111.0,,-0.219366576925,-0.71542766635,0.45600755435,0.46587834095,0.5235988,,,,1.0,0
2017-06-11 02:33:46.588,0.30962848527999998,-0.29336871429599992,0.189314375565,0.193870570536,0.373795653297,0.27957154569,112.5,,-0.213665547355,-0.71397624155,0.4622680575,0.45899254025,0.5235988,,,,1.0,0
2017-06-11 02:33:47.588,-0.49746073021999992,0.289362571427,0.77097651043750004,0.229418831326,0.16049921941,0.30662199534,114.5,,-0.19831970028,-0.7399632553,0.4107859316,0.4727641546,0.5235988,,,,1.0,0
2017-06-11 02:33:48.588,-0.54735437203000004,-0.0048039280850000312,0.81861040013999997,-0.00233225122556,-0.0366329217494,-0.179994463819,116.0,,-0.171034527545,-0.77315270555,0.39246209085,0.44253736865,0.5235988,,,,1.0,0
2017-06-11 02:33:49.588,-0.01670239669499992,0.10978032079699998,0.95690897686500009,0.166605414161,-0.866616456545,-0.318371230825,117.0,,-0.0942266868325,-0.7043009895,0.57133237745,0.36792790275,0.5235988,,,,1.0,0
2017-06-11 02:33:50.588,0.6783689650100001,-0.46197759974500002,1.6287293633535,0.238048421709,-0.859490793307,-0.19667589287,118.5,,-0.00043030775,-0.0733078551,0.02222993195,0.0827668936079,0.5235988,,,,1.0,0
2017-06-11 02:33:51.588,-0.19185917773999997,-0.20657656748,0.64392680627499999,0.754445079936,-0.598260657685,0.231886327949,120.5,,-0.5777911599,0.4539722797,-0.596897602,0.286047919345,0.5235988,,,,1.0,0
2017-06-11 02:33:52.588,-0.88191869079615004,-0.21548339127999999,1.1952730490710002,0.162077670802,-0.153043488813,-0.297462706685,122.0,,-0.75980477025,0.20818301749,-0.49199146105,0.33360118625,0.5235988,,,,1.0,0
2017-06-11 02:33:53.588,-0.58426877496700003,-0.66135090670000007,0.54958288330500016,-0.162070265034,-0.0427037216569,-0.274207898828,123.5,,-0.7557307785,0.1797375247,-0.4648075359,0.3943688704,0.5235988,,,,1.0,0
2017-06-11 02:33:54.588,-0.13637175322299996,0.062399373765000002,0.632938308585,-0.215569429161,-0.314631386737,-0.282330309161,125.0,,-0.7191094194,0.220861937495,-0.4901622379,0.4148148504,0.5235988,,,,1.0,0
2017-06-11 02:33:55.588,0.44705513835200006,-0.53053394679499999,-0.043038449025000002,0.128986037567,0.324980505179,0.175392045196,126.5,,-0.70894104595,0.19772432295,-0.47608452325,0.4643026618,0.5235988,,,,1.0,0
2017-06-11 02:33:56.588,-0.66422862420650008,0.45623097094000004,0.40034680162550002,0.324919730214,0.244030029678,0.387263482579,128.5,,-0.730515766,0.16205444959,-0.48453340985,0.42644026525,0.5235988,,,,1.0,0
2017-06-11 02:33:57.588,-0.42841119245000003,0.10052780951000001,0.65528889433399995,0.156304202369,-0.562741451416,-0.240816703578,130.0,,-0.7321606595,0.131311724478,-0.429031032,0.4927265295,0.5235988,,,,1.0,0
2017-06-11 02:33:58.588,-0.13575836155500012,-0.72779652245500004,1.1405994395915005,0.144179657198,-0.764043570765,-0.597009604564,131.5,,-0.73150036515,-0.196685766876,-0.2146137463,0.5758684945,0.5235988,,,,1.0,0
