x,y,z,timestamp,
0.81865877,-0.60054666,-0.81740725,1497148414588
0.79888093,-0.87275666,-0.87878543,1497148414594
0.82011485,-0.9521699,-0.83561826,1497148414599
0.67176217,-0.6705382,-0.54417,1497148414603
0.5740571,-0.4830923,-0.13421677,1497148414608
1.0186698,-0.55598277,-0.2654989,1497148414614
1.0228084,-0.42143986,0.12661757,1497148414619
1.1471293,-0.7074055,-0.11522003,1497148414623
0.6079303,-0.62435955,0.4517111,1497148414629
-0.34853816,-0.33184445,1.0155663,1497148414634
-1.2385827,0.21596546,0.6254631,1497148414639
-1.981765,1.0660172,-0.16586483,1497148414643
-1.893972,1.0476701,-0.79370195,1497148414648
-1.4917189,0.53730536,-1.7052208,1497148414653
-1.3022891,0.15497126,-1.3464553,1497148414658
-1.0525942,-0.0059396974,-1.2492479,1497148414663
-0.79761475,-0.36168686,-1.4726171,1497148414668
-0.81686133,-0.8743465,-1.3665344,1497148414674
-0.64157826,-1.3607494,-1.3891921,1497148414679
-1.0852821,-1.0841832,-0.8572544,1497148414683
-0.55798733,-0.9493949,-0.8631706,1497148414688
-0.90045744,-1.2459432,-0.6734846,1497148414693
-1.9382594,-1.667044,-0.44340318,1497148414698
-2.7307987,-2.0027633,0.82029814,1497148414703
-2.7916198,-1.9330283,2.6273992,1497148414708
-2.5869932,-1.2495338,3.651996,1497148414713
-2.3454416,-0.6807411,3.9669764,1497148414717
-1.8027481,-0.25360352,3.6289394,1497148414723
-1.1483438,-0.037597436,2.5908446,1497148414728
-0.4232551,-0.16685319,1.8307141,1497148414733
0.44487578,-0.35403973,1.5968221,1497148414738
1.3093048,-0.60566,1.5787184,1497148414743
2.1849494,-0.9427568,2.123576,1497148414748
3.136393,-1.0842808,2.760531,1497148414753
4.006115,-0.9744332,3.1937153,1497148414758
4.7224483,-0.5645762,3.5612113,1497148414763
5.3945093,-0.465201,3.1900187,1497148414767
6.9227347,-1.2694101,1.7278948,1497148414772
9.386082,-2.424814,0.5429398,1497148414777
10.5019245,-2.770845,-0.62819576,1497148414783
10.2747965,-2.4996169,-1.4487653,1497148414787
9.3050375,-2.3455822,-1.5399034,1497148414792
8.147459,-2.289693,-1.5922905,1497148414797
6.9740524,-2.2903025,-1.5381063,1497148414802
6.1633525,-2.5851738,-1.9708012,1497148414807
5.4288597,-2.8574357,-3.3575337,1497148414812
4.5228577,-3.1325436,-4.9664617,1497148414817
2.3820581,-3.2214649,-8.337792,1497148414822
-17.628675,2.703467,-17.370008,1497148414827
-35.091824,10.104968,-20.62125,1497148414832
-18.207834,0.6802568,-9.394532,1497148414837
-1.0688964,-7.1882024,-2.383768,1497148414843
3.6898668,-7.6683726,-3.800908,1497148414847
4.779648,-6.9747496,-0.2534756,1497148414852
2.050031,-4.2154093,0.8110999,1497148414858
-0.9773285,-1.3113883,-0.39578456,1497148414863
-0.3771053,-1.0618625,1.0180068,1497148414867
0.32427663,-3.1821887,0.9205932,1497148414872
2.686957,-5.067409,-2.9879837,1497148414877
4.4264426,-5.537243,-6.4898705,1497148414883
5.009382,-4.865836,-8.364457,1497148414887
4.724231,-3.7935162,-8.162548,1497148414892
3.8516293,-3.2153869,-6.9954996,1497148414897
2.8101218,-3.6231966,-5.891143,1497148414903
1.9248663,-4.549371,-5.17592,1497148414907
1.8071746,-5.382321,-5.117301,1497148414912
0.9056004,-5.8419685,-5.5957026,1497148414918
-1.0785954,-6.3324533,-5.066311,1497148414923
-2.9647555,-7.413164,-5.2903223,1497148414927
-4.2783093,-8.320241,-7.1790843,1497148414932
-5.8052855,-8.962888,-5.5839643,1497148414938
-7.355399,-9.887774,-3.9418876,1497148414943
-8.513855,-11.211498,-3.0864627,1497148414947
-8.661114,-12.355562,-2.6476853,1497148414952
-7.700125,-12.94495,-3.4600074,1497148414957
-6.694486,-12.914281,-5.209416,1497148414962
-4.7626076,-12.365175,-6.873172,1497148414967
-2.7564073,-12.185562,-6.8389735,1497148414972
-1.6532326,-12.347819,-5.69182,1497148414977
-1.7550752,-12.545673,-4.7692714,1497148414983
-1.8436953,-12.5869255,-3.8477867,1497148414988
-1.8791242,-12.542485,-2.2035367,1497148414993
-2.1882484,-12.349988,-0.9437857,1497148414998
-2.9333475,-12.204202,-0.34828904,1497148415002
-3.662955,-12.635407,0.02832208,1497148415008
-4.4415574,-13.206174,-0.04743384,1497148415013
-4.3094316,-13.566192,-0.26700947,1497148415018
-2.9202766,-13.709719,-0.6187967,1497148415023
0.110570535,-13.088515,-0.923649,1497148415027
3.3326592,-11.508876,-1.819576,1497148415032
8.042715,-10.3394,-3.0625029,1497148415037
12.007369,-8.873912,-4.6872897,1497148415042
15.224157,-7.8656044,-6.0134706,1497148415048
18.500904,-7.2219157,-6.213183,1497148415053
21.18196,-6.4516625,-5.2530794,1497148415058
21.92606,-6.2456946,-3.6888533,1497148415063
23.486551,-5.3145704,-1.2930051,1497148415068
23.684141,-3.402749,1.1984555,1497148415073
22.610683,-1.0942398,3.4243264,1497148415078
22.774536,0.17110494,5.2991967,1497148415083
23.951761,0.7937621,6.314038,1497148415087
25.062506,1.3291125,6.323423,1497148415092
25.120184,2.3498178,5.4965496,1497148415097
24.040695,3.6789775,4.4982314,1497148415102
23.571877,4.3269324,3.0163739,1497148415108
22.704962,4.2467494,1.6472102,1497148415113
20.370062,4.0734606,0.79803365,1497148415118
17.620718,4.109873,0.31202006,1497148415123
15.537335,4.1534495,0.4195848,1497148415128
13.893614,4.1664066,1.2705735,1497148415133
12.420136,4.0550776,2.7557006,1497148415138
11.034479,4.0634394,3.9043517,1497148415143
10.114748,4.2177944,4.664438,1497148415147
9.42056,4.262021,4.4080796,1497148415152
9.401863,4.3442144,2.821151,1497148415157
9.620328,4.5364933,-2.3145525,1497148415162
9.840611,4.9828544,-13.498188,1497148415168
9.912528,6.5028763,-21.473415,1497148415173
8.533001,7.073179,-15.719094,1497148415178
7.3248954,7.199884,-12.997633,1497148415183
6.5414567,6.5469594,-6.8681664,1497148415188
9.018607,5.7496634,-6.073407,1497148415193
9.935051,4.8385167,-2.121163,1497148415198
6.5858674,6.3704495,-2.9340994,1497148415204
8.73001,4.3165193,-2.5329175,1497148415208
7.742303,4.365886,0.32757097,1497148415213
4.8323193,5.163904,-1.1880707,1497148415218
5.7863474,3.7652555,-1.2520084,1497148415223
4.675724,4.001565,-1.2588087,1497148415229
3.907383,4.001347,-1.874145,1497148415234
3.4132214,3.4329357,-2.9500144,1497148415239
3.6210089,3.2541234,-3.8639984,1497148415244
2.1565275,3.5162642,-4.0201735,1497148415248
1.7935541,3.0420337,-2.8974447,1497148415254
0.23378654,3.5561986,-3.2961018,1497148415258
-0.49712577,3.6191158,-3.7938619,1497148415263
-3.946291,4.695315,-2.7917445,1497148415269
0.28918836,3.129402,0.3427783,1497148415273
0.9585634,2.780429,10.522863,1497148415278
-2.2993746,4.456475,8.938242,1497148415283
-5.2996182,5.968341,17.853107,1497148415288
-7.957266,2.5489957,-10.070789,1497148415293
-8.915092,4.766456,-10.396953,1497148415298
-10.523671,6.525588,-6.0960855,1497148415304
-8.088948,4.9060516,-3.328302,1497148415309
-7.9697123,4.2675843,-1.4703493,1497148415313
-8.6243,4.5984983,0.0032089131,1497148415318
-8.718947,4.573298,0.5099713,1497148415323
-9.693711,4.4559984,0.69535863,1497148415329
-11.166302,3.847194,-0.3697678,1497148415334
-12.210137,3.1869502,-1.2819088,1497148415338
-11.788537,2.7044945,-1.8979858,1497148415343
-10.13075,2.6694422,-2.1037097,1497148415349
-8.606689,3.0708878,-3.2226558,1497148415353
-7.7979774,3.9776073,-4.3775954,1497148415358
-5.411584,2.7829368,-6.5586247,1497148415364
-5.886137,3.849601,-3.2233722,1497148415368
-5.3891234,3.0916872,-2.0163355,1497148415373
-4.7054143,2.4985147,-2.0174954,1497148415378
-3.2827158,2.2358637,-2.153216,1497148415383
-2.825047,2.228616,-2.4673548,1497148415388
-2.5421734,1.7543982,-3.2789612,1497148415393
-2.2429135,1.405919,-4.1247587,1497148415398
-2.5331366,0.7676306,-3.0325973,1497148415404
-2.6423302,-0.1186684,-3.0328991,1497148415408
-2.819364,-0.17810796,-2.119538,1497148415413
0.6222252,-3.9133925,-1.3893489,1497148415418
-2.9549632,-1.3143451,0.5196455,1497148415424
-5.019328,1.8311392,3.4363806,1497148415428
-2.1972427,-0.47052997,2.5853293,1497148415433
0.65619534,-2.8638682,1.7417424,1497148415438
-0.13944927,-1.5508515,1.4021835,1497148415444
0.30417576,-1.6590382,0.81797063,1497148415448
1.5136733,-1.6973577,0.37458396,1497148415453
9.592002,-8.096952,-2.1629326,1497148415458
3.132833,-1.2964143,-0.4783016,1497148415464
0.31094125,2.635325,1.7263197,1497148415468
3.126666,0.48962495,-0.30188763,1497148415473
4.961309,-1.5209289,-1.1431786,1497148415479
5.6733184,-2.2109334,-1.0065433,1497148415484
9.815863,-7.5191817,-0.6941455,1497148415489
0.58274937,1.623049,1.6104288,1497148415494
2.1830685,0.38448533,0.6898073,1497148415499
3.5435975,-2.4305112,-0.7224949,1497148415504
3.9874592,-3.674979,-0.6300991,1497148415509
0.1393523,-1.1383601,0.59555024,1497148415514
-1.6818494,0.06339535,1.4926847,1497148415519
-1.5942827,-0.617769,1.6973419,1497148415524
-0.40380764,-1.7500975,1.4154032,1497148415529
-0.78591704,-1.86481,1.6308606,1497148415534
